Index	Plasmid Number	Plasmid backbone	Plasmid Name	Insert Name	Gene Name	Notes	PBM_ME experiment ID(s)	PBM_HK experiment ID(s)	Plasmid Number	HT-Selex (IVT) experiment ID(s)	HT-Selex (Lysate) experiment ID(s)	AffiSeq (IVT) experiment ID(s)	AffiSeq (Lysate) experiment ID(s)	SMiLE-seq experiment ID(s)	ChIP-seq replicate 1	ChIP-seq replicate 2	
758	pTH14334	pTH6838	GST.RFX8.FL	RFX8.FL	RFX8	Codebook clone	13886	13902	pTH14334	#N/A					#N/A		
759	pTH14335	pTH6838	GST.RFX8.DBD	RFX8.DBD	RFX8	Codebook clone	13887	13903	pTH14335	#N/A					#N/A		
763	pTH14339	pTH6838	GST.SP140L.FL	SP140L.FL	SP140L	Codebook clone	13888	13904	pTH14339	#N/A					#N/A		
765	pTH14341	pTH6838	GST.TBPL1.FL	TBPL1.FL	TBPL1	Codebook clone	13889	13905	pTH14341	#N/A					#N/A		
766	pTH14342	pTH6838	GST.THAP10.FL	THAP10.FL	THAP10	Codebook clone	13890	13906	pTH14342	#N/A					#N/A		
767	pTH14343	pTH6838	GST.THAP10.DBD	THAP10.DBD	THAP10	Codebook clone	13891	13907	pTH14343	#N/A					#N/A		
768	pTH14344	pTH6838	GST.THAP11.FL	THAP11.FL	THAP11	Codebook clone	13892	13908	pTH14344	#N/A					#N/A		
769	pTH14345	pTH6838	GST.THAP11.DBD	THAP11.DBD	THAP11	Codebook clone	13893	13909	pTH14345	#N/A					#N/A		
770	pTH14346	pTH6838	GST.THAP2.FL	THAP2.FL	THAP2	Codebook clone	13894	13910	pTH14346	#N/A					#N/A		
771	pTH14347	pTH6838	GST.THAP4.FL	THAP4.FL	THAP4	Codebook clone	13895	13911	pTH14347	#N/A					#N/A		
772	pTH14348	pTH6838	GST.THAP4.DBD	THAP4.DBD	THAP4	Codebook clone	13896	13912	pTH14348	#N/A					#N/A		
628	pTH14204	pTH6838	GST.MBNL2.FL	MBNL2.FL	MBNL2	Codebook clone	13913	13929	pTH14204	YWC_112					#N/A		
631	pTH14207	pTH6838	GST.ZGPAT.FL	ZGPAT.FL	ZGPAT	Codebook clone	13914	13930	pTH14207	#N/A					#N/A		
632	pTH14208	pTH6838	GST.ZGPAT.DBD	ZGPAT.DBD	ZGPAT	Codebook clone	13915	13931	pTH14208	#N/A					#N/A		
637	pTH14213	pTH6838	GST.TIGD4.FL	TIGD4.FL	TIGD4	Codebook clone	13918	13934	pTH14213	#N/A					#N/A		
640	pTH14216	pTH6838	GST.TIGD7.FL	TIGD7.FL	TIGD7	Codebook clone	13919	13935	pTH14216	YWC_118					#N/A		
644	pTH14220	pTH6838	GST.CXXC4.FL	CXXC4.FL	CXXC4	Codebook clone	13920	13936	pTH14220	YWC_120					#N/A		
646	pTH14222	pTH6838	GST.FBXL19.DBD	FBXL19.DBD	FBXL19	Codebook clone	13921	13937	pTH14222	YWC_122					#N/A		
647	pTH14223	pTH6838	GST.KDM2A.DBD	KDM2A.DBD	KDM2A	Codebook clone	13922	13938	pTH14223	YWC_123					#N/A		
648	pTH14224	pTH6838	GST.TET3.DBD	TET3.DBD	TET3	Codebook clone	13923	13939	pTH14224	YWC_124					#N/A		
655	pTH14231	pTH6838	GST.ZGLP1.FL	ZGLP1.FL	ZGLP1	Codebook clone	13925	13941	pTH14231	YWC_128					#N/A		
659	pTH14235	pTH6838	GST.GTF2IRD2B.DBD	GTF2IRD2B.DBD	GTF2IRD2B	Codebook clone	13926	13942	pTH14235	#N/A					#N/A		
668	pTH14244	pTH6838	GST.MKX.FL	MKX.FL	MKX	Codebook clone	13927	13943	pTH14244	#N/A					#N/A		
671	pTH14247	pTH6838	GST.TPRX1.FL	TPRX1.FL	TPRX1	Codebook clone	13928	13944	pTH14247	YWC_135					#N/A		
773	pTH14349	pTH6838	GST.THAP5.FL	THAP5.FL	THAP5	Codebook clone	13945	13961	pTH14349	#N/A					#N/A		
774	pTH14350	pTH6838	GST.THAP5.DBD	THAP5.DBD	THAP5	Codebook clone	13946	13962	pTH14350	#N/A					#N/A		
775	pTH14351	pTH6838	GST.THAP6.FL	THAP6.FL	THAP6	Codebook clone	13947	13963	pTH14351	#N/A					#N/A		
776	pTH14352	pTH6838	GST.THAP7.FL	THAP7.FL	THAP7	Codebook clone	13948	13964	pTH14352	#N/A					#N/A		
777	pTH14353	pTH6838	GST.THAP7.DBD	THAP7.DBD	THAP7	Codebook clone	13949	13965	pTH14353	#N/A					#N/A		
778	pTH14354	pTH6838	GST.THAP8.FL	THAP8.FL	THAP8	Codebook clone	13950	13966	pTH14354	#N/A					#N/A		
779	pTH14355	pTH6838	GST.THAP8.DBD	THAP8.DBD	THAP8	Codebook clone	13951	13967	pTH14355	#N/A					#N/A		
780	pTH14356	pTH6838	GST.THAP9.DBD	THAP9.DBD	THAP9	Codebook clone	13952	13968	pTH14356	#N/A					#N/A		
781	pTH15518	pTH6838	GST.MAX	MAX	MAX	Smile-seq control	14301	14317	pTH15518								
782	pTH15519	pTH6838	GST.SRY	SRY	SRY	Smile-seq control	14302	14318	pTH15519								
783	pTH15520	pTH6838	GST.SOX15	SOX15	SOX15	Smile-seq control	14303	14319	pTH15520								
794	pTH15525	pTH6838	GST.ZSCAN4	ZSCAN4	ZSCAN4	Smile-seq control	14304	14320	pTH15525								
799	pTH15526	pTH6838	GST.RXRA	RXRA	RXRA	Smile-seq control	14305	14321	pTH15526								
788	pTH15523	pTH6838	GST.JUNB	JUNB	JUNB	Smile-seq control	14329	14345	pTH15523								
789	pTH15524	pTH6838	GST.OCT4/POU5F1	OCT4/POU5F1	POU5F1	Smile-seq control	14330	14346	pTH15524								
786	pTH15530	pTH6838	GST.FOSL2	FOSL2	FOSL2	Smile-seq control	14331	14347	pTH15530								
790	pTH15531	pTH6838	GST.LHX6	LHX6	LHX6	Smile-seq control	14332	14348	pTH15531								
791	pTH15532	pTH6838	GST.LEF1	LEF1	LEF1	Smile-seq control	14333	14349	pTH15532								
793	pTH15533	pTH6838	GST.VDR	VDR	VDR	Smile-seq control	14334	14350	pTH15533								
796	pTH15534	pTH6838	GST.FLI1	FLI1	FLI1	Smile-seq control	14335	14351	pTH15534								
797	pTH15535	pTH6838	GST.GABPA	GABPA	GABPA	Smile-seq control	14336	14352	pTH15535								
798	pTH15536	pTH6838	GST.RORB	RORB	RORB	Smile-seq control	14337	14353	pTH15536								
800	pTH15537	pTH6838	GST.RARA	RARA	RARA	Smile-seq control	14338	14354	pTH15537								
801	pTH15538	pTH6838	GST.NR1H4	NR1H4	NR1H4	Smile-seq control	14339	14355	pTH15538								
802	pTH15539	pTH6838	GST.PAX7	PAX7	PAX7	Smile-seq control	14340	14356	pTH15539								
787	pTH15540	pTH6838	GST.cJUN	cJUN	JUN	Smile-seq control	14341	14357	pTH15540								
792	pTH15541	pTH6838	GST.YY1	YY1	YY1	Smile-seq control	14342	14358	pTH15541								
795	pTH15542	pTH6838	GST.GCM1	GCM1	GCM1	Smile-seq control	14343	14359	pTH15542								
803	pTH15544	pTH6838	GST.NR4A2	NR4A2	NR4A2	Smile-seq control	14344	14360	pTH15544								
784	pTH15521	pTH6838	GST.MYF6	MYF6	MYF6	Smile-seq control	14361	14377	pTH15521								
785	pTH15522	pTH6838	GST.SOX2	SOX2	SOX2	Smile-seq control	14362	14378	pTH15522								
804	pTH15561	pTH6838	GST.SOX5	SOX5	SOX5	Smile-seq control	14434	14450	pTH15561								
805	pTH15569	pTH6838	GST.CTCF	CTCF	CTCF	Smile-seq control	14435	14451	pTH15569								
806	pTH15573	pTH6838	GST.NFKB1	NFKB1	NFKB1	Smile-seq control	14436	14452	pTH15573								
734	pTH14310	pTH6838	GST.NME2.FL	NME2.FL	NME2	Codebook clone	13340, 13959, 14438	13356	pTH14310	YWC_145					#N/A		
630	pTH14206	pTH6838	GST.ZC3H8.DBD	ZC3H8.DBD	ZC3H8	Codebook clone	13470, 13958	13486, 14453	pTH14206	YWC_113					#N/A		
343	pTH13919	pTH6838	GST.GLYR1.DBD	GLYR1.DBD	GLYR1	Codebook clone	13626, 14681	14697, 13642	pTH13919	YWC_104					#N/A		
667	pTH14243	pTH6838	GST.LEUTX.FL	LEUTX.FL	LEUTX	Codebook clone	13704, 14307	13720, 14323	pTH14243	YWC_133					#N/A		
743	pTH14319	pTH6838	GST.PURB.FL	PURB.FL	PURB	Codebook clone	13732, 14308	13748, 14454, 14324	pTH14319	YWC_146					#N/A		
751	pTH14327	pTH6838	GST.SMYD3.FL	SMYD3.FL	SMYD3	Codebook clone	13754, 13960, 14309	13770, 14325	pTH14327	YWC_147					#N/A		
760	pTH14336	pTH6838	GST.SP100.DBD	SP100.DBD	SP100	Codebook clone	13760, 13956	13776, 13972	pTH14336	#N/A					#N/A		
762	pTH14338	pTH6838	GST.SP140.DBD	SP140.DBD	SP140	Codebook clone	13762, 13957	13778, 13973	pTH14338	YWC_149					#N/A		
690	pTH14266	pTH6838	GST.MBD1.DBD	MBD1.DBD	MBD1	Codebook clone	13764, 13955	13780, 13971	pTH14266	YWC_138					#N/A		
633	pTH14209	pTH6838	GST.JRK.FL	JRK.FL	JRK	Codebook clone	13916, 14310	13932	pTH14209	YWC_114					#N/A		
635	pTH14211	pTH6838	GST.TIGD3.FL	TIGD3.FL	TIGD3	Codebook clone	13917, 14311, 14437	13933	pTH14211	YWC_116					#N/A		
651	pTH14227	pTH6838	GST.FLYWCH1.FL	FLYWCH1.FL	FLYWCH1	Codebook clone	13924, 14312	13940	pTH14227	YWC_127					#N/A		
1	pTH13592	pTH13195	eGFP.DNTTIP1.FL	DNTTIP1.FL	DNTTIP1	Codebook clone	#N/A	#N/A	pTH13592	#N/A					chip		
2	pTH13593	pTH13195	eGFP.GLYR1.FL	GLYR1.FL	GLYR1	Codebook clone	#N/A	#N/A	pTH13593	#N/A					chip		
3	pTH13595	pTH13195	eGFP.SCML4.FL	SCML4.FL	SCML4	Codebook clone	#N/A	#N/A	pTH13595	#N/A					chip		
4	pTH13597	pTH13195	eGFP.C11orf95.FL	C11orf95.FL	C11orf95	Codebook clone	#N/A	#N/A	pTH13597	#N/A					chip		
5	pTH13600	pTH13195	eGFP.ZBED2.FL	ZBED2.FL	ZBED2	Codebook clone	#N/A	#N/A	pTH13600	#N/A					chip		
6	pTH13601	pTH13195	eGFP.ZBED3.FL	ZBED3.FL	ZBED3	Codebook clone	#N/A	#N/A	pTH13601	#N/A					chip		
7	pTH13605	pTH13195	eGFP.BHLHA9.FL	BHLHA9.FL	BHLHA9	Codebook clone	#N/A	#N/A	pTH13605	#N/A					chip		
8	pTH13609	pTH13195	eGFP.SOHLH1.FL	SOHLH1.FL	SOHLH1	Codebook clone	#N/A	#N/A	pTH13609	#N/A					#N/A		
9	pTH13612	pTH13195	eGFP.BATF2.FL	BATF2.FL	BATF2	Codebook clone	#N/A	#N/A	pTH13612	#N/A					chip		
10	pTH13613	pTH13195	eGFP.CREB3L3.FL	CREB3L3.FL	CREB3L3	Codebook clone	#N/A	#N/A	pTH13613	#N/A					#N/A		
11	pTH13614	pTH13195	eGFP.AC008770.FL	AC008770.FL	AC008770	Codebook clone	#N/A	#N/A	pTH13614	#N/A					chip		
12	pTH13615	pTH13195	eGFP.AC092835.FL	AC092835.FL	AC092835	Codebook clone	#N/A	#N/A	pTH13615	#N/A					chip		
13	pTH13621	pTH13195	eGFP.CCDC17.FL	CCDC17.FL	CCDC17	Codebook clone	#N/A	#N/A	pTH13621	#N/A					chip		
14	pTH13623	pTH13195	eGFP.CPXCR1.FL	CPXCR1.FL	CPXCR1	Codebook clone	#N/A	#N/A	pTH13623	#N/A					chip		
15	pTH13626	pTH13195	eGFP.FAM170A.FL	FAM170A.FL	FAM170A	Codebook clone	#N/A	#N/A	pTH13626	#N/A					#N/A		
16	pTH13627	pTH13195	eGFP.FIZ1.FL	FIZ1.FL	FIZ1	Codebook clone	#N/A	#N/A	pTH13627	#N/A					#N/A		
17	pTH13628	pTH13195	eGFP.JAZF1.FL	JAZF1.FL	JAZF1	Codebook clone	#N/A	#N/A	pTH13628	#N/A					#N/A		
18	pTH13630	pTH13195	eGFP.KIN.FL	KIN.FL	KIN	Codebook clone	#N/A	#N/A	pTH13630	#N/A					chip		
19	pTH13639	pTH13195	eGFP.PRMT3.FL	PRMT3.FL	PRMT3	Codebook clone	#N/A	#N/A	pTH13639	#N/A					#N/A		
20	pTH13643	pTH13195	eGFP.SLC2A4RG.FL	SLC2A4RG.FL	SLC2A4RG	Codebook clone	#N/A	#N/A	pTH13643	#N/A					#N/A		
21	pTH13644	pTH13195	eGFP.TRAFD1.FL	TRAFD1.FL	TRAFD1	Codebook clone	#N/A	#N/A	pTH13644	#N/A					chip		
22	pTH13648	pTH13195	eGFP.ZBTB46.FL	ZBTB46.FL	ZBTB46	Codebook clone	#N/A	#N/A	pTH13648	#N/A					chip		
23	pTH13651	pTH13195	eGFP.ZBTB8A.FL	ZBTB8A.FL	ZBTB8A	Codebook clone	#N/A	#N/A	pTH13651	#N/A					chip		
24	pTH13652	pTH13195	eGFP.ZBTB8B.FL	ZBTB8B.FL	ZBTB8B	Codebook clone	#N/A	#N/A	pTH13652	#N/A					chip		
25	pTH13654	pTH13195	eGFP.ZFP91.FL	ZFP91.FL	ZFP91	Codebook clone	#N/A	#N/A	pTH13654	#N/A					#N/A		
26	pTH13657	pTH13195	eGFP.ZKSCAN4.FL	ZKSCAN4.FL	ZKSCAN4	Codebook clone	#N/A	#N/A	pTH13657	#N/A					#N/A		
27	pTH13659	pTH13195	eGFP.ZMAT4.FL	ZMAT4.FL	ZMAT4	Codebook clone	#N/A	#N/A	pTH13659	#N/A					#N/A		
28	pTH13662	pTH13195	eGFP.ZNF14.FL	ZNF14.FL	ZNF14	Codebook clone	#N/A	#N/A	pTH13662	#N/A					#N/A		
29	pTH13665	pTH13195	eGFP.ZNF20.FL	ZNF20.FL	ZNF20	Codebook clone	#N/A	#N/A	pTH13665	#N/A					#N/A		
30	pTH13668	pTH13195	eGFP.ZNF215.FL	ZNF215.FL	ZNF215	Codebook clone	#N/A	#N/A	pTH13668	#N/A					chip		
31	pTH13671	pTH13195	eGFP.ZNF230.FL	ZNF230.FL	ZNF230	Codebook clone	#N/A	#N/A	pTH13671	#N/A					#N/A		
32	pTH13673	pTH13195	eGFP.ZNF234.FL	ZNF234.FL	ZNF234	Codebook clone	#N/A	#N/A	pTH13673	#N/A					#N/A		
33	pTH13675	pTH13195	eGFP.ZNF275.FL	ZNF275.FL	ZNF275	Codebook clone	#N/A	#N/A	pTH13675	#N/A					#N/A		
34	pTH13676	pTH13195	eGFP.ZNF280B.FL	ZNF280B.FL	ZNF280B	Codebook clone	#N/A	#N/A	pTH13676	#N/A					#N/A		
35	pTH13678	pTH13195	eGFP.ZNF286B.FL	ZNF286B.FL	ZNF286B	Codebook clone	#N/A	#N/A	pTH13678	#N/A					#N/A		
36	pTH13684	pTH13195	eGFP.ZNF358.FL	ZNF358.FL	ZNF358	Codebook clone	#N/A	#N/A	pTH13684	#N/A					#N/A		
37	pTH13685	pTH13195	eGFP.ZNF362.FL	ZNF362.FL	ZNF362	Codebook clone	#N/A	#N/A	pTH13685	#N/A					#N/A		
38	pTH13686	pTH13195	eGFP.ZNF365.FL	ZNF365.FL	ZNF365	Codebook clone	#N/A	#N/A	pTH13686	#N/A					chip		
39	pTH13688	pTH13195	eGFP.ZNF385B.FL	ZNF385B.FL	ZNF385B	Codebook clone	#N/A	#N/A	pTH13688	#N/A					#N/A		
40	pTH13689	pTH13195	eGFP.ZNF385C.FL	ZNF385C.FL	ZNF385C	Codebook clone	#N/A	#N/A	pTH13689	#N/A					#N/A		
41	pTH13690	pTH13195	eGFP.ZNF395.FL	ZNF395.FL	ZNF395	Codebook clone	#N/A	#N/A	pTH13690	#N/A					#N/A		
42	pTH13692	pTH13195	eGFP.ZNF428.FL	ZNF428.FL	ZNF428	Codebook clone	#N/A	#N/A	pTH13692	#N/A					chip		
43	pTH13694	pTH13195	eGFP.ZNF446.FL	ZNF446.FL	ZNF446	Codebook clone	#N/A	#N/A	pTH13694	#N/A					chip		
44	pTH13698	pTH13195	eGFP.ZNF474.FL	ZNF474.FL	ZNF474	Codebook clone	#N/A	#N/A	pTH13698	#N/A					#N/A		
45	pTH13699	pTH13195	eGFP.ZNF48.FL	ZNF48.FL	ZNF48	Codebook clone	#N/A	#N/A	pTH13699	#N/A					#N/A		
46	pTH13701	pTH13195	eGFP.ZNF497.FL	ZNF497.FL	ZNF497	Codebook clone	#N/A	#N/A	pTH13701	#N/A					#N/A		
47	pTH13702	pTH13195	eGFP.ZNF500.FL	ZNF500.FL	ZNF500	Codebook clone	#N/A	#N/A	pTH13702	#N/A					chip		
48	pTH13714	pTH13195	eGFP.ZNF57.FL	ZNF57.FL	ZNF57	Codebook clone	#N/A	#N/A	pTH13714	#N/A					#N/A		
49	pTH13715	pTH13195	eGFP.ZNF575.FL	ZNF575.FL	ZNF575	Codebook clone	#N/A	#N/A	pTH13715	#N/A					#N/A		
50	pTH13716	pTH13195	eGFP.ZNF578.FL	ZNF578.FL	ZNF578	Codebook clone	#N/A	#N/A	pTH13716	#N/A					#N/A		
51	pTH13725	pTH13195	eGFP.ZNF623.FL	ZNF623.FL	ZNF623	Codebook clone	#N/A	#N/A	pTH13725	#N/A					#N/A		
52	pTH13727	pTH13195	eGFP.ZNF639.FL	ZNF639.FL	ZNF639	Codebook clone	#N/A	#N/A	pTH13727	#N/A					#N/A		
53	pTH13730	pTH13195	eGFP.ZNF648.FL	ZNF648.FL	ZNF648	Codebook clone	#N/A	#N/A	pTH13730	#N/A					#N/A		
54	pTH13732	pTH13195	eGFP.ZNF66.FL	ZNF66.FL	ZNF66	Codebook clone	#N/A	#N/A	pTH13732	#N/A					#N/A		
55	pTH13735	pTH13195	eGFP.ZNF672.FL	ZNF672.FL	ZNF672	Codebook clone	#N/A	#N/A	pTH13735	#N/A					#N/A		
56	pTH13736	pTH13195	eGFP.ZNF676.FL	ZNF676.FL	ZNF676	Codebook clone	#N/A	#N/A	pTH13736	#N/A					#N/A		
57	pTH13737	pTH13195	eGFP.ZNF678.FL	ZNF678.FL	ZNF678	Codebook clone	#N/A	#N/A	pTH13737	#N/A					#N/A		
58	pTH13738	pTH13195	eGFP.ZNF683.FL	ZNF683.FL	ZNF683	Codebook clone	#N/A	#N/A	pTH13738	#N/A					#N/A		
59	pTH13740	pTH13195	eGFP.ZNF688.FL	ZNF688.FL	ZNF688	Codebook clone	#N/A	#N/A	pTH13740	#N/A					#N/A		
60	pTH13741	pTH13195	eGFP.ZNF689.FL	ZNF689.FL	ZNF689	Codebook clone	#N/A	#N/A	pTH13741	#N/A					#N/A		
61	pTH13742	pTH13195	eGFP.ZNF696.FL	ZNF696.FL	ZNF696	Codebook clone	#N/A	#N/A	pTH13742	#N/A					#N/A		
62	pTH13744	pTH13195	eGFP.ZNF70.FL	ZNF70.FL	ZNF70	Codebook clone	#N/A	#N/A	pTH13744	#N/A					#N/A		
63	pTH13746	pTH13195	eGFP.ZNF703.FL	ZNF703.FL	ZNF703	Codebook clone	#N/A	#N/A	pTH13746	#N/A					#N/A		
64	pTH13747	pTH13195	eGFP.ZNF705E.FL	ZNF705E.FL	ZNF705E	Codebook clone	#N/A	#N/A	pTH13747	#N/A					#N/A		
65	pTH13748	pTH13195	eGFP.ZNF706.FL	ZNF706.FL	ZNF706	Codebook clone	#N/A	#N/A	pTH13748	#N/A					chip		
66	pTH13749	pTH13195	eGFP.ZNF709.FL	ZNF709.FL	ZNF709	Codebook clone	#N/A	#N/A	pTH13749	#N/A					#N/A		
67	pTH13756	pTH13195	eGFP.ZNF732.FL	ZNF732.FL	ZNF732	Codebook clone	#N/A	#N/A	pTH13756	#N/A					#N/A		
68	pTH13759	pTH13195	eGFP.ZNF763.FL	ZNF763.FL	ZNF763	Codebook clone	#N/A	#N/A	pTH13759	#N/A					#N/A		
69	pTH13760	pTH13195	eGFP.ZNF772.FL	ZNF772.FL	ZNF772	Codebook clone	#N/A	#N/A	pTH13760	#N/A					#N/A		
70	pTH13761	pTH13195	eGFP.ZNF773.FL	ZNF773.FL	ZNF773	Codebook clone	#N/A	#N/A	pTH13761	#N/A					#N/A		
71	pTH13762	pTH13195	eGFP.ZNF775.FL	ZNF775.FL	ZNF775	Codebook clone	#N/A	#N/A	pTH13762	#N/A					#N/A		
72	pTH13764	pTH13195	eGFP.ZNF781.FL	ZNF781.FL	ZNF781	Codebook clone	#N/A	#N/A	pTH13764	#N/A					#N/A		
73	pTH13765	pTH13195	eGFP.ZNF788.FL	ZNF788.FL	ZNF788P	Codebook clone	#N/A	#N/A	pTH13765	#N/A					#N/A		
74	pTH13771	pTH13195	eGFP.ZNF83.FL	ZNF83.FL	ZNF83	Codebook clone	#N/A	#N/A	pTH13771	#N/A					#N/A		
75	pTH13780	pTH13195	eGFP.ZNF878.FL	ZNF878.FL	ZNF878	Codebook clone	#N/A	#N/A	pTH13780	#N/A					#N/A		
76	pTH13783	pTH13195	eGFP.ZNF92.FL	ZNF92.FL	ZNF92	Codebook clone	#N/A	#N/A	pTH13783	#N/A					#N/A		
77	pTH13785	pTH13195	eGFP.ZSCAN18.FL	ZSCAN18.FL	ZSCAN18	Codebook clone	#N/A	#N/A	pTH13785	#N/A					chip		
78	pTH13787	pTH13195	eGFP.ZSCAN25.FL	ZSCAN25.FL	ZSCAN25	Codebook clone	#N/A	#N/A	pTH13787	#N/A					chip		
79	pTH13788	pTH13195	eGFP.ZUFSP.FL	ZUFSP.FL	ZUP1	Codebook clone	#N/A	#N/A	pTH13788	#N/A					#N/A		
80	pTH13792	pTH13195	eGFP.MBNL2.FL	MBNL2.FL	MBNL2	Codebook clone	#N/A	#N/A	pTH13792	#N/A					#N/A		
81	pTH13793	pTH13195	eGFP.ZC3H8.FL	ZC3H8.FL	ZC3H8	Codebook clone	#N/A	#N/A	pTH13793	#N/A					chip		
82	pTH13794	pTH13195	eGFP.ZGPAT.FL	ZGPAT.FL	ZGPAT	Codebook clone	#N/A	#N/A	pTH13794	#N/A					#N/A		
83	pTH13795	pTH13195	eGFP.JRK.FL	JRK.FL	JRK	Codebook clone	#N/A	#N/A	pTH13795	#N/A					chip		
84	pTH13796	pTH13195	eGFP.TIGD3.FL	TIGD3.FL	TIGD3	Codebook clone	#N/A	#N/A	pTH13796	#N/A					chip		
85	pTH13797	pTH13195	eGFP.TIGD4.FL	TIGD4.FL	TIGD4	Codebook clone	#N/A	#N/A	pTH13797	#N/A					chip		
86	pTH13799	pTH13195	eGFP.TIGD7.FL	TIGD7.FL	TIGD7	Codebook clone	#N/A	#N/A	pTH13799	#N/A					chip		
