ChIP experiment uinque ID	Plasmid ID	Gene ID	Sample ID	Submitted sample label	ChIP/INPUT	Replicate #	Comments	Data File ID	Sequencing Facility	Batch #
THC_0183	pTH13787	ZSCAN25	pTH13787.1.1	RR_PE0190_G4_ZSCAN25_ChIP_1	ChIP	1		Plate_2_F12_S190_R1_001.fastq.gz	DSC	2
THC_0184	pTH13593	GLYR1	pTH13593.1.1	RR_PE0191_C5_GLYR1_ChIP_1	ChIP	1		Plate_2_G12_S191_R2_001.fastq.gz	DSC	2
THC_0185	pTH13899	SP140	pTH13899.1.1	SP140ChIP1	ChIP	1		SP140ChIP1_IGO_10521_1_S99_R1_001.fastq.gz	MSK	3
THC_0186	pTH13799	TIGD7	pTH13799.1.1	TIGD7ChIP1	ChIP	1		TIGD7ChIP1_IGO_10521_2_S46_R1_001.fastq.gz	MSK	3
THC_0187	pTH14537	ELF3	pTH14537.1.1	ELF3ChIP1	ChIP	1		ELF3ChIP1_IGO_10521_3_S39_R1_001.fastq.gz	MSK	3
THC_0188	pTH13596	SETBP1	pTH13596.1.1	SETBP1ChIP1	ChIP	1		SETBP1ChIP1_IGO_10521_4_S114_R2_001.fastq.gz	MSK	3
THC_0189	pTH13597	ZFTA	pTH13597.1.1	C11orf95ChIP1	ChIP	1		C11orf95ChIP1_IGO_10521_5_S116_R2_001.fastq.gz	MSK	3
THC_0190	pTH13605	BHLHA9	pTH13605.1.1	BHLHA9ChIP1	ChIP	1		BHLHA9ChIP1_IGO_10521_6_S89_R1_001.fastq.gz	MSK	3
THC_0191	pTH13615	AC092835	pTH13615.1.1	AC092835ChIP1	ChIP	1		AC092835ChIP1_IGO_10521_7_S90_R1_001.fastq.gz	MSK	3
THC_0192	pTH13624	DZIP1	pTH13624.1.1	DZIP1ChIP1	ChIP	1		DZIP1ChIP1_IGO_10521_8_S47_R2_001.fastq.gz	MSK	3
THC_0193	pTH13899	SP140	pTH13899.1.2	SP140ChIP2	ChIP	2		SP140ChIP2_IGO_10521_9_S91_R1_001.fastq.gz	MSK	3
THC_0194	pTH13799	TIGD7	pTH13799.1.2	TIGD7ChIP2	ChIP	2		TIGD7ChIP2_IGO_10521_10_S42_R1_001.fastq.gz	MSK	3
THC_0195	pTH14537	ELF3	pTH14537.1.2	ELF3ChIP2	ChIP	2		ELF3ChIP2_IGO_10521_11_S62_R1_001.fastq.gz	MSK	3
THC_0196	pTH13596	SETBP1	pTH13596.1.2	SETBP1ChIP2	ChIP	2		SETBP1ChIP2_IGO_10521_12_S10_R2_001.fastq.gz	MSK	3
THC_0197	pTH13597	ZFTA	pTH13597.1.2	C11orf95ChIP2	ChIP	2		C11orf95ChIP2_IGO_10521_13_S2_R2_001.fastq.gz	MSK	3
THC_0198	pTH13605	BHLHA9	pTH13605.1.2	BHLHA9ChIP2	ChIP	2		BHLHA9ChIP2_IGO_10521_14_S70_R1_001.fastq.gz	MSK	3
THC_0199	pTH13615	AC092835	pTH13615.1.2	AC092835ChIP2	ChIP	2		AC092835ChIP2_IGO_10521_15_S98_R1_001.fastq.gz	MSK	3
THC_0200	pTH13624	DZIP1	pTH13624.1.2	DZIP1ChIP2	ChIP	2		DZIP1ChIP2_IGO_10521_16_S45_R2_001.fastq.gz	MSK	3
THC_0202	pTH13702	ZNF500	pTH13702.1.1	ZNF500ChIP1	ChIP	1		ZNF500ChIP1_IGO_10521_18_S73_R2_001.fastq.gz	MSK	3
THC_0203	pTH13703	ZNF503	pTH13703.1.1	ZNF503ChIP1	ChIP	1		ZNF503ChIP1_IGO_10521_19_S74_R1_001.fastq.gz	MSK	3
THC_0204	pTH13704	ZNF507	pTH13704.1.1	ZNF507ChIP1	ChIP	1		ZNF507ChIP1_IGO_10521_20_S35_R2_001.fastq.gz	MSK	3
THC_0205	pTH13694	ZNF446	pTH13694.1.1	ZNF446ChIP1	ChIP	1		ZNF446ChIP1_IGO_10521_21_S100_R1_001.fastq.gz	MSK	3
THC_0206	pTH13721	ZNF606	pTH13721.1.1	ZNF606ChIP1	ChIP	1		ZNF606ChIP1_IGO_10521_22_S5_R1_001.fastq.gz	MSK	3
THC_0207	pTH13758	ZNF750	pTH13758.1.1	ZNF750ChIP1	ChIP	1		ZNF750ChIP1_IGO_10521_23_S36_R1_001.fastq.gz	MSK	3
THC_0208	pTH13770	ZNF827	pTH13770.1.1	ZNF827ChIP1	ChIP	1		ZNF827ChIP1_IGO_10521_24_S101_R2_001.fastq.gz	MSK	3
THC_0210	pTH13702	ZNF500	pTH13702.1.2	ZNF500ChIP2	ChIP	2		ZNF500ChIP2_IGO_10521_26_S6_R2_001.fastq.gz	MSK	3
THC_0211	pTH13703	ZNF503	pTH13703.1.2	ZNF503ChIP2	ChIP	2		ZNF503ChIP2_IGO_10521_27_S102_R2_001.fastq.gz	MSK	3
THC_0212	pTH13704	ZNF507	pTH13704.1.2	ZNF507ChIP2	ChIP	2		ZNF507ChIP2_IGO_10521_28_S75_R2_001.fastq.gz	MSK	3
THC_0213	pTH13694	ZNF446	pTH13694.1.2	ZNF446ChIP2	ChIP	2		ZNF446ChIP2_IGO_10521_29_S38_R2_001.fastq.gz	MSK	3
THC_0214	pTH13721	ZNF606	pTH13721.1.2	ZNF606ChIP2	ChIP	2		ZNF606ChIP2_IGO_10521_30_S76_R2_001.fastq.gz	MSK	3
THC_0215	pTH13758	ZNF750	pTH13758.1.2	ZNF750ChIP2	ChIP	2		ZNF750ChIP2_IGO_10521_31_S77_R2_001.fastq.gz	MSK	3
THC_0216	pTH13770	ZNF827	pTH13770.1.2	ZNF827ChIP2	ChIP	2		ZNF827ChIP2_IGO_10521_32_S78_R2_001.fastq.gz	MSK	3
THC_0217	pTH13611	POGK	pTH13611.1.1	POGKChIP1	ChIP	1		POGKChIP1_IGO_10521_33_S79_R1_001.fastq.gz	MSK	3
THC_0218	pTH13588	KDM5B	pTH13588.1.1	KDM5BChIP1	ChIP	1		KDM5BChIP1_IGO_10521_34_S80_R1_001.fastq.gz	MSK	3
THC_0219	pTH13603	ZBED5	pTH13603.1.1	ZBTB5ChIP1	ChIP	1		ZBTB5ChIP1_IGO_10521_35_S81_R1_001.fastq.gz	MSK	3
THC_0220	pTH13590	AHCTF1	pTH13590.1.1	AHCTF1ChIP1	ChIP	1		AHCTF1ChIP1_IGO_10521_36_S82_R1_001.fastq.gz	MSK	3
THC_0221	pTH13630	KIN	pTH13630.1.1	KINChIP1	ChIP	1		KINChIP1_IGO_10521_37_S103_R2_001.fastq.gz	MSK	3
THC_0222	pTH13634	PRDM10	pTH13634.1.1	PRDM10ChIP1	ChIP	1		PRDM10ChIP1_IGO_10521_38_S104_R2_001.fastq.gz	MSK	3
THC_0223	pTH13635	PRDM13	pTH13635.1.1	PRDM13ChIP1	ChIP	1		PRDM13ChIP1_IGO_10521_39_S105_R2_001.fastq.gz	MSK	3
THC_0224	pTH13801	CAMTA2	pTH13801.1.1	CAMTA2ChIP1	ChIP	1		CAMTA2ChIP1_IGO_10521_40_S83_R2_001.fastq.gz	MSK	3
THC_0225	pTH13611	POGK	pTH13611.1.2	POGKChIP2	ChIP	2		POGKChIP2_IGO_10521_41_S106_R2_001.fastq.gz	MSK	3
THC_0226	pTH13588	KDM5B	pTH13588.1.2	KDM5BChIP2	ChIP	2		KDM5BChIP2_IGO_10521_42_S84_R1_001.fastq.gz	MSK	3
THC_0227	pTH13603	ZBED5	pTH13603.1.2	ZBTB5ChIP2	ChIP	2		ZBTB5ChIP2_IGO_10521_43_S107_R2_001.fastq.gz	MSK	3
THC_0228	pTH13590	AHCTF1	pTH13590.1.2	AHCTF1ChIP2	ChIP	2		AHCTF1ChIP2_IGO_10521_44_S108_R2_001.fastq.gz	MSK	3
THC_0229	pTH13630	KIN	pTH13630.1.2	KINChIP2	ChIP	2		KINChIP2_IGO_10521_45_S109_R2_001.fastq.gz	MSK	3
THC_0230	pTH13634	PRDM10	pTH13634.1.2	PRDM10ChIP2	ChIP	2		PRDM10ChIP2_IGO_10521_46_S110_R1_001.fastq.gz	MSK	3
THC_0231	pTH13635	PRDM13	pTH13635.1.2	PRDM13ChIP2	ChIP	2		PRDM13ChIP2_IGO_10521_47_S111_R2_001.fastq.gz	MSK	3
THC_0232	pTH13801	CAMTA2	pTH13801.1.2	CAMTA2ChIP2	ChIP	2		CAMTA2ChIP2_IGO_10521_48_S112_R1_001.fastq.gz	MSK	3
THC_0233	pTH13591	AKNA	pTH13591.1.1	AKNAChIP1	ChIP	1		AKNAChIP1_IGO_10521_49_S113_R2_001.fastq.gz	MSK	3
THC_0234	pTH13606	NCOA1	pTH13606.1.1	NCOA1ChIP1	ChIP	1		NCOA1ChIP1_IGO_10521_50_S85_R2_001.fastq.gz	MSK	3
THC_0235	pTH13802	CXXC4	pTH13802.1.1	CxxC4ChIP1	ChIP	1		CxxC4ChIP1_IGO_10521_51_S86_R2_001.fastq.gz	MSK	3
THC_0236	pTH13619	ATMIN	pTH13619.1.1	ATMINChIP1	ChIP	1		ATMINChIP1_IGO_10521_52_S87_R1_001.fastq.gz	MSK	3
THC_0237	pTH13602	ZBED4	pTH13602.1.1	ZBED4ChIP1	ChIP	1		ZBED4ChIP1_IGO_10521_53_S88_R2_001.fastq.gz	MSK	3
THC_0238	pTH13622	CHAMP1	pTH13622.1.1	CHAMP1ChIP1	ChIP	1		CHAMP1ChIP1_IGO_10521_54_S23_R2_001.fastq.gz	MSK	3
THC_0239	pTH13795	JRK	pTH13795.1.1	JRKChIP1	ChIP	1		JRKChIP1_IGO_10521_55_S8_R1_001.fastq.gz	MSK	3
THC_0240	pTH13803	FBXL19	pTH13803.1.1	FBXL19ChIP1	ChIP	1		FBXL19ChIP1_IGO_10521_56_S9_R2_001.fastq.gz	MSK	3
THC_0241	pTH13591	AKNA	pTH13591.1.2	AKNAChIP2	ChIP	2		AKNAChIP2_IGO_10521_57_S115_R1_001.fastq.gz	MSK	3
THC_0242	pTH13606	NCOA1	pTH13606.1.2	NCOA1ChIP2	ChIP	2		NCOA1ChIP2_IGO_10521_58_S10_R1_001.fastq.gz	MSK	3
THC_0243	pTH13802	CXXC4	pTH13802.1.2	CxxC4ChIP2	ChIP	2		CxxC4ChIP2_IGO_10521_59_S11_R2_001.fastq.gz	MSK	3
THC_0244	pTH13619	ATMIN	pTH13619.1.2	ATMINChIP2	ChIP	2		ATMINChIP2_IGO_10521_60_S12_R1_001.fastq.gz	MSK	3
THC_0245	pTH13602	ZBED4	pTH13602.1.2	ZBED4ChIP2	ChIP	2		ZBED4ChIP2_IGO_10521_61_S13_R2_001.fastq.gz	MSK	3
THC_0246	pTH13622	CHAMP1	pTH13622.1.2	CHAMP1ChIP2	ChIP	2		CHAMP1ChIP2_IGO_10521_62_S117_R2_001.fastq.gz	MSK	3
THC_0247	pTH13795	JRK	pTH13795.1.2	JRKChIP2	ChIP	2		JRKChIP2_IGO_10521_63_S24_R1_001.fastq.gz	MSK	3
THC_0248	pTH13803	FBXL19	pTH13803.1.2	FBXL19ChIP2	ChIP	2		FBXL19ChIP2_IGO_10521_64_S14_R1_001.fastq.gz	MSK	3
THC_0249	pTH13800	CAMTA1	pTH13800.1.1	CAMTA1ChIP1	ChIP	1		CAMTA1ChIP1_IGO_10521_65_S25_R2_001.fastq.gz	MSK	3
THC_0250	pTH13595	SCML4	pTH13595.1.1	SCML4ChIP1	ChIP	1		SCML4ChIP1_IGO_10521_66_S15_R2_001.fastq.gz	MSK	3
THC_0251	pTH13904	THAP2	pTH13904.1.1	THAP2ChIP1	ChIP	1		THAP2ChIP1_IGO_10521_67_S16_R2_001.fastq.gz	MSK	3
THC_0254	pTH13703	ZNF503	pTH13703.1.1	ZNF503Input1	INPUT	1	negative control sample	ZNF503Input1_IGO_10521_70_S18_R2_001.fastq.gz	MSK	3
THC_0255	pTH13611	POGK	pTH13611.1.1	POGKInput1	INPUT	1	negative control sample	POGKInput1_IGO_10521_71_S19_R2_001.fastq.gz	MSK	3
THC_0256	pTH13630	KIN	pTH13630.1.1	KINInput1	INPUT	1	negative control sample	KINInput1_IGO_10521_72_S20_R2_001.fastq.gz	MSK	3
THC_0257	pTH13800	CAMTA1	pTH13800.1.2	CAMTA1ChIP2	ChIP	2		CAMTA1ChIP2_IGO_10521_73_S21_R1_001.fastq.gz	MSK	3
THC_0258	pTH13595	SCML4	pTH13595.1.2	SCML4ChIP2	ChIP	2		SCML4ChIP2_IGO_10521_74_S26_R2_001.fastq.gz	MSK	3
THC_0259	pTH13904	THAP2	pTH13904.1.2	THAP2ChIP2	ChIP	2		THAP2ChIP2_IGO_10521_75_S57_R2_001.fastq.gz	MSK	3
THC_0262	pTH13603	ZBED5	pTH13603.1.1	ZBTB5Input1	INPUT	1	negative control sample	ZBTB5Input1_IGO_10521_78_S22_R2_001.fastq.gz	MSK	3
THC_0263	pTH13590	AHCTF1	pTH13590.1.1	AHCTF1Input1	INPUT	1	negative control sample	AHCTF1Input1_IGO_10521_79_S58_R1_001.fastq.gz	MSK	3
THC_0264	pTH13635	PRDM13	pTH13635.1.1	PRDM13Input1	INPUT	1	negative control sample	PRDM13Input1_IGO_10521_80_S28_R1_001.fastq.gz	MSK	3
THC_0265	pTH13635	PRDM13	pTH13635.1.2	PRDM13Input2	INPUT	2	negative control sample	PRDM13Input2_IGO_10521_81_S29_R2_001.fastq.gz	MSK	3
THC_0266	pTH13801	CAMTA2	pTH13801.1.2	CAMTA2Input2	INPUT	2	negative control sample	CAMTA2Input2_IGO_10521_82_S59_R2_001.fastq.gz	MSK	3
THC_0267	pTH13619	ATMIN	pTH13619.1.2	ATMINInput2	INPUT	2	negative control sample	ATMINInput2_IGO_10521_83_S60_R2_001.fastq.gz	MSK	3
THC_0268	pTH13606	NCOA1	pTH13606.1.2	NCOA1Input2	INPUT	2	negative control sample	NCOA1Input2_IGO_10521_84_S61_R1_001.fastq.gz	MSK	3
THC_0269	pTH13630	KIN	pTH13630.1.2	KINInput2	INPUT	2	negative control sample	KINInput2_IGO_10521_85_S23_R1_001.fastq.gz	MSK	3
THC_0270	pTH13694	ZNF446	pTH13694.1.2	ZNF446Input2	INPUT	2	negative control sample	ZNF446Input2_IGO_10521_86_S24_R2_001.fastq.gz	MSK	3
THC_0271	pTH13888	SNAPC2	pTH13888.1.2	SNAPC2ChIP2	ChIP	2		SNAPC2ChIP2_IGO_10521_87_S25_R2_001.fastq.gz	MSK	3
THC_0273	pTH13898	SP110	pTH13898.1.2	SP110ChIP2	ChIP	2		SP110ChIP2_IGO_10521_89_S30_R2_001.fastq.gz	MSK	3
THC_0274	pTH13723	ZNF609	pTH13723.1.1	ZNF609ChIP1	ChIP	1		ZNF609ChIP1_IGO_10521_90_S120_R1_001.fastq.gz	MSK	3
THC_0275	pTH13589	ARID2	pTH13589.1.2	ARID2ChIP2	ChIP	2		ARID2ChIP2_IGO_10521_91_S121_R2_001.fastq.gz	MSK	3
THC_0276	pTH13623	CPXCR1	pTH13623.1.1	CXCR1ChIP1	ChIP	1		CXCR1ChIP1_IGO_10521_92_S48_R1_001.fastq.gz	MSK	3
THC_0278	pTH13603	ZBED5	pTH13603.1.2.2	ZBED5ChIP2RE	ChIP	2	repeated sequencing for pTH13603.1.2	ZBED5ChIP2RE_IGO_10521_154_S71_R1_001.fastq.gz	MSK	3
THC_0279	pTH13692	ZNF428	pTH13692.1.1.2	ZNF428ChIP1RE	ChIP	1	repeated sequencing for pTH13692.1.1	ZNF428ChIP1RE_IGO_10521_155_S4_R1_001.fastq.gz	MSK	3
THC_0280	pTH13692	ZNF428	pTH13692.1.2.2	ZNF428ChIP2RE	ChIP	2	repeated sequencing for pTH13692.1.2	ZNF428ChIP2RE_IGO_10521_156_S33_R2_001.fastq.gz	MSK	3
THC_0282	pTH13796	TIGD3	pTH13796.1.2.2	TIGD3ChIP2RE	ChIP	2	repeated sequencing for pTH13796.1.2	TIGD3ChIP2RE_IGO_10521_158_S22_R1_001.fastq.gz	MSK	3
THC_0080	pTH15832	YY1	pTH13796.1.1	RR_PE0019_YY1_ChIP_1	ChIP	1	positive control sample	Plate_1_C3_S19_R2_001.fastq.gz	DSC	2
THC_0095	pTH15832	YY1	pTH13796.1.2	RR_PE0045_YY1_INPUT_2	INPUT	2	negative control sample	Plate_1_E6_S45_R1_001.fastq.gz	DSC	2
THC_0177	pTH15832	YY1	pTH13796.1.2	RR_PE0184_YY1_ChIP_2	ChIP	2	positive control sample	Plate_2_H11_S184_R1_001.fastq.gz	DSC	2
THC_0253	pTH15832	YY1	pTH13796.1.1	YY1ChIP1	ChIP	1	positive control sample	YY1ChIP1_IGO_10521_69	MSK	3
THC_0261	pTH15832	YY1	pTH13796.1.2	YY1ChIP2	ChIP	2	positive control sample	YY1ChIP2_IGO_10521_77	MSK	3
THC_0201	pTH16501	CTCF	pTH16501.1.1	CTCFChIP1	ChIP	1	positive control sample	CTCFChIP1_IGO_10521_17	MSK	3
THC_0209	pTH16501	CTCF	pTH16501.1.2	CTCFChIP2	ChIP	2	positive control sample	CTCFChIP2_IGO_10521_25	MSK	3
THC_0252	pTH16502	GFP	pTH16502.1.1	GFPChIP1	ChIP	1	negative control sample	GFPChIP1_IGO_10521_68	MSK	3
THC_0260	pTH16502	GFP	pTH16502.1.2	GFPChIP2	ChIP	2	negative control sample	GFPChIP2_IGO_10521_76	MSK	3
THC_0283	pTH13606	NCOA1	pTH13606.1.2	13606_NCOA1_ChIP2	ChIP	2		13606_NCOA1_ChIP2_IGO_10521_B_1	MSK	4
THC_0284	pTH13672	ZNF233	pTH13672.1.2	13672_ZNF233_ChIP2	ChIP	2		13672_ZNF233_ChIP2_IGO_10521_B_2	MSK	4
THC_0285	pTH13656	ZFPM2	pTH13656.1.2	13656_ZFPM2_ChIP2	ChIP	2		13656_ZFPM2_ChIP2_IGO_10521_B_3	MSK	4
THC_0286	pTH13689	ZNF385C	pTH13689.1.2	13689_ZNF385C_ChIP2	ChIP	2		13689_ZNF385C_ChIP2_IGO_10521_B_4	MSK	4
THC_0287	pTH13788	ZUP1	pTH13788.1.2	13788_ZUFSP_ChIP2	ChIP	2		13788_ZUFSP_ChIP2_IGO_10521_B_5	MSK	4
THC_0288	pTH13814	HMG20A	pTH13814.1.2	13814_HMG20A_ChIP2	ChIP	2		13814_HMG20A_ChIP2_IGO_10521_B_6	MSK	4
THC_0289	pTH13894	TMF1	pTH13894.1.2	13894_TMF1_ChIP2	ChIP	2		13894_TMF1_ChIP2_IGO_10521_B_7	MSK	4
THC_0290	pTH13639	PRMT3	pTH13639.1.1	13639_PRMT3_ChIP1	ChIP	1		13639_PRMT3_ChIP1_IGO_10521_B_8	MSK	4
THC_0291	pTH13620	CASZ1	pTH13620.1.2	13620_CASZ1_ChIP2	ChIP	2		13620_CASZ1_ChIP2_IGO_10521_B_9	MSK	4
THC_0292	pTH13673	ZNF234	pTH13673.1.2	13673_ZNF234_ChIP2	ChIP	2		13673_ZNF234_ChIP2_IGO_10521_B_10	MSK	4
THC_0293	pTH13658	ZMAT1	pTH13658.1.2	13658_ZMAT1_ChIP2	ChIP	2		13658_ZMAT1_ChIP2_IGO_10521_B_11	MSK	4
THC_0294	pTH13690	ZNF395	pTH13690.1.2	13690_ZNF395_ChIP2	ChIP	2		13690_ZNF395_ChIP2_IGO_10521_B_12	MSK	4
THC_0295	pTH13789	ZXDA	pTH13789.1.2	13789_ZXDA_ChIP2	ChIP	2		13789_ZXDA_ChIP2_IGO_10521_B_13	MSK	4
THC_0296	pTH13815	HMGN3	pTH13815.1.2	13815_HMGN3_ChIP2	ChIP	2		13815_HMGN3_ChIP2_IGO_10521_B_14	MSK	4
THC_0297	pTH13895	TSC22D1	pTH13895.1.2	13895_TSC22D1_ChIP2	ChIP	2		13895_TSC22D1_ChIP2_IGO_10521_B_15	MSK	4
THC_0298	pTH13640	RBSN	pTH13640.1.1	13640_RBSN_ChIP1	ChIP	1		13640_RBSN_ChIP1_IGO_10521_B_16	MSK	4
THC_0299	pTH13623	CPXCR1	pTH13623.1.2	13623_CPXCR1_ChIP2	ChIP	2		13623_CPXCR1_ChIP2_IGO_10521_B_17	MSK	4
THC_0300	pTH13674	ZNF251	pTH13674.1.2	13674_ZNF251_ChIP2	ChIP	2		13674_ZNF251_ChIP2_IGO_10521_B_18	MSK	4
THC_0301	pTH13659	ZMAT4	pTH13659.1.2	13659_ZMAT4_ChIP2	ChIP	2		13659_ZMAT4_ChIP2_IGO_10521_B_19	MSK	4
THC_0302	pTH13696	ZNF470	pTH13696.1.2	13696_ZNF470_ChIP2	ChIP	2		13696_ZNF470_ChIP2_IGO_10521_B_20	MSK	4
THC_0303	pTH13791	ZXDC	pTH13791.1.2	13791_ZXDC_ChIP2	ChIP	2		1 3791_ZXDC_ChIP2_IGO_10521_B_21	MSK	4
THC_0304	pTH13816	ADNP	pTH13816.1.2	13816_ADNP_ChIP2	ChIP	2		13816_ADNP_ChIP2_IGO_10521_B_22	MSK	4
THC_0305	pTH15832	YY1	pTH15832.1.2	YY1_ChIP2	ChIP	2	positive control sample	YY1_ChIP2_IGO_10521_B_23	MSK	4
THC_0306	pTH13641	RLF	pTH13641.1.1	13641_RLF_ChIP1	ChIP	1		13641_RLF_ChIP1_IGO_10521_B_24	MSK	4
THC_0307	pTH13637	PRDM5	pTH13637.1.2	13637_PRDM5_ChIP2	ChIP	2		13637_PRDM5_ChIP2_IGO_10521_B_25	MSK	4
THC_0308	pTH13675	ZNF275	pTH13675.1.2	13675_ZNF275_ChIP2	ChIP	2		13675_ZNF275_ChIP2_IGO_10521_B_26	MSK	4
THC_0309	pTH13660	ZNF107	pTH13660.1.2	13660_ZNF107_ChIP2	ChIP	2		13660_ZNF107_ChIP2_IGO_10521_B_27	MSK	4
THC_0310	pTH13697	ZNF471	pTH13697.1.2	13697_ZNF471_ChIP2	ChIP	2		13697_ZNF471_ChIP2_IGO_10521_B_28	MSK	4
THC_0311	pTH13792	MBNL2	pTH13792.1.2	13792_MBNL2_ChIP2	ChIP	2		13792_MBNL2_ChIP2_IGO_10521_B_29	MSK	4
THC_0312	pTH13818	LEUTX	pTH13818.1.2	13818_LEUTX_ChIP2	ChIP	2		13818_LEUTX_ChIP2_IGO_10521_B_30	MSK	4
THC_0313	pTH16501	CTCF	pTH16501.1.2	CTCF_ChIP2	ChIP	2	positive control sample	CTCF_ChIP2_IGO_10521_B_31	MSK	4
THC_0314	pTH13642	SALL3	pTH13642.1.1	13642_SALL3_ChIP1	ChIP	1		13642_SALL3_ChIP1_IGO_10521_B_32	MSK	4
THC_0315	pTH13638	PRDM8	pTH13638.1.2	13638_PRDM8_ChIP2	ChIP	2		13638_PRDM8_ChIP2_IGO_10521_B_33	MSK	4
THC_0316	pTH13676	ZNF280B	pTH13676.1.2	13676_ZNF280B_ChIP2	ChIP	2		13676_ZNF280B_ChIP2_IGO_10521_B_34	MSK	4
THC_0317	pTH13662	ZNF14	pTH13662.1.2	13662_ZNF14_ChIP2	ChIP	2		13662_ZNF14_ChIP2_IGO_10521_B_35	MSK	4
THC_0318	pTH13698	ZNF474	pTH13698.1.2	13698_ZNF474_ChIP2	ChIP	2		13698_ZNF474_ChIP2_IGO_10521_B_36	MSK	4
THC_0319	pTH13804	KDM2A	pTH13804.1.2	13804_KDM2A_ChIP2	ChIP	2		13804_KDM2A_ChIP2_IGO_10521_B_37	MSK	4
THC_0320	pTH13819	MKX	pTH13819.1.2	13819_MKX_ChIP2	ChIP	2		13819_MKX_ChIP2_IGO_10521_B_38	MSK	4
THC_0321	pTH16502	GFP	pTH16502.1.2	GFP_ChIP2	ChIP	2	negative control sample	GFP_ChIP2_IGO_10521_B_39	MSK	4
THC_0322	pTH13643	SLC2A4RG	pTH13643.1.1	13643_SLC2A4RG_ChIP1	ChIP	1		13643_SLC2A4RG_ChIP1_IGO_10521_B_40	MSK	4
THC_0323	pTH13639	PRMT3	pTH13639.1.2	13639_PRMT3_ChIP2	ChIP	2		13639_PRMT3_ChIP2_IGO_10521_B_41	MSK	4
THC_0324	pTH13677	ZNF280D	pTH13677.1.2	13677_ZNF280D_ChIP2	ChIP	2		13677_ZNF280D_ChIP2_IGO_10521_B_42	MSK	4
THC_0325	pTH13663	ZNF142	pTH13663.1.2	13663_ZNF142_ChIP2	ChIP	2		13663_ZNF142_ChIP2_IGO_10521_B_43	MSK	4
THC_0326	pTH13699	ZNF48	pTH13699.1.2	13699_ZNF48_ChIP2	ChIP	2		13699_ZNF48_ChIP2_IGO_10521_B_44	MSK	4
THC_0327	pTH13806	DMRTB1	pTH13806.1.2	13806_DMRTB1_ChIP2	ChIP	2		13806_DMRTB1_ChIP2_IGO_10521_B_45	MSK	4
THC_0328	pTH13820	NANOGNB	pTH13820.1.2	13820_NANOGNB_ChIP2	ChIP	2		13820_NANOGNB_ChIP2_IGO_10521_B_46	MSK	4
THC_0329	pTH13589	ARID2	pTH13589.1.1	13589_ARID2_ChIP1	ChIP	1		13589_ARID2_ChIP1_IGO_10521_B_47	MSK	4
THC_0330	pTH13653	ZFAT	pTH13653.1.1	13653_ZFAT1_ChIP1	ChIP	1		13653_ZFAT1_ChIP1_IGO_10521_B_48	MSK	4
THC_0331	pTH13640	RBSN	pTH13640.1.2	13640_RBSN_ChIP2	ChIP	2		13640_RBSN_ChIP2_IGO_10521_B_49	MSK	4
THC_0332	pTH13681	ZNF326	pTH13681.1.2	13681_ZNF326_ChIP2	ChIP	2		13681_ZNF326_ChIP2_IGO_10521_B_50	MSK	4
