ChIP experiment uinque ID	Plasmid ID	Gene ID	Sample ID	Submitted sample label	ChIP/INPUT	Replicate #	Comments	Data File ID	Sequencing Facility	Batch #
THC_0333	pTH13664	ZNF160	pTH13664.1.2	13664_ZNF160_ChIP2	ChIP	2		13664_ZNF160_ChIP2_IGO_10521_B_51	MSK	4
THC_0334	pTH13700	ZNF493	pTH13700.1.2	13700_ZNF493_ChIP2	ChIP	2		13700_ZNF493_ChIP2_IGO_10521_B_52	MSK	4
THC_0335	pTH13807	FLYWCH1	pTH13807.1.2	13807_FYWCH1_ChIP2	ChIP	2		13807_FYWCH1_ChIP2_IGO_10521_B_53	MSK	4
THC_0336	pTH13821	TPRX1	pTH13821.1.2	13821_TPRX_ChIP2	ChIP	2		13821_TPRX_ChIP2_IGO_10521_B_54	MSK	4
THC_0337	pTH13606	NCOA1	pTH13606.1.1	13606_NCOA1_ChIP1	ChIP	1		13606_NCOA1_ChIP1_IGO_10521_B_55	MSK	4
THC_0338	pTH13655	ZFPM1	pTH13655.1.1	13655_ZFPM1_ChIP1	ChIP	1		13655_ZFPM1_ChIP1_IGO_10521_B_56	MSK	4
THC_0339	pTH13641	RLF	pTH13641.1.2	13641_RLF_ChIP2	ChIP	2		13641_RLF_ChIP2_IGO_10521_B_57	MSK	4
THC_0340	pTH13683	ZNF347	pTH13683.1.2	13683_ZNF347_ChIP2	ChIP	2		13683_ZNF347_ChIP2_IGO_10521_B_58	MSK	4
THC_0341	pTH13665	ZNF20	pTH13665.1.2	13665_ZNF20_ChIP2	ChIP	2		13665_ZNF20_ChIP2_IGO_10521_B_59	MSK	4
THC_0342	pTH13701	ZNF497	pTH13701.1.2	13701_ZNF497_ChIP2	ChIP	2		13701_ZNF497_ChIP2_IGO_10521_B_60	MSK	4
THC_0343	pTH13809	GATAD2B	pTH13809.1.2	13809_GATAD2B_ChIP2	ChIP	2		13809_GATAD2B_ChIP2_IGO_10521_B_61	MSK	4
THC_0344	pTH13822	ZHX2	pTH13822.1.2	13822_ZHX2_ChIP2	ChIP	2		13822_ZHX2_ChIP2_IGO_10521_B_62	MSK	4
THC_0345	pTH13609	SOHLH1	pTH13609.1.1	13609_SOHLH1_ChIP1	ChIP	1		13609_SOHLH1_ChIP1_IGO_10521_B_63	MSK	4
THC_0346	pTH13656	ZFPM2	pTH13656.1.1	13656_ZFPM2_ChIP1	ChIP	1		13656_ZFPM2_ChIP1_IGO_10521_B_64	MSK	4
THC_0347	pTH13642	SALL3	pTH13642.1.2	13642_SALL3_ChIP2	ChIP	2		13642_SALL3_ChIP2_IGO_10521_B_65	MSK	4
THC_0348	pTH13684	ZNF358	pTH13684.1.2	13684_ZNF358_ChIP2	ChIP	2		13684_ZNF358_ChIP2_IGO_10521_B_66	MSK	4
THC_0349	pTH13666	ZNF207	pTH13666.1.2	13666_ZNF207_ChIP2	ChIP	2		13666_ZNF207_ChIP2_IGO_10521_B_67	MSK	4
THC_0350	pTH13704	ZNF507	pTH13704.1.2	13704_ZNF507_ChIP2	ChIP	2		13704_ZNF507_ChIP2_IGO_10521_B_68	MSK	4
THC_0351	pTH13810	ZGLP1	pTH13810.1.2	13810_ZGLP1_ChIP2	ChIP	2		13810_ZGLP1_ChIP2_IGO_10521_B_69	MSK	4
THC_0352	pTH13823	ZHX3	pTH13823.1.2	13823_ZHX3_ChIP2	ChIP	2		13823_ZHX3_ChIP2_IGO_10521_B_70	MSK	4
THC_0353	pTH13620	CASZ1	pTH13620.1.1	13620_CASZ1_ChIP1	ChIP	1		13620_CASZ1_ChIP1_IGO_10521_B_71	MSK	4
THC_0354	pTH13658	ZMAT1	pTH13658.1.1	13658_ZMAT1_ChIP1	ChIP	1		13658_ZMAT1_ChIP1_IGO_10521_B_72	MSK	4
THC_0355	pTH13643	SLC2A4RG	pTH13643.1.2	13643_SLC2A4RG_ChIP2	ChIP	2		13643_SLC2A4RG_ChIP2_IGO_10521_B_73	MSK	4
THC_0356	pTH13687	ZNF385A	pTH13687.1.2	13687_ZNF385A_ChIP2	ChIP	2		13687_ZNF385A_ChIP2_IGO_10521_B_74	MSK	4
THC_0357	pTH13669	ZNF226	pTH13669.1.2	13669_ZNF226_ChIP2	ChIP	2		13669_ZNF226_ChIP2_IGO_10521_B_75	MSK	4
THC_0358	pTH13705	ZNF510	pTH13705.1.2	13705_ZNF510_ChIP2	ChIP	2		1 3705_ZNF510_ChIP2_IGO_10521_B_76	MSK	4
THC_0359	pTH13811	GRHL3	pTH13811.1.2	13811_GRHL3_ChIP2	ChIP	2		13811_GRHL3_ChIP2_IGO_10521_B_77	MSK	4
THC_0360	pTH13890	SON	pTH13890.1.2	13890_SON_ChIP2	ChIP	2		13890_SON_ChIP2_IGO_10521_B_78	MSK	4
THC_0361	pTH13623	CPXCR1	pTH13623.1.1	13623_CPXCR1_ChIP1	ChIP	1		13623_CPXCR1_ChIP1_IGO_10521_B_79	MSK	4
THC_0362	pTH13659	ZMAT4	pTH13659.1.1	13659_ZMAT4_ChIP1	ChIP	1		13659_ZMAT4_ChIP1_IGO_10521_B_80	MSK	4
THC_0363	pTH13653	ZFAT	pTH13653.1.2	13653_ZFAT1_ChIP2	ChIP	2		13653_ZFAT1_ChIP2_IGO_10521_B_81	MSK	4
THC_0364	pTH13685	ZNF362	pTH13685.1.2	13685_ZNF362_ChIP2	ChIP	2		13685_ZNF362_ChIP2_IGO_10521_B_82	MSK	4
THC_0365	pTH13670	ZNF229	pTH13670.1.2	13670_ZNF229_ChIP2	ChIP	2		13670_ZNF229_ChIP2_IGO_10521_B_83	MSK	4
THC_0366	pTH13706	ZNF516	pTH13706.1.2	13706_ZNF516_ChIP2	ChIP	2		13706_ZNF516_ChIP2_IGO_10521_B_84	MSK	4
THC_0367	pTH13812	GTF2IRD2	pTH13812.1.2	13812_GTF2IRD2_ChIP2	ChIP	2		13812_GTF2IRD2_ChIP2_IGO_10521_B_85	MSK	4
THC_0368	pTH13891	TCF20	pTH13891.1.2	13891_TCF20_ChIP2	ChIP	2		13891_TCF20_ChIP2_IGO_10521_B_86	MSK	4
THC_0369	pTH13637	PRDM5	pTH13637.1.1	13637_PRDM5_ChIP1	ChIP	1		13637_PRDM5_ChIP1_IGO_10521_B_87	MSK	4
THC_0370	pTH13660	ZNF107	pTH13660.1.1	13660_ZNF107_ChIP1	ChIP	1		13660_ZNF107_ChIP1_IGO_10521_B_88	MSK	4
THC_0371	pTH13655	ZFPM1	pTH13655.1.2	13655_ZFPM1_ChIP2	ChIP	2		13655_ZFPM1_ChIP2_IGO_10521_B_89	MSK	4
THC_0372	pTH13688	ZNF385B	pTH13688.1.2	13688_ZNF385B_ChIP2	ChIP	2		13688_ZNF385B_ChIP2_IGO_10521_B_90	MSK	4
THC_0373	pTH13671	ZNF230	pTH13671.1.2	13671_ZNF230_ChIP2	ChIP	2		13671_ZNF230_ChIP2_IGO_10521_B_91	MSK	4
THC_0374	pTH13723	ZNF609	pTH13723.1.2	13723_ZNF609_ChIP2	ChIP	2		13723_ZNF609_ChIP2_IGO_10521_B_92	MSK	4
THC_0375	pTH13813	GTF2IRD2B	pTH13813.1.2	13813_GTF2IRD2B_ChIP2	ChIP	2		13813_GTF2IRD2B_ChIP2_IGO_10521_B_93	MSK	4
THC_0376	pTH13892	TET2	pTH13892.1.2	13892_TET2_ChIP2	ChIP	2		13892_TET2_ChIP2_IGO_10521_B_94	MSK	4
THC_0377	pTH13638	PRDM8	pTH13638.1.1	13638_PRDM8_ChIP1	ChIP	1		13638_PRDM8_ChIP1_IGO_10521_B_95	MSK	4
THC_0378	pTH13662	ZNF14	pTH13662.1.1	13662_ZNF14_ChIP1	ChIP	1		13662_ZNF14_ChIP1_IGO_10521_B_96	MSK	4
THC_0379	pTH13663	ZNF142	pTH13663.1.1	13663_ZNF142_ChIP1	ChIP	1		13663_ZNF142_ChIP1_IGO_10521_B_97	MSK	4
THC_0380	pTH13677	ZNF280D	pTH13677.1.1	13677_ZNF280D_ChIP1	ChIP	1		13677_ZNF280D_ChIP1_IGO_10521_B_98	MSK	4
THC_0381	pTH13699	ZNF48	pTH13699.1.1	13699_ZNF48_ChIP1	ChIP	1		13699_ZNF48_ChIP1_IGO_10521_B_99	MSK	4
THC_0382	pTH13806	DMRTB1	pTH13806.1.1	13806_DMRTB1_ChIP1	ChIP	1		13806_DMRTB1_ChIP1_IGO_10521_B_100	MSK	4
THC_0383	pTH13820	NANOGNB	pTH13820.1.1	13820_NANOGNB_ChIP1	ChIP	1		13820_NANOGNB_ChIP1_IGO_10521_B_101	MSK	4
THC_0384	pTH15832	YY1	pTH15832.1.2	YY1_INPUT2	INPUT	2	negative control sample	YY1_INPUT2_IGO_10521_B_102	MSK	4
THC_0385	pTH13606	NCOA1	pTH13606.1.2.2	13606_NCOA1_ChIP2_RDSC	ChIP	2		13 606_NCOA1_ChIP2_RDSC_IGO_10521_B_103	MSK	4
THC_0386	pTH13635	PRDM13	pTH13635.1.1.2	13635_PRDM13_Input1_RMSK	INPUT	1	negative control sample	13635_PRDM13_Input1_RMSK_IGO_10521_B_104	MSK	4
THC_0387	pTH13664	ZNF160	pTH13664.1.1	13664_ZNF160_ChIP1	ChIP	1		13664_ZNF160_ChIP1_IGO_10521_B_105	MSK	4
THC_0388	pTH13681	ZNF326	pTH13681.1.1	13681_ZNF326_ChIP1	ChIP	1		13681_ZNF326_ChIP1_IGO_10521_B_106	MSK	4
THC_0389	pTH13700	ZNF493	pTH13700.1.1	13700_ZNF493_ChIP1	ChIP	1		13700_ZNF493_ChIP1_IGO_10521_B_107	MSK	4
THC_0390	pTH13807	FLYWCH1	pTH13807.1.1	13807_FYWCH1_ChIP1	ChIP	1		13807_FYWCH1_ChIP1_IGO_10521_B_108	MSK	4
THC_0391	pTH13821	TPRX1	pTH13821.1.1	13821_TPRX_ChIP1	ChIP	1		13821_TPRX_ChIP1_IGO_10521_B_109	MSK	4
THC_0392	pTH16502	GFP	pTH16502.1.2	GFP_INPUT2	INPUT	2	negative control sample	GFP_INPUT2_IGO_10521_B_110	MSK	4
THC_0393	pTH13606	NCOA1	pTH13606.1.1.2	13606_NCOA1_ChIP1_RMSK	ChIP	1	repeated sequencing for pTH13606.1.1	13606_NCOA1_ChIP1_RMSK_IGO_10521_B_111	MSK	4
THC_0394	pTH13650	ZBTB5	pTH13650.1.1.2	13650_ZBTB5_Input1_RMSK	INPUT	1	negative control sample 	13650_ZBTB5_Input1_RMSK_IGO_10521_B_112	MSK	4
THC_0395	pTH13665	ZNF20	pTH13665.1.1	13665_ZNF20_ChIP1	ChIP	1		13665_ZNF20_ChIP1_IGO_10521_B_113	MSK	4
THC_0396	pTH13683	ZNF347	pTH13683.1.1	13683_ZNF347_ChIP1	ChIP	1		13683_ZNF347_ChIP1_IGO_10521_B_114	MSK	4
THC_0397	pTH13701	ZNF497	pTH13701.1.1	13701_ZNF497_ChIP1	ChIP	1		13701_ZNF497_ChIP1_IGO_10521_B_115	MSK	4
THC_0398	pTH13809	GATAD2B	pTH13809.1.1	13809_GATAD2B_ChIP1	ChIP	1		13809_GATAD2B_ChIP1_IGO_10521_B_116	MSK	4
THC_0399	pTH13822	ZHX2	pTH13822.1.1	13822_ZHX2_ChIP1	ChIP	1		13822_ZHX2_ChIP1_IGO_10521_B_117	MSK	4
THC_0400	pTH13639	PRMT3	pTH13639.1.2	13639_PRMT3_INPUT2	INPUT	2	negative control sample	13639_PRMT3_INPUT2_IGO_10521_B_118	MSK	4
THC_0401	pTH13607	NCOA2	pTH13607.1.2.2	13607_NCOA2_ChIP2_RMSK	ChIP	2	repeated sequencing for pTH13606.1.2	13607_NCOA2_ChIP2_RMSK_IGO_10521_B_119	MSK	4
THC_0402	pTH13666	ZNF207	pTH13666.1.1	13666_ZNF207_ChIP1	ChIP	1		13666_ZNF207_ChIP1_IGO_10521_B_120	MSK	4
THC_0403	pTH13588	KDM5B	pTH13588.1.1	13588_KDM5B_ChIP1_ChIP	ChIP	1		13588_KDM5B_ChIP1_ChIP_IGO_10521_B_121	MSK	4
THC_0404	pTH13684	ZNF358	pTH13684.1.1	13684_ZNF358_ChIP1	ChIP	1		13684_ZNF358_ChIP1_IGO_10521_B_122	MSK	4
THC_0405	pTH13704	ZNF507	pTH13704.1.1	13704_ZNF507_ChIP1	ChIP	1		13704_ZNF507_ChIP1_IGO_10521_B_123	MSK	4
THC_0406	pTH13810	ZGLP1	pTH13810.1.1	13810_ZGLP1_ChIP1	ChIP	1		13810_ZGLP1_ChIP1_IGO_10521_B_124	MSK	4
THC_0407	pTH13823	ZHX3	pTH13823.1.1	13823_ZHX3_ChIP1	ChIP	1		13823_ZHX3_ChIP1_IGO_10521_B_125	MSK	4
THC_0408	pTH13660	ZNF107	pTH13660.1.2	13660_ZNF107_INPUT2	INPUT	2	negative control sample	13660_ZNF107_INPUT2_IGO_10521_B_126	MSK	4
THC_0409	pTH13589	ARID2	pTH13589.1.2.2	13589_ARID2_ChIP2_RMSK	ChIP	2	repeated sequencing for pTH13589.1.2	13589_ARID2_ChIP2_RMSK_IGO_10521_B_127	MSK	4
THC_0410	pTH13669	ZNF226	pTH13669.1.1	13669_ZNF226_ChIP1	ChIP	1		13669_ZNF226_ChIP1_IGO_1 0521_B_128	MSK	4
THC_0411	pTH13685	ZNF362	pTH13685.1.1	13685_ZNF362_ChIP1	ChIP	1		13685_ZNF362_ChIP1_IGO_10521_B_129	MSK	4
THC_0412	pTH13705	ZNF510	pTH13705.1.1	13705_ZNF510_ChIP1	ChIP	1		13705_ZNF510_ChIP1_IGO_10521_B_130	MSK	4
THC_0413	pTH13811	GRHL3	pTH13811.1.1	13811_GRHL3_ChIP1	ChIP	1		13811_GRHL3_ChIP1_IGO_10521_B_131	MSK	4
THC_0414	pTH13890	SON	pTH13890.1.1	13890_SON_ChIP1	ChIP	1		13890_SON_ChIP1_IGO_10521_B_132	MSK	4
THC_0415	pTH13788	ZUP1	pTH13788.1.2	13788_ZUFSP_INPUT2	INPUT	2	negative control sample	13788_ZUFSP_INPUT2_IGO_10521_B_133	MSK	4
THC_0416	pTH13758	ZNF750	pTH13758.1.1.2	13758_ZNF750_ChIP1_RMSK	ChIP	1	repeated sequencing for pTH13758.1.1	13758_ZNF750_ChIP1_RMSK_IGO_10521_B_134	MSK	4
THC_0417	pTH13670	ZNF229	pTH13670.1.1	13670_ZNF229_ChIP1	ChIP	1		13670_ZNF229_ChIP1_IGO_10521_B_135	MSK	4
THC_0418	pTH13687	ZNF385A	pTH13687.1.1	13687_ZNF385A_ChIP1	ChIP	1		13687_ZNF385A_ChIP1_IGO_10521_B_136	MSK	4
THC_0419	pTH13706	ZNF516	pTH13706.1.1	13706_ZNF516_ChIP1	ChIP	1		13706_ZNF516_ChIP1_IGO_10521_B_137	MSK	4
THC_0420	pTH13812	GTF2IRD2	pTH13812.1.1	13812_GTF2IRD2_ChIP1	ChIP	1		13812_GTF2IRD2_ChIP1_IGO_10521_B_138	MSK	4
THC_0421	pTH13891	TCF20	pTH13891.1.1	13891_TCF20_ChIP1	ChIP	1		13891_TCF20_ChIP1_IGO_10521_B_139	MSK	4
THC_0422	pTH13681	ZNF326	pTH13681.1.2	13681_ZNF326_INPUT2	INPUT	2	negative control sample	13681_ZNF326_INPUT2_IGO_10521_B_140	MSK	4
THC_0423	pTH13723	ZNF609	pTH13723.1.1.2	13723_ZNF609_ChIP1_RMSK	ChIP	1	repeated sequencing for pTH13723.1.1	13723_ZNF609_ChIP1_RMSK_IGO_10521_B_141	MSK	4
THC_0424	pTH13671	ZNF230	pTH13671.1.1	13671_ZNF230_ChIP1	ChIP	1		13671_ZNF230_ChIP1_IGO_10521_B_142	MSK	4
THC_0425	pTH13688	ZNF385B	pTH13688.1.1	13688_ZNF385B_ChIP1	ChIP	1		13688_ZNF385B_ChIP1_IGO_10521_B_143	MSK	4
THC_0426	pTH13723	ZNF609	pTH13723.1.1	13723_ZNF609_ChIP1	ChIP	1		13723_ZNF609_ChIP1_IGO_10521_B_144	MSK	4
THC_0427	pTH13813	GTF2IRD2B	pTH13813.1.1	13813_GTF2IRD2B_ChIP1	ChIP	1		13813_GTF2IRD2B_ChIP1_IGO_10521_B_145	MSK	4
THC_0428	pTH13892	TET2	pTH13892.1.1	13892_TET2_ChIP1	ChIP	1		13892_TET2_ChIP1_IGO_10521_B_146	MSK	4
THC_0429	pTH13668	ZNF215	pTH13668.1.1	13668_ZNF215_INPUT1	INPUT	1	negative control sample	13668_ZNF215_INPUT1_IGO_10521_B_147	MSK	4
THC_0430	pTH13591	AKNA	pTH13591.1.1.2	13591_AKNA_ChIP1_RMSK	ChIP	1	repeated sequencing for pTH13591.1.1	13591_AKNA_ChIP1_RMSK_IGO_10521_B_148	MSK	4
THC_0431	pTH13672	ZNF233	pTH13672.1.1	13672_ZNF233_ChIP1	ChIP	1		13672_ZNF233_ChIP1_IGO_10521_B_149	MSK	4
THC_0432	pTH13689	ZNF385C	pTH13689.1.1	13689_ZNF385C_ChIP1	ChIP	1		13689_ZNF385C_ChIP1_IGO_10521_B_150	MSK	4
THC_0433	pTH13788	ZUP1	pTH13788.1.1	13788_ZUFSP_ChIP1	ChIP	1		13788_ZUFSP_ChIP1_IGO_10521_B_151	MSK	4
THC_0434	pTH13814	HMG20A	pTH13814.1.1	13814_HMG20A_ChIP1	ChIP	1		13814_HMG20A_ChIP1_IGO_10521_B_152	MSK	4
THC_0435	pTH13894	TMF1	pTH13894.1.1	13894_TMF1_ChIP1	ChIP	1		13894_TMF1_ChIP1_IGO_10521_B_153	MSK	4
THC_0436	pTH13797	TIGD4	pTH13797.1.1	13797_TIGD4_INPUT1	INPUT	1	negative control sample	13797_TIGD4_ INPUT1_IGO_10521_B_154	MSK	4
THC_0437	pTH13795	JRK	pTH13795.1.1.2	13795_JRK_ChIP1_RMSK	ChIP	1	repeated sequencing for pTH13795.1.1	13795_JRK_ChIP1_RMSK_IGO_10521_B_155	MSK	4
THC_0438	pTH13673	ZNF234	pTH13673.1.1	13673_ZNF234_ChIP1	ChIP	1		13673_ZNF234_ChIP1_IGO_10521_B_156	MSK	4
THC_0439	pTH13690	ZNF395	pTH13690.1.1	13690_ZNF395_ChIP1	ChIP	1		13690_ZNF395_ChIP1_IGO_10521_B_157	MSK	4
THC_0440	pTH13789	ZXDA	pTH13789.1.1	13789_ZXDA_ChIP1	ChIP	1		13789_ZXDA_ChIP1_IGO_10521_B_158	MSK	4
THC_0441	pTH13815	HMGN3	pTH13815.1.1	13815_HMGN3_ChIP1	ChIP	1		13815_HMGN3_ChIP1_IGO_10521_B_159	MSK	4
THC_0442	pTH13895	TSC22D1	pTH13895.1.1	13895_TSC22D1_ChIP1	ChIP	1		13895_TSC22D1_ChIP1_IGO_10521_B_160	MSK	4
THC_0443	pTH16501	CTCF	pTH16501.1.1	CTCF_INPUT1	INPUT	1	negative control sample	CTCF_INPUT1_IGO_10521_B_161	MSK	4
THC_0444	pTH13801	CAMTA2	pTH13801.1.1.2	13801_CAMTA2_ChIP1_RMSK	ChIP	1	repeated sequencing for pTH13801.1.1	13801_CAMTA2_ChIP1_RMSK_IGO_10521_B_162	MSK	4
THC_0445	pTH13674	ZNF251	pTH13674.1.1	13674_ZNF251_ChIP1	ChIP	1		13674_ZNF251_ChIP1_IGO_10521_B_163	MSK	4
THC_0446	pTH13696	ZNF470	pTH13696.1.1	13696_ZNF470_ChIP1	ChIP	1		13696_ZNF470_ChIP1_IGO_10521_B_164	MSK	4
THC_0447	pTH13791	ZXDC	pTH13791.1.1	13791_ZXDC_ChIP1	ChIP	1		13791_ZXDC_ChIP1_IGO_10521_B_165	MSK	4
THC_0448	pTH13816	ADNP	pTH13816.1.1	13816_ADNP_ChIP1	ChIP	1		13816_ADNP_ChIP1_IGO_10521_B_166	MSK	4
THC_0449	pTH15832	YY1	pTH15832.1.1	YY1_ChIP1	ChIP	1	positive control sample	YY1_ChIP1_IGO_10521_B_167	MSK	4
THC_0450	pTH13642	SALL3	pTH13642.1.1	13642_SALL3_INPUT1	INPUT	1	negative control sample	13642_SALL3_INPUT1_IGO_10521_B_168	MSK	4
THC_0451	pTH13770	ZNF827	pTH13770.1.1.2	13770_ZNF827_ChIP1_RMSK	ChIP	1	repeated sequencing for pTH13770.1.1	13770_ZNF827_ChIP1_RMSK_IGO_10521_B_169	MSK	4
THC_0452	pTH13675	ZNF275	pTH13675.1.1	13675_ZNF275_ChIP1	ChIP	1		13675_ZNF275_ChIP1_IGO_10521_B_170	MSK	4
THC_0453	pTH13697	ZNF471	pTH13697.1.1	13697_ZNF471_ChIP1	ChIP	1		13697_ZNF471_ChIP1_IGO_10521_B_171	MSK	4
THC_0454	pTH13792	MBNL2	pTH13792.1.1	13792_MBNL2_ChIP1	ChIP	1		13792_MBNL2_ChIP1_IGO_10521_B_172	MSK	4
THC_0455	pTH13818	LEUTX	pTH13818.1.1	13818_LEUTX_ChIP1	ChIP	1		13818_LEUTX_ChIP1_IGO_10521_B_173	MSK	4
THC_0456	pTH16501	CTCF	pTH16501.1.1	CTCF_ChIP1	ChIP	1	positive control sample	CTCF_ChIP1_IGO_10521_B_174	MSK	4
THC_0457	pTH13758	ZNF750	pTH13758.1.1	13758_ZNF750_INPUT1	INPUT	1	negative control sample	13758_ZNF750_INPUT1_IGO_10521_B_175	MSK	4
THC_0458	pTH13611	POGK	pTH13611.1.1.2	13611_POGK_ChIP1_RMSK	ChIP	1	repeated sequencing for pTH13611.1.1	13611_POGK_ChIP1_RMSK_IGO_10521_B_176	MSK	4
THC_0459	pTH13676	ZNF280B	pTH13676.1.1	13676_ZNF280B_ChIP1	ChIP	1		13676_ZNF280B_ChIP1_IGO_10521_B_177	MSK	4
THC_0460	pTH13698	ZNF474	pTH13698.1.1	13698_ZNF474_ChIP1	ChIP	1		13698_ZNF474_ChIP1_IGO_10521_B_178	MSK	4
THC_0461	pTH13804	KDM2A	pTH13804.1.1	13804_KDM2A_ChIP1	ChIP	1		13804_KDM2A_ChIP1_IGO_10521_B_179	MSK	4
THC_0462	pTH13819	MKX	pTH13819.1.1	13819_MKX_ChIP1	ChIP	1		13819_MKX_ChIP1_IGO_10521_B_1 80	MSK	4
THC_0463	pTH16502	GFP	pTH16502.1.1	GFP_ChIP1	ChIP	1		GFP_ChIP1_IGO_10521_B_181	MSK	4
THC_0464	pTH13641	RLF	pTH13641.1.1	13641_RLF_INPUT1	INPUT	1	negative control sample	13641_RLF_INPUT1_IGO_10521_B_182	MSK	4
THC_0465	pTH13903	THAP11	pTH13903.1.1.2	13903_THAP11_Input1_RDSC	INPUT	1	negative control sample	13903_THAP11_Input1_RDSC_IGO_10521_B_183	MSK	4
THC_0466	pTH13856	CHCHD3	pTH13856.1.2	13856_CHCHD3_ChIP2	ChIP	2			SCK	5
THC_0467	pTH14542	PRR12	pTH14542.1.2	14542_PRR12_ChIP2	ChIP	2			SCK	5
THC_0468	pTH13608	NCOA3	pTH13608.1.2	13608_NCOA3_ChIP2	ChIP	2			SCK	5
THC_0469	pTH13613	CREB3L3	pTH13613.1.2	13613_CREB3L3_ChIP2	ChIP	2			SCK	5
THC_0470	pTH13626	FAM170A	pTH13626.1.1	13626_FAM170A_ChIP1	ChIP	1			SCK	5
THC_0471	pTH13628	JAZF1	pTH13628.1.1	13628_JAZF1_ChIP1	ChIP	1			SCK	5
THC_0472	pTH13631	L3MBTL4	pTH13631.1.1	13631_L3MBTL4_ChIP1	ChIP	1			SCK	5
THC_0473	pTH13636	PRDM2	pTH13636.1.2	13636_PRDM2_ChIP2	ChIP	2			SCK	5
THC_0474	pTH13654	ZFP91	pTH13654.1.2	13654_ZFP91_ChIP2	ChIP	2			SCK	5
THC_0475	pTH13661	ZNF131	pTH13661.1.2	13661_ZNF131_ChIP2	ChIP	2			SCK	5
THC_0476	pTH13682	ZNF335	pTH13682.1.2	13682_ZNF335_ChIP2	ChIP	2			SCK	5
THC_0477	pTH13693	ZNF43	pTH13693.1.2	13693_ZNF43_ChIP2	ChIP	2			SCK	5
THC_0478	pTH13708	ZNF526	pTH13708.1.2	13708_ZNF526_ChIP2	ChIP	2			SCK	5
THC_0479	pTH16502	EGFP_OLD	pTH16502.1.2	16502_EGFP_OLD_ChIP2	ChIP	2	negative control sample		SCK	5
THC_0480	pTH13712	ZNF568	pTH13712.1.2	13712_ZNF568_ChIP2	ChIP	2			SCK	5
THC_0481	pTH13714	ZNF57	pTH13714.1.1	13714_ZNF57_ChIP1	ChIP	1			SCK	5
THC_0482	pTH13716	ZNF578	pTH13716.1.2	13716_ZNF578_ChIP2	ChIP	2			SCK	5
THC_0483	pTH13718	ZNF587B	pTH13718.1.1	13718_ZNF587B_ChIP1	ChIP	1			SCK	5
THC_0484	pTH13720	ZNF598	pTH13720.1.2	13720_ZNF598_ChIP2	ChIP	2			SCK	5
THC_0485	pTH13724	ZNF618	pTH13724.1.2	13724_ZNF618_ChIP2	ChIP	2			SCK	5
THC_0486	pTH13726	ZNF630	pTH13726.1.2	13726_ZNF630_ChIP2	ChIP	2			SCK	5
THC_0487	pTH13728	ZNF644	pTH13728.1.1	13728_ZNF644_ChIP1	ChIP	1			SCK	5
THC_0488	pTH13731	ZNF654	pTH13731.1.2	13731_ZNF654_ChIP2	ChIP	2			SCK	5
