ChIP experiment uinque ID	Plasmid ID	Gene ID	Sample ID	Submitted sample label	ChIP/INPUT	Replicate #	Comments	Data File ID	Sequencing Facility	Batch #
THC_0489	pTH13733	ZNF665	pTH13733.1.2	13733_ZNF665_ChIP2	ChIP	2			SCK	5
THC_0490	pTH13735	ZNF672	pTH13735.1.2	13735_ZNF672_ChIP2	ChIP	2			SCK	5
THC_0491	pTH13737	ZNF678	pTH13737.1.2	13737_ZNF678_ChIP2	ChIP	2			SCK	5
THC_0492	pTH13739	ZNF687	pTH13739.1.2	13739_ZNF687_ChIP2	ChIP	2			SCK	5
THC_0493	pTH13741	ZNF689	pTH13741.1.1	13741_ZNF689_ChIP1	ChIP	1			SCK	5
THC_0494	pTH13743	ZNF699	pTH13743.1.2	13743_ZNF699_ChIP2	ChIP	2			SCK	5
THC_0495	pTH13746	ZNF703	pTH13746.1.2	13746_ZNF703_ChIP2	ChIP	2			SCK	5
THC_0496	pTH13749	ZNF709	pTH13749.1.2	13749_ZNF709_ChIP2	ChIP	2			SCK	5
THC_0497	pTH13751	ZNF721	pTH13751.1.1	13751_ZNF721_ChIP1	ChIP	1			SCK	5
THC_0498	pTH13753	ZNF726	pTH13753.1.2	13753_ZNF726_ChIP2	ChIP	2			SCK	5
THC_0499	pTH13756	ZNF732	pTH13756.1.2	13756_ZNF732_ChIP2	ChIP	2			SCK	5
THC_0500	pTH13759	ZNF763	pTH13759.1.2	13759_ZNF763_ChIP2	ChIP	2			SCK	5
THC_0501	pTH13761	ZNF773	pTH13761.1.1	13761_ZNF773_ChIP1	ChIP	1			SCK	5
THC_0502	pTH13763	ZNF780B	pTH13763.1.1	13763_ZNF780B_ChIP1	ChIP	1			SCK	5
THC_0503	pTH13745	ZNF700	pTH13745.1.1	13745_ZNF700_ChIP1	ChIP	1			SCK	5
THC_0504	pTH13729	ZNF646	pTH13729.1.1	13729_ZNF646_ChIP1	ChIP	1			SCK	5
THC_0505	pTH13766	ZNF800	pTH13766.1.1	13766_ZNF800_ChIP1	ChIP	1			SCK	5
THC_0506	pTH13769	ZNF814	pTH13769.1.1	13769_ZNF814_ChIP1	ChIP	1			SCK	5
THC_0507	pTH13772	ZNF831	pTH13772.1.1	13772_ZNF831_ChIP1	ChIP	1			SCK	5
THC_0508	pTH13774	ZNF841	pTH13774.1.1	13774_ZNF841_ChIP1	ChIP	1			SCK	5
THC_0509	pTH13776	ZNF845	pTH13776.1.1	13776_ZNF845_ChIP1	ChIP	1			SCK	5
THC_0510	pTH13779	ZNF865	pTH13779.1.1	13779_ZNF865_ChIP1	ChIP	1			SCK	5
THC_0511	pTH13794	ZGPAT	pTH13794.1.2	13794_ZGPAT_ChIP2	ChIP	2			SCK	5
THC_0512	pTH13808	GATAD2A	pTH13808.1.2	13808_GATAD2A_ChIP2	ChIP	2			SCK	5
THC_0513	pTH13825	HSFX1	pTH13825.1.1	13825_HSFX1_ChIP1	ChIP	1			SCK	5
THC_0514	pTH13827	MSANTD1	pTH13827.1.2	13827_MSANTD1_ChIP2	ChIP	2			SCK	5
THC_0515	pTH13829	MBD4	pTH13829.1.2	13829_MBD4_ChIP2	ChIP	2			SCK	5
THC_0516	pTH13831	PIN1	pTH13831.1.1	13831_PIN1_ChIP1	ChIP	1			SCK	5
THC_0517	pTH14547	BAZ2B	pTH14547.1.2	14547_BAZ2B_ChIP2	ChIP	2			SCK	5
THC_0518	pTH13838	MSANTD4	pTH13838.1.2	13838_MSANTD4_ChIP2	ChIP	2			SCK	5
THC_0519	pTH13840	MYSM1	pTH13840.1.1	13840_MYSM1_ChIP1	ChIP	1			SCK	5
THC_0520	pTH13843	TTF1	pTH13843.1.1	13843_TTF1_ChIP1	ChIP	1			SCK	5
THC_0521	pTH13845	NFX1	pTH13845.1.1	13845_NFX1_ChIP1	ChIP	1			SCK	5
THC_0522	pTH15548	SOX15	pTH15548.1.1	15548_SOX15_ChIP1	ChIP	1	smile seq insert		SCK	5
THC_0523	pTH15550	FOSL2	pTH15550.1.1	15550_FOSL2_ChIP1	ChIP	1	smile seq insert		SCK	5
THC_0524	pTH15552	LHX6	pTH15552.1.1	15552_LHX6_ChIP1	ChIP	1	smile seq insert		SCK	5
THC_0525	pTH15554	GCM1	pTH15554.1.1	15554_GCM1_ChIP1	ChIP	1	smile seq insert		SCK	5
THC_0526	pTH15556	RXRA	pTH15556.1.1	15556_RXRA_ChIP1	ChIP	1	smile seq insert		SCK	5
THC_0527	pTH15558	NR1H4	pTH15558.1.1	15558_NR1H4_ChIP1	ChIP	1	smile seq insert		SCK	5
THC_0528	pTH15560	NFKB1	pTH15560.1.1	15560_NFKB1_ChIP1	ChIP	1	smile seq insert		SCK	5
THC_0529	pTH15563	SRY	pTH15563.1.1	15563_SRY_ChIP1	ChIP	1	smile seq insert		SCK	5
THC_0530	pTH15565	POU5F1	pTH15565.1.1	15565_POU5F1_ChIP1	ChIP	1	smile seq insert		SCK	5
THC_0531	pTH15567	YY1	pTH15567.1.1	15567_YY1_ChIP1	ChIP	1	positive control sample - smile seq insert		SCK	5
THC_0532	pTH13902	THAP10	pTH13902.1.1	13902_THAP10_ChIP1	ChIP	1			SCK	5
THC_0533	pTH13906	THAP5	pTH13906.1.1	13906_THAP5_ChIP1	ChIP	1			SCK	5
THC_0534	pTH13908	THAP7	pTH13908.1.1	13908_THAP7_ChIP1	ChIP	1			SCK	5
THC_0535	pTH13910	THAP9	pTH13910.1.1	13910_THAP9_ChIP1	ChIP	1			SCK	5
THC_0536	pTH13847	AEBP1	pTH13847.1.2	13847_AEBP1_ChIP2	ChIP	2			SCK	5
THC_0537	pTH13850	CC2D1A	pTH13850.1.2	13850_CC2D1A_ChIP2	ChIP	2			SCK	5
THC_0538	pTH13852	CENPS	pTH13852.1.1	13852_CENPS_ChIP1	ChIP	1			SCK	5
THC_0539	pTH13854	CENPX	pTH13854.1.1	13854_CENPX_ChIP1	ChIP	1			SCK	5
THC_0540	pTH13857	CSRNP1	pTH13857.1.1	13857_CSRNP1_ChIP1	ChIP	1			SCK	5
THC_0541	pTH13859	CSRNP3	pTH13859.1.1	13859_CSRNP3_ChIP1	ChIP	1			SCK	5
THC_0542	pTH13861	DACH2	pTH13861.1.1	13861_DACH2_ChIP1	ChIP	1			SCK	5
THC_0543	pTH13863	DRAP1	pTH13863.1.1	13863_DRAP1_ChIP1	ChIP	1			SCK	5
THC_0544	pTH15832	YY1	pTH15832.1.2	15832_YY1_ChIP2	ChIP	2	positive control sample 		SCK	5
THC_0545	pTH13867	KCNIP3	pTH13867.1.1	13867_KCNIP3_ChIP1	ChIP	1			SCK	5
THC_0546	pTH13871	PA2G4	pTH13871.1.1	13871_PA2G4_ChIP1	ChIP	1			SCK	5
THC_0547	pTH13873	PCGF6	pTH13873.1.1	13873_PCGF6_ChIP1	ChIP	1			SCK	5
THC_0548	pTH13875	PLSCR1	pTH13875.1.1	13875_PLSCR1_ChIP1	ChIP	1			SCK	5
THC_0549	pTH13877	PURB	pTH13877.1.2	13877_PURB_ChIP2	ChIP	2			SCK	5
THC_0550	pTH13880	RBCK1	pTH13880.1.1	13880_RBCK1_ChIP1	ChIP	1			SCK	5
THC_0551	pTH13886	SKIL	pTH13886.1.2	13886_SKIL_ChIP2	ChIP	2			SCK	5
THC_0552	pTH13885	SKI	pTH13885.1.2	13885_SKI_ChIP2	ChIP	2			SCK	5
THC_0553	pTH13195	EGFP	pTH13195.1.1	13195_EGFP_INPUT1	INPUT	1	negative control sample- smile seq insert		SCK	5
THC_0554	pTH13636	PRDM2	pTH13636.1.1	13636_PRDM2_INPUT1	INPUT	1	negative control sample		SCK	5
THC_0555	pTH13661	ZNF131	pTH13661.1.2	13661_ZNF131_INPUT2	INPUT	2	negative control sample		SCK	5
THC_0556	pTH13707	ZNF518B	pTH13707.1.1	13707_ZNF518B_INPUT1	INPUT	1	negative control sample		SCK	5
THC_0557	pTH13712	ZNF568	pTH13712.1.2	13712_ZNF568_INPUT2	INPUT	2	negative control sample		SCK	5
THC_0558	pTH13726	ZNF630	pTH13726.1.1	13726_ZNF630_INPUT1	INPUT	1	negative control sample		SCK	5
THC_0559	pTH13733	ZNF665	pTH13733.1.2	13733_ZNF665_INPUT2	INPUT	2	negative control sample		SCK	5
THC_0560	pTH13737	ZNF678	pTH13737.1.1	13737_ZNF678_INPUT1	INPUT	1	negative control sample		SCK	5
THC_0561	pTH13739	ZNF687	pTH13739.1.1	13739_ZNF687_INPUT1	INPUT	1	negative control sample		SCK	5
THC_0562	pTH13856	CHCHD3	pTH13856.1.1	13856_CHCHD3_ChIP1	ChIP	1			SCK	5
THC_0563	pTH14542	PRR12	pTH14542.1.1	14542_PRR12_ChIP1	ChIP	1			SCK	5
THC_0564	pTH13608	NCOA3	pTH13608.1.1	13608_NCOA3_ChIP1	ChIP	1			SCK	5
THC_0565	pTH13613	CREB3L3	pTH13613.1.1	13613_CREB3L3_ChIP1	ChIP	1			SCK	5
THC_0566	pTH13626	FAM170A	pTH13626.1.2	13626_FAM170A_ChIP2	ChIP	2			SCK	5
THC_0567	pTH13628	JAZF1	pTH13628.1.2	13628_JAZF1_ChIP2	ChIP	2			SCK	5
THC_0568	pTH13631	L3MBTL4	pTH13631.1.2	13631_L3MBTL4_ChIP2	ChIP	2			SCK	5
THC_0569	pTH13636	PRDM2	pTH13636.1.1	13636_PRDM2_ChIP1	ChIP	1			SCK	5
THC_0570	pTH13654	ZFP91	pTH13654.1.1	13654_ZFP91_ChIP1	ChIP	1			SCK	5
THC_0571	pTH13661	ZNF131	pTH13661.1.1	13661_ZNF131_ChIP1	ChIP	1			SCK	5
THC_0572	pTH13682	ZNF335	pTH13682.1.1	13682_ZNF335_ChIP1	ChIP	1			SCK	5
THC_0573	pTH13693	ZNF43	pTH13693.1.1	13693_ZNF43_ChIP1	ChIP	1			SCK	5
THC_0574	pTH13708	ZNF526	pTH13708.1.1	13708_ZNF526_ChIP1	ChIP	1			SCK	5
THC_0575	pTH16501	CTCF	pTH16501.1.2	16501_CTCF_ChIP2	ChIP	2	positive control sample		SCK	5
THC_0576	pTH13712	ZNF568	pTH13712.1.1	13712_ZNF568_ChIP1	ChIP	1			SCK	5
THC_0577	pTH13714	ZNF57	pTH13714.1.2	13714_ZNF57_ChIP2	ChIP	2			SCK	5
THC_0578	pTH13716	ZNF578	pTH13716.1.1	13716_ZNF578_ChIP1	ChIP	1			SCK	5
THC_0579	pTH13718	ZNF587B	pTH13718.1.2	13718_ZNF587B_ChIP2	ChIP	2			SCK	5
THC_0580	pTH13720	ZNF598	pTH13720.1.1	13720_ZNF598_ChIP1	ChIP	1			SCK	5
THC_0581	pTH13724	ZNF618	pTH13724.1.1	13724_ZNF618_ChIP1	ChIP	1			SCK	5
THC_0582	pTH13726	ZNF630	pTH13726.1.1	13726_ZNF630_ChIP1	ChIP	1			SCK	5
THC_0583	pTH13728	ZNF644	pTH13728.1.2	13728_ZNF644_ChIP2	ChIP	2			SCK	5
THC_0584	pTH13731	ZNF654	pTH13731.1.1	13731_ZNF654_ChIP1	ChIP	1			SCK	5
THC_0585	pTH13733	ZNF665	pTH13733.1.1	13733_ZNF665_ChIP1	ChIP	1			SCK	5
THC_0586	pTH13735	ZNF672	pTH13735.1.1	13735_ZNF672_ChIP1	ChIP	1			SCK	5
THC_0587	pTH13737	ZNF678	pTH13737.1.1	13737_ZNF678_ChIP1	ChIP	1			SCK	5
THC_0588	pTH13739	ZNF687	pTH13739.1.1	13739_ZNF687_ChIP1	ChIP	1			SCK	5
THC_0589	pTH13741	ZNF689	pTH13741.1.2	13741_ZNF689_ChIP2	ChIP	2			SCK	5
THC_0590	pTH13743	ZNF699	pTH13743.1.1	13743_ZNF699_ChIP1	ChIP	1			SCK	5
THC_0591	pTH13746	ZNF703	pTH13746.1.1	13746_ZNF703_ChIP1	ChIP	1			SCK	5
THC_0592	pTH13749	ZNF709	pTH13749.1.1	13749_ZNF709_ChIP1	ChIP	1			SCK	5
THC_0593	pTH13751	ZNF721	pTH13751.2.4	13751_ZNF721_ChIP4	ChIP	4			SCK	5
THC_0594	pTH13753	ZNF726	pTH13753.1.1	13753_ZNF726_ChIP1	ChIP	1			SCK	5
THC_0595	pTH13756	ZNF732	pTH13756.1.1	13756_ZNF732_ChIP1	ChIP	1			SCK	5
THC_0596	pTH13759	ZNF763	pTH13759.1.1	13759_ZNF763_ChIP1	ChIP	1			SCK	5
THC_0597	pTH13761	ZNF773	pTH13761.1.2	13761_ZNF773_ChIP2	ChIP	2			SCK	5
THC_0598	pTH13763	ZNF780B	pTH13763.1.2	13763_ZNF780B_ChIP2	ChIP	2			SCK	5
THC_0599	pTH13745	ZNF700	pTH13745.1.2	13745_ZNF700_ChIP2	ChIP	2			SCK	5
THC_0600	pTH13729	ZNF646	pTH13729.1.2	13729_ZNF646_ChIP2	ChIP	2			SCK	5
THC_0601	pTH13766	ZNF800	pTH13766.1.2	13766_ZNF800_ChIP2	ChIP	2			SCK	5
THC_0602	pTH13769	ZNF814	pTH13769.1.2	13769_ZNF814_ChIP2	ChIP	2			SCK	5
THC_0603	pTH13772	ZNF831	pTH13772.1.2	13772_ZNF831_ChIP2	ChIP	2			SCK	5
THC_0604	pTH13774	ZNF841	pTH13774.1.2	13774_ZNF841_ChIP2	ChIP	2			SCK	5
THC_0605	pTH13776	ZNF845	pTH13776.1.2	13776_ZNF845_ChIP2	ChIP	2			SCK	5
THC_0606	pTH13779	ZNF865	pTH13779.1.2	13779_ZNF865_ChIP2	ChIP	2			SCK	5
THC_0607	pTH13794	ZGPAT	pTH13794.1.1	13794_ZGPAT_ChIP1	ChIP	1			SCK	5
THC_0608	pTH13808	GATAD2A	pTH13808.1.1	13808_GATAD2A_ChIP1	ChIP	1			SCK	5
THC_0609	pTH13825	HSFX1	pTH13825.1.2	13825_HSFX1_ChIP2	ChIP	2			SCK	5
THC_0610	pTH13827	MSANTD1	pTH13827.1.1	13827_MSANTD1_ChIP1	ChIP	1			SCK	5
THC_0611	pTH13829	MBD4	pTH13829.1.1	13829_MBD4_ChIP1	ChIP	1			SCK	5
THC_0612	pTH13831	PIN1	pTH13831.1.2	13831_PIN1_ChIP2	ChIP	2			SCK	5
THC_0613	pTH14547	BAZ2B	pTH14547.1.1	14547_BAZ2B_ChIP1	ChIP	1			SCK	5
THC_0614	pTH13838	MSANTD4	pTH13838.1.1	13838_MSANTD4_ChIP1	ChIP	1			SCK	5
THC_0615	pTH13840	MYSM1	pTH13840.1.2	13840_MYSM1_ChIP2	ChIP	2			SCK	5
THC_0616	pTH13843	TTF1	pTH13843.1.2	13843_TTF1_ChIP2	ChIP	2			SCK	5
THC_0617	pTH13845	NFX1	pTH13845.1.2	13845_NFX1_ChIP2	ChIP	2			SCK	5
THC_0618	pTH15548	SOX15	pTH15548.1.2	15548_SOX15_ChIP2	ChIP	2	smile seq insert		SCK	5
THC_0619	pTH15550	FOSL2	pTH15550.1.2	15550_FOSL2_ChIP2	ChIP	2	smile seq insert		SCK	5
THC_0620	pTH15552	LHX6	pTH15552.1.2	15552_LHX6_ChIP2	ChIP	2	smile seq insert		SCK	5
THC_0621	pTH15554	GCM1	pTH15554.1.2	15554_GCM1_ChIP2	ChIP	2	smile seq insert		SCK	5
THC_0622	pTH15556	RXRA	pTH15556.1.2	15556_RXRA_ChIP2	ChIP	2	smile seq insert		SCK	5
THC_0623	pTH15558	NR1H4	pTH15558.1.2	15558_NR1H4_ChIP2	ChIP	2	smile seq insert		SCK	5
THC_0624	pTH15560	NFKB1	pTH15560.1.2	15560_NFKB1_ChIP2	ChIP	2	smile seq insert		SCK	5
THC_0625	pTH15563	SRY	pTH15563.1.2	15563_SRY_ChIP2	ChIP	2	smile seq insert		SCK	5
THC_0626	pTH15565	POU5F1	pTH15565.1.2	15565_OCT4_POU5F1_ChIP2	ChIP	2	smile seq insert		SCK	5
THC_0627	pTH15567	YY1	pTH15567.1.2	15567_YY1_ChIP2	ChIP	2	positive control sample- smile seq insert		SCK	5
THC_0628	pTH13902	THAP10	pTH13902.1.2	13902_THAP10_ChIP2	ChIP	2			SCK	5
THC_0629	pTH13906	THAP5	pTH13906.1.2	13906_THAP5_ChIP2	ChIP	2			SCK	5
THC_0630	pTH13908	THAP7	pTH13908.1.2	13908_THAP7_ChIP2	ChIP	2			SCK	5
THC_0631	pTH13910	THAP9	pTH13910.1.2	13910_THAP9_ChIP2	ChIP	2			SCK	5
THC_0632	pTH13849	BRF2	pTH13849.1.1	13849_BRF2_ChIP1	ChIP	1			SCK	5
THC_0633	pTH13851	CENPA	pTH13851.1.2	13851_CENPA_ChIP2	ChIP	2			SCK	5
THC_0634	pTH13853	CENPT	pTH13853.1.2	13853_CENPT_ChIP2	ChIP	2			SCK	5
THC_0635	pTH13855	CGGBP1	pTH13855.1.2	13855_CGGBP1_ChIP2	ChIP	2			SCK	5
THC_0636	pTH13858	CSRNP2	pTH13858.1.2	13858_CSRNP2_ChIP2	ChIP	2			SCK	5
THC_0637	pTH13860	DACH1	pTH13860.1.1	13860_DACH1_ChIP1	ChIP	1			SCK	5
THC_0638	pTH13862	DR1	pTH13862.1.1	13862_DR1_ChIP1	ChIP	1			SCK	5
THC_0639	pTH13864	GLMP	pTH13864.1.2	13864_GLMP_ChIP2	ChIP	2			SCK	5
THC_0640	pTH13866	GPBP1L1	pTH13866.1.2	13866_GPBP1L1_ChIP2	ChIP	2			SCK	5
THC_0641	pTH13869	NKRF	pTH13869.1.2	13869_NKRF_ChIP2	ChIP	2			SCK	5
THC_0642	pTH13872	PCGF2	pTH13872.1.2	13872_PCGF2_ChIP2	ChIP	2			SCK	5
THC_0643	pTH13874	PHF19	pTH13874.1.1	13874_PHF19_ChIP1	ChIP	1			SCK	5
THC_0644	pTH13876	PREB	pTH13876.1.1	13876_PREB_ChIP1	ChIP	1			SCK	5
THC_0645	pTH13878	PURG	pTH13878.1.1	13878_PURG_ChIP1	ChIP	1			SCK	5
THC_0646	pTH13884	SCMH1	pTH13884.1.1	13884_SCMH1_ChIP1	ChIP	1			SCK	5
THC_0647	pTH13879	RAG1	pTH13879.1.1	13879_RAG1_ChIP1	ChIP	1			SCK	5
THC_0648	pTH13740	ZNF688	pTH13740.1.2	13740_ZNF688_INPUT2	INPUT	2	negative control sample		SCK	5
THC_0649	pTH13761	ZNF773	pTH13761.1.2	13761_ZNF773_INPUT2	INPUT	2	negative control sample		SCK	5
THC_0650	pTH13765	ZNF88	pTH13765.1.1	13765_ZNF88_INPUT1	INPUT	1	negative control sample		SCK	5
THC_0651	pTH13769	ZNF814	pTH13769.1.1	13769_ZNF814_INPUT1	INPUT	1	negative control sample		SCK	5
THC_0652	pTH13805	TET3	pTH13805.1.2	13805_TET3_INPUT2	INPUT	2	negative control sample		SCK	5
THC_0653	pTH13825	HSFX1	pTH13825.1.2	13825_HSFX1_INPUT2	INPUT	2	negative control sample		SCK	5
THC_0654	pTH13834	MTERF2	pTH13834.1.1	13834_MTERF2_INPUT1	INPUT	1	negative control sample		SCK	5
THC_0655	pTH13839	MYPOP	pTH13839.1.2	13839_MYPOP_INPUT2	INPUT	2	negative control sample		SCK	5
THC_0656	pTH13845	NFX1	pTH13845.1.2	13845_NFX1_INPUT2	INPUT	2	negative control sample		SCK	5
THC_0657	pTH15549	SOX2	pTH15549.1.1	15549_SOX2_INPUT1	INPUT	1	negative control sample		SCK	5
THC_0658	pTH14541	DOT1L	pTH14541.1.2	14541_DOT1L_ChIP2	ChIP	2			SCK	5
THC_0659	pTH14543	CBX2	pTH14543.1.2	14543_CBX2_ChIP2	ChIP	2			SCK	5
THC_0660	pTH14544	AHDC1	pTH14544.1.2	14544_AHDC1_ChIP2	ChIP	2			SCK	5
THC_0661	pTH13610	USF3	pTH13610.1.2	13610_USF3_ChIP2	ChIP	2			SCK	5
THC_0662	pTH13627	FIZ1	pTH13627.1.1	13627_FIZ1_ChIP1	ChIP	1			SCK	5
THC_0663	pTH13629	KAT7	pTH13629.1.1	13629_KAT7_ChIP1	ChIP	1			SCK	5
THC_0664	pTH13632	MYT1	pTH13632.1.1	13632_MYT1_ChIP1	ChIP	1			SCK	5
THC_0665	pTH13645	TSHZ2	pTH13645.1.2	13645_TSHZ2_ChIP2	ChIP	2			SCK	5
THC_0666	pTH13657	ZKSCAN4	pTH13657.1.2	13657_ZKSCAN4_ChIP2	ChIP	2			SCK	5
THC_0667	pTH13679	ZNF292	pTH13679.1.2	13679_ZNF292_ChIP2	ChIP	2			SCK	5
THC_0668	pTH13691	ZNF407	pTH13691.1.1	13691_ZNF407_ChIP1	ChIP	1			SCK	5
THC_0669	pTH13707	ZNF518B	pTH13707.1.2	13707_ZNF518B_ChIP2	ChIP	2			SCK	5
THC_0670	pTH13709	ZNF532	pTH13709.1.2	13709_ZNF532_ChIP2	ChIP	2			SCK	5
THC_0671	pTH13711	ZNF551	pTH13711.1.2	13711_ZNF551_ChIP2	ChIP	2			SCK	5
THC_0672	pTH13713	ZNF569	pTH13713.1.1	13713_ZNF569_ChIP1	ChIP	1			SCK	5
THC_0673	pTH13715	ZNF575	pTH13715.1.1	13715_ZNF575_ChIP1	ChIP	1			SCK	5
THC_0674	pTH13717	ZNF579	pTH13717.1.1	13717_ZNF579_ChIP1	ChIP	1			SCK	5
THC_0675	pTH13719	ZNF592	pTH13719.1.2	13719_ZNF592_ChIP2	ChIP	2			SCK	5
THC_0676	pTH13722	ZNF608	pTH13722.1.2	13722_ZNF608_ChIP2	ChIP	2			SCK	5
THC_0677	pTH13725	ZNF623	pTH13725.1.2	13725_ZNF623_ChIP2	ChIP	2			SCK	5
THC_0678	pTH13727	ZNF639	pTH13727.1.2	13727_ZNF639_ChIP2	ChIP	2			SCK	5
THC_0679	pTH13730	ZNF648	pTH13730.1.2	13730_ZNF648_ChIP2	ChIP	2			SCK	5
THC_0680	pTH13732	ZNF66	pTH13732.1.2	13732_ZNF66_ChIP2	ChIP	2			SCK	5
THC_0681	pTH13734	ZNF668	pTH13734.1.2	13734_ZNF668_ChIP2	ChIP	2			SCK	5
THC_0682	pTH13736	ZNF676	pTH13736.1.2	13736_ZNF676_ChIP2	ChIP	2			SCK	5
THC_0683	pTH13738	ZNF683	pTH13738.1.2	13738_ZNF683_ChIP2	ChIP	2			SCK	5
THC_0684	pTH13740	ZNF688	pTH13740.1.2	13740_ZNF688_ChIP2	ChIP	2			SCK	5
THC_0685	pTH13742	ZNF696	pTH13742.1.2	13742_ZNF696_ChIP2	ChIP	2			SCK	5
THC_0686	pTH13744	ZNF70	pTH13744.1.2	13744_ZNF70_ChIP2	ChIP	2			SCK	5
THC_0687	pTH13747	ZNF705EP	pTH13747.1.1	13747_ZNF705E_ChIP1	ChIP	1			SCK	5
THC_0688	pTH13751	ZNF721	pTH13751.2.3	13751_ZNF721_ChIP3	ChIP	3			SCK	5
THC_0689	pTH13752	ZNF724	pTH13752.1.1	13752_ZNF724_ChIP1	ChIP	1			SCK	5
THC_0690	pTH13754	ZNF728	pTH13754.1.2	13754_ZNF728_ChIP2	ChIP	2			SCK	5
THC_0691	pTH13757	ZNF746	pTH13757.1.2	13757_ZNF746_ChIP2	ChIP	2			SCK	5
THC_0692	pTH13760	ZNF772	pTH13760.1.1	13760_ZNF772_ChIP1	ChIP	1			SCK	5
THC_0693	pTH13762	ZNF775	pTH13762.1.2	13762_ZNF775_ChIP2	ChIP	2			SCK	5
THC_0694	pTH13764	ZNF781	pTH13764.1.2	13764_ZNF781_ChIP2	ChIP	2			SCK	5
THC_0695	pTH13750	ZNF717	pTH13750.1.1	13750_ZNF717_ChIP1	ChIP	1			SCK	5
THC_0696	pTH13765	ZNF88	pTH13765.1.1	13765_ZNF88_ChIP1	ChIP	1			SCK	5
THC_0697	pTH13767	ZNF804A	pTH13767.1.1	13767_ZNF804A_ChIP1	ChIP	1			SCK	5
THC_0698	pTH13771	ZNF83	pTH13771.1.1	13771_ZNF83_ChIP1	ChIP	1			SCK	5
THC_0699	pTH13773	ZNF836	pTH13773.1.1	13773_ZNF836_ChIP1	ChIP	1			SCK	5
THC_0700	pTH13775	ZNF844	pTH13775.1.1	13775_ZNF844_ChIP1	ChIP	1			SCK	5
THC_0701	pTH13777	ZNF850	pTH13777.1.1	13777_ZNF850_ChIP1	ChIP	1			SCK	5
THC_0702	pTH13780	ZNF878	pTH13780.1.1	13780_ZNF878_ChIP1	ChIP	1			SCK	5
THC_0703	pTH13805	TET3	pTH13805.1.2	13805_TET3_ChIP2	ChIP	2			SCK	5
THC_0704	pTH13824	POU5F2	pTH13824.1.1	13824_POU5F2_ChIP1	ChIP	1			SCK	5
THC_0705	pTH13826	HSFX2	pTH13826.1.2	13826_HSFX2_ChIP2	ChIP	2			SCK	5
THC_0706	pTH13828	MBD3	pTH13828.1.2	13828_MBD3_ChIP2	ChIP	2			SCK	5
THC_0707	pTH13830	MBD6	pTH13830.1.2	13830_MBD6_ChIP2	ChIP	2			SCK	5
THC_0708	pTH13832	SETDB2	pTH13832.1.2	13832_SETDB2_ChIP2	ChIP	2			SCK	5
