ChIP experiment uinque ID	Plasmid ID	Gene ID	Sample ID	Submitted sample label	ChIP/INPUT	Replicate #	Comments	Data File ID	Sequencing Facility	Batch #
THC_0709	pTH13837	DMTF1	pTH13837.1.1	13837_DMTF1_ChIP1	ChIP	1			SCK	5
THC_0710	pTH13839	MYPOP	pTH13839.1.2	13839_MYPOP_ChIP2	ChIP	2			SCK	5
THC_0711	pTH13842	TERF1	pTH13842.1.1	13842_TERF1_ChIP1	ChIP	1			SCK	5
THC_0712	pTH13844	MYRFL	pTH13844.1.1	13844_MYRFL_ChIP1	ChIP	1			SCK	5
THC_0713	pTH13897	SP100	pTH13897.1.2	13897_SP100_ChIP2	ChIP	2			SCK	5
THC_0714	pTH15549	SOX2	pTH15549.1.1	15549_SOX2_ChIP1	ChIP	1	smile seq insert		SCK	5
THC_0715	pTH15551	JUNB	pTH15551.1.1	15551_JUNB_ChIP1	ChIP	1	smile seq insert		SCK	5
THC_0716	pTH15553	VDR	pTH15553.1.1	15553_VDR_ChIP1	ChIP	1	smile seq insert		SCK	5
THC_0717	pTH15555	RORB	pTH15555.1.1	15555_RORB_ChIP1	ChIP	1	smile seq insert		SCK	5
THC_0718	pTH15557	RARA	pTH15557.1.1	15557_RARA_ChIP1	ChIP	1	smile seq insert		SCK	5
THC_0719	pTH15559	PAX7	pTH15559.1.1	15559_PAX7_ChIP1	ChIP	1	smile seq insert		SCK	5
THC_0720	pTH15562	MAX	pTH15562.1.1	15562_MAX_ChIP1	ChIP	1	smile seq insert		SCK	5
THC_0721	pTH15564	MYF6	pTH15564.1.2	15564_MYF6_ChIP2	ChIP	2	smile seq insert		SCK	5
THC_0722	pTH15566	LEF1	pTH15566.1.1	15566_LEF1_ChIP1	ChIP	1	smile seq insert		SCK	5
THC_0723	pTH14549	MGA	pTH14549.1.2	14549_MGA_ChIP2	ChIP	2			SCK	5
THC_0724	pTH13905	THAP4	pTH13905.1.1	13905_THAP4_ChIP1	ChIP	1			SCK	5
THC_0725	pTH13907	THAP6	pTH13907.1.1	13907_THAP6_ChIP1	ChIP	1			SCK	5
THC_0726	pTH13909	THAP8	pTH13909.1.1	13909_THAP8_ChIP1	ChIP	1			SCK	5
THC_0727	pTH13910	THAP9	pTH13910.1.2	13195_eGFP_ChIP2	ChIP	2			SCK	5
THC_0728	pTH13849	BRF2	pTH13849.1.2	13849_BRF2_ChIP2	ChIP	2			SCK	5
THC_0729	pTH13851	CENPA	pTH13851.1.1	13851_CENPA_ChIP1	ChIP	1			SCK	5
THC_0730	pTH13853	CENPT	pTH13853.1.1	13853_CENPT_ChIP1	ChIP	1			SCK	5
THC_0731	pTH13855	CGGBP1	pTH13855.1.1	13855_CGGBP1_ChIP1	ChIP	1			SCK	5
THC_0732	pTH13858	CSRNP2	pTH13858.1.1	13858_CSRNP2_ChIP1	ChIP	1			SCK	5
THC_0733	pTH13860	DACH1	pTH13860.1.2	13860_DACH1_ChIP2	ChIP	2			SCK	5
THC_0734	pTH13862	DR1	pTH13862.1.2	13862_DR1_ChIP2	ChIP	2			SCK	5
THC_0735	pTH13864	GLMP	pTH13864.1.1	13864_GLMP_ChIP1	ChIP	1			SCK	5
THC_0736	pTH13866	GPBP1L1	pTH13866.1.1	13866_GPBP1L1_ChIP1	ChIP	1			SCK	5
THC_0737	pTH13869	NKRF	pTH13869.1.1	13869_NKRF_ChIP1	ChIP	1			SCK	5
THC_0738	pTH13872	PCGF2	pTH13872.1.1	13872_PCGF2_ChIP1	ChIP	1			SCK	5
THC_0739	pTH13874	PHF19	pTH13874.1.2	13874_PHF19_ChIP2	ChIP	2			SCK	5
THC_0740	pTH13876	PREB	pTH13876.1.2	13876_PREB_ChIP2	ChIP	2			SCK	5
THC_0741	pTH13878	PURG	pTH13878.1.2	13878_PURG_ChIP2	ChIP	2			SCK	5
THC_0742	pTH13884	SCMH1	pTH13884.1.2	13884_SCMH1_ChIP2	ChIP	2			SCK	5
THC_0743	pTH13879	RAG1	pTH13879.1.2	13879_RAG1_ChIP2	ChIP	2			SCK	5
THC_0744	pTH16501	CTCF	pTH16501.1.1	16501_CTCF_ChIP1	ChIP	1	positive control sample		SCK	5
THC_0745	pTH13842	TERF1	pTH13842.1.1	13842_TERF1_INPUT1	INPUT	1	negative control sample		SCK	5
THC_0746	pTH13843	TTF1	pTH13843.1.1	13843_TTF1_INPUT1	INPUT	1	negative control sample		SCK	5
THC_0747	pTH13195	EGFP	pTH13195.1.2	13195_EGFP_INPUT2	INPUT	2	negative control sample		SCK	5
THC_0748	pTH13636	PRDM2	pTH13636.1.2	13636_PRDM2_INPUT2	INPUT	2	negative control sample		SCK	5
THC_0749	pTH13845	NFX1	pTH13845.1.1	13845_NFX1_INPUT1	INPUT	1	negative control sample		SCK	5
THC_0750	pTH13851	CENPA	pTH13851.1.1	13851_CENPA_INPUT1	INPUT	1	negative control sample		SCK	5
THC_0751	pTH13856	CHCHD3	pTH13856.1.2	13856_CHCHD3_INPUT2	INPUT	2	negative control sample		SCK	5
THC_0752	pTH13869	NKRF	pTH13869.1.1	13869_NKRF_INPUT1	INPUT	1	negative control sample		SCK	5
THC_0753	pTH13875	PLSCR1	pTH13875.1.1	13875_PLSCR1_INPUT1	INPUT	1	negative control sample		SCK	5
THC_0754	pTH14541	DOT1L	pTH14541.1.1	14541_DOT1L_ChIP1	ChIP	1			SCK	5
THC_0755	pTH14543	CBX2	pTH14543.1.1	14543_CBX2_ChIP1	ChIP	1			SCK	5
THC_0756	pTH14544	AHDC1	pTH14544.1.1	14544_AHDC1_ChIP1	ChIP	1			SCK	5
THC_0757	pTH13610	USF3	pTH13610.1.1	13610_USF3_ChIP1	ChIP	1			SCK	5
THC_0758	pTH13627	FIZ1	pTH13627.1.2	13627_FIZ1_ChIP2	ChIP	2			SCK	5
THC_0759	pTH13629	KAT7	pTH13629.1.2	13629_KAT7_ChIP2	ChIP	2			SCK	5
THC_0760	pTH13632	MYT1	pTH13632.1.2	13632_MYT1_ChIP2	ChIP	2			SCK	5
THC_0761	pTH13645	TSHZ2	pTH13645.1.1	13645_TSHZ2_ChIP1	ChIP	1			SCK	5
THC_0762	pTH13657	ZKSCAN4	pTH13657.1.1	13657_ZKSCAN4_ChIP1	ChIP	1			SCK	5
THC_0763	pTH13679	ZNF292	pTH13679.1.1	13679_ZNF292_ChIP1	ChIP	1			SCK	5
THC_0764	pTH13691	ZNF407	pTH13691.1.2	13691_ZNF407_ChIP2	ChIP	2			SCK	5
THC_0765	pTH13707	ZNF518B	pTH13707.1.1	13707_ZNF518B_ChIP1	ChIP	1			SCK	5
THC_0766	pTH13709	ZNF532	pTH13709.1.1	13709_ZNF532_ChIP1	ChIP	1			SCK	5
THC_0767	pTH13711	ZNF551	pTH13711.1.1	13711_ZNF551_ChIP1	ChIP	1			SCK	5
THC_0768	pTH13713	ZNF569	pTH13713.1.2	13713_ZNF569_ChIP2	ChIP	2			SCK	5
THC_0769	pTH13715	ZNF575	pTH13715.1.2	13715_ZNF575_ChIP2	ChIP	2			SCK	5
THC_0770	pTH13717	ZNF579	pTH13717.1.2	13717_ZNF579_ChIP2	ChIP	2			SCK	5
THC_0771	pTH13719	ZNF592	pTH13719.1.1	13719_ZNF592_ChIP1	ChIP	1			SCK	5
THC_0772	pTH13722	ZNF608	pTH13722.1.1	13722_ZNF608_ChIP1	ChIP	1			SCK	5
THC_0773	pTH13725	ZNF623	pTH13725.1.1	13725_ZNF623_ChIP1	ChIP	1			SCK	5
THC_0774	pTH13727	ZNF639	pTH13727.1.1	13727_ZNF639_ChIP1	ChIP	1			SCK	5
THC_0775	pTH13730	ZNF648	pTH13730.1.1	13730_ZNF648_ChIP1	ChIP	1			SCK	5
THC_0776	pTH13732	ZNF66	pTH13732.1.1	13732_ZNF66_ChIP1	ChIP	1			SCK	5
THC_0777	pTH13734	ZNF668	pTH13734.1.1	13734_ZNF668_ChIP1	ChIP	1			SCK	5
THC_0778	pTH13736	ZNF676	pTH13736.1.1	13736_ZNF676_ChIP1	ChIP	1			SCK	5
THC_0779	pTH13738	ZNF683	pTH13738.1.1	13738_ZNF683_ChIP1	ChIP	1			SCK	5
THC_0780	pTH13740	ZNF688	pTH13740.1.1	13740_ZNF688_ChIP1	ChIP	1			SCK	5
THC_0781	pTH13742	ZNF696	pTH13742.1.1	13742_ZNF696_ChIP1	ChIP	1			SCK	5
THC_0782	pTH13744	ZNF70	pTH13744.1.1	13744_ZNF70_ChIP1	ChIP	1			SCK	5
THC_0783	pTH13747	ZNF705EP	pTH13747.1.2	13747_ZNF705E_ChIP2	ChIP	2			SCK	5
THC_0784	pTH13751	ZNF721	pTH13751.1.2	13751_ZNF721_ChIP2	ChIP	2			SCK	5
THC_0785	pTH13752	ZNF724	pTH13752.1.2	13752_ZNF724_ChIP2	ChIP	2			SCK	5
THC_0786	pTH13754	ZNF728	pTH13754.1.1	13754_ZNF728_ChIP1	ChIP	1			SCK	5
THC_0787	pTH13757	ZNF746	pTH13757.1.1	13757_ZNF746_ChIP1	ChIP	1			SCK	5
THC_0788	pTH13760	ZNF772	pTH13760.1.2	13760_ZNF772_ChIP2	ChIP	2			SCK	5
THC_0789	pTH13762	ZNF775	pTH13762.1.1	13762_ZNF775_ChIP1	ChIP	1			SCK	5
THC_0790	pTH13764	ZNF781	pTH13764.1.1	13764_ZNF781_ChIP1	ChIP	1			SCK	5
THC_0791	pTH13750	ZNF717	pTH13750.1.2	13750_ZNF717_ChIP2	ChIP	2			SCK	5
THC_0792	pTH13765	ZNF88	pTH13765.1.2	13765_ZNF88_ChIP2	ChIP	2			SCK	5
THC_0793	pTH13767	ZNF804A	pTH13767.1.2	13767_ZNF804A_ChIP2	ChIP	2			SCK	5
THC_0794	pTH13771	ZNF83	pTH13771.1.2	13771_ZNF83_ChIP2	ChIP	2			SCK	5
THC_0795	pTH13773	ZNF836	pTH13773.1.2	13773_ZNF836_ChIP2	ChIP	2			SCK	5
THC_0796	pTH13775	ZNF844	pTH13775.1.2	13775_ZNF844_ChIP2	ChIP	2			SCK	5
THC_0797	pTH13777	ZNF850	pTH13777.1.2	13777_ZNF850_ChIP2	ChIP	2			SCK	5
THC_0798	pTH13780	ZNF878	pTH13780.1.2	13780_ZNF878_ChIP2	ChIP	2			SCK	5
THC_0799	pTH13805	TET3	pTH13805.1.1	13805_TET3_ChIP1	ChIP	1			SCK	5
THC_0800	pTH13824	POU5F2	pTH13824.1.2	13824_POU5F2_ChIP2	ChIP	2			SCK	5
THC_0801	pTH13826	HSFX2	pTH13826.1.1	13826_HSFX2_ChIP1	ChIP	1			SCK	5
THC_0802	pTH13828	MBD3	pTH13828.1.1	13828_MBD3_ChIP1	ChIP	1			SCK	5
THC_0803	pTH13830	MBD6	pTH13830.1.1	13830_MBD6_ChIP1	ChIP	1			SCK	5
THC_0804	pTH13832	SETDB2	pTH13832.1.1	13832_SETDB2_ChIP1	ChIP	1			SCK	5
THC_0805	pTH13837	DMTF1	pTH13837.1.2	13837_DMTF1_ChIP2	ChIP	2			SCK	5
THC_0806	pTH13839	MYPOP	pTH13839.1.1	13839_MYPOP_ChIP1	ChIP	1			SCK	5
THC_0807	pTH13842	TERF1	pTH13842.1.2	13842_TERF1_ChIP2	ChIP	2			SCK	5
THC_0808	pTH13844	MYRFL	pTH13844.1.2	13844_MYRFL_ChIP2	ChIP	2			SCK	5
THC_0809	pTH13897	SP100	pTH13897.1.1	13897_SP100_ChIP1	ChIP	1			SCK	5
THC_0810	pTH15549	SOX2	pTH15549.1.2	15549_SOX2_ChIP2	ChIP	2			SCK	5
THC_0811	pTH15551	JUNB	pTH15551.1.2	15551_JUNB_ChIP2	ChIP	2			SCK	5
THC_0812	pTH15553	VDR	pTH15553.1.2	15553_VDR_ChIP2	ChIP	2			SCK	5
THC_0813	pTH15555	RORB	pTH15555.1.2	15555_RORB_ChIP2	ChIP	2			SCK	5
THC_0814	pTH15557	RARA	pTH15557.1.2	15557_RARA_ChIP2	ChIP	2			SCK	5
THC_0815	pTH15559	PAX7	pTH15559.1.2	15559_PAX7_ChIP2	ChIP	2			SCK	5
THC_0816	pTH15562	MAX	pTH15562.1.2	15562_MAX_ChIP2	ChIP	2			SCK	5
THC_0817	pTH15564	MYF6	pTH15564.1.1	15564_MYF6_ChIP1	ChIP	1			SCK	5
THC_0818	pTH15566	LEF1	pTH15566.1.2	15566_LEF1_ChIP2	ChIP	2			SCK	5
THC_0819	pTH14549	MGA	pTH14549.1.1	14549_MGA_ChIP1	ChIP	1			SCK	5
THC_0820	pTH13905	THAP4	pTH13905.1.2	13905_THAP4_ChIP2	ChIP	2			SCK	5
THC_0821	pTH13907	THAP6	pTH13907.1.2	13907_THAP6_ChIP2	ChIP	2			SCK	5
THC_0822	pTH13909	THAP8	pTH13909.1.2	13909_THAP8_ChIP2	ChIP	2			SCK	5
THC_0823	pTH13847	AEBP1	pTH13847.1.1	13847_AEBP1_ChIP1	ChIP	1			SCK	5
THC_0824	pTH13850	CC2D1A	pTH13850.1.1	13850_CC2D1A_ChIP1	ChIP	1			SCK	5
THC_0825	pTH13852	CENPS	pTH13852.1.2	13852_CENPS_ChIP2	ChIP	2			SCK	5
THC_0826	pTH13854	CENPX	pTH13854.1.2	13854_CENPX_ChIP2	ChIP	2			SCK	5
THC_0827	pTH13857	CSRNP1	pTH13857.1.2	13857_CSRNP1_ChIP2	ChIP	2			SCK	5
THC_0828	pTH13859	CSRNP3	pTH13859.1.2	13859_CSRNP3_ChIP2	ChIP	2			SCK	5
THC_0829	pTH13861	DACH2	pTH13861.1.2	13861_DACH2_ChIP2	ChIP	2			SCK	5
THC_0830	pTH13863	DRAP1	pTH13863.1.2	13863_DRAP1_ChIP2	ChIP	2			SCK	5
THC_0831	pTH15832	YY1	pTH15832.1.1	15832_YY1_ChIP1	ChIP	1	positive control sample		SCK	5
THC_0832	pTH13867	KCNIP3	pTH13867.1.2	13867_KCNIP3_ChIP2	ChIP	2			SCK	5
THC_0833	pTH13871	PA2G4	pTH13871.1.2	13871_PA2G4_ChIP2	ChIP	2			SCK	5
THC_0834	pTH13873	PCGF6	pTH13873.1.2	13873_PCGF6_ChIP2	ChIP	2			SCK	5
THC_0835	pTH13875	PLSCR1	pTH13875.1.2	13875_PLSCR1_ChIP2	ChIP	2			SCK	5
THC_0836	pTH13877	PURB	pTH13877.1.1	13877_PURB_ChIP1	ChIP	1			SCK	5
THC_0837	pTH13880	RBCK1	pTH13880.1.2	13880_RBCK1_ChIP2	ChIP	2			SCK	5
THC_0838	pTH13886	SKIL	pTH13886.1.1	13886_SKIL_ChIP1	ChIP	1			SCK	5
THC_0839	pTH13885	SKI	pTH13885.1.1	13885_SKI_ChIP1	ChIP	1			SCK	5
THC_0840	pTH13884	SCMH1	pTH13884.1.2	13884_SCMH1_INPUT2	INPUT	2	negative control sample		SCK	5
THC_0841	pTH15549	SOX2	pTH15549.1.2	15549_SOX2_INPUT2	INPUT	2	negative control sample		SCK	5
THC_0842	pTH15553	VDR	pTH15553.1.1	15553_VDR_INPUT1	INPUT	1	negative control sample		SCK	5
THC_0843	pTH15564	MYF6	pTH15564.1.1	15564_MYF6_INPUT1	INPUT	1	negative control sample		SCK	5
THC_0844	pTH15566	LEF1	pTH15566.1.2	15566_LEF1_INPUT2	INPUT	2	negative control sample		SCK	5
THC_0845	pTH16502	EGFP_OLD	pTH16502.1.2	16502_EGFP_INPUT2	INPUT	2	negative control sample		SCK	5
THC_0846	pTH13879	RAG1	pTH13879.1.1	13879_RAG1_INPUT1	INPUT	1	negative control sample		SCK	5
THC_0847	pTH13642	SALL3	pTH13642.1.1	13642_SALL3_2020_INPUT1	INPUT	1	negative control sample		SCK	5
THC_0848	pTH16501	CTCF	pTH16501.1.1	16501_CTCF_2020_INPUT1	INPUT	1	negative control sample		SCK	5
THC_0849	pTH13641	RLF	pTH13641.1.1	13641_RLF_2020_INPUT1	INPUT	1	negative control sample		SCK	5
THC_0850	pTH13781	ZNF888	pTH13781.1.1	pTH13781_ZNF888_ChIP1	ChIP	1			SCK	5
THC_0851	pTH13790	ZXDB	pTH13790.1.1	pTH13790_ZXDB_ChIP1	ChIP	1			SCK	5
THC_0852	pTH13781	ZNF888	pTH13781.1.2	pTH13781_ZNF888_ChIP2	ChIP	2			SCK	5
THC_0853	pTH13790	ZXDB	pTH13790.1.2	pTH13790_ZXDB_ChIP2	ChIP	2			SCK	5
THC_0854	pTH13783	ZNF92	pTH13783.1.1	pTH13783_ZNF92_ChIP1	ChIP	1			SCK	5
THC_0855	pTH13783	ZNF92	pTH13783.1.2	pTH13783_ZNF92_ChIP2	ChIP	2			SCK	5
THC_0856	pTH13833	MBD1	pTH13833.1.1	pTH13833_MBD1_ChIP1	ChIP	1			SCK	5
THC_0857	pTH13836	MTERF4	pTH13836.1.1	pTH13836_MTERF4_ChIP1	ChIP	1			SCK	5
THC_0858	pTH13833	MBD1	pTH13833.1.1	pTH13833_MBD1_ChIP1	ChIP	1			SCK	5
THC_0859	pTH13836	MTERF4	pTH13836.1.2	pTH13836_MTERF4_ChIP2	ChIP	2			SCK	5
THC_0860	pTH14548	BAZ2A	pTH14548.1.2	pTH14548_BAZ2A_ChIP2	ChIP	2			SCK	5
THC_0861	pTH13834	MTERF2	pTH13834.1.1	pTH13834_MTERF2_ChIP1	ChIP	1			SCK	5
THC_0862	pTH14548	BAZ2A	pTH14548.1.1	pTH14548_BAZ2A_ChIP1	ChIP	1			SCK	5
THC_0863	pTH13834	MTERF2	pTH13834.1.2	pTH13834_MTERF2_ChIP2	ChIP	2			SCK	5
THC_0864	pTH15570	GABPA	pTH15570.1.1	pTH15570_GABPA_ChIP1	ChIP	1	smile seq insert		SCK	5
THC_0865	pTH15572	CTCF	pTH15572.1.1	pTH15572_CTCF_ChIP1	ChIP	1	positive control sample- smile seq insert		SCK	5
THC_0866	pTH15570	GABPA	pTH15570.1.2	pTH15570_GABPA_ChIP2	ChIP	2	smile seq insert		SCK	5
THC_0867	pTH15572	CTCF	pTH15572.1.2	pTH15572_CTCF_ChIP2	ChIP	2	positive control sample- smile seq insert		SCK	5
THC_0868	pTH15568	FLI1	pTH15568.1.1	pTH15568_FLI1_ChIP1	ChIP	1	smile seq insert		SCK	5
THC_0869	pTH15571	JUN	pTH15571.1.2	pTH15571_cJUN_ChIP2	ChIP	2	smile seq insert		SCK	5
THC_0870	pTH15568	FLI1	pTH15568.1.2	pTH15568_FLI1_ChIP2	ChIP	2	smile seq insert		SCK	5
THC_0871	pTH15571	JUN	pTH15571.1.1	pTH15571_cJUN_ChIP1	ChIP	1	smile seq insert		SCK	5
THC_0872	pTH13745	ZNF700	pTH13745.1.2	pTH13745_ZNF700_ChIP2	ChIP	2			SCK	5
THC_0873	pTH13745	ZNF700	pTH13745.1.3	pTH13745_ZNF700_ChIP3	ChIP	3	repeated sample from batch 4		SCK	5
THC_0874	pTH16502	EGFP_Old	pTH16502.1.2	pTH16502_GFP_ChIP2	ChIP	2	negative control sample		SCK	5
THC_0875	pTH13195	EGFP	pTH13195.1.1	pTH13195_GFP_ChIP1	ChIP	1	negative control sample		SCK	5
THC_0876	pTH13710	ZNF536	pTH13710.1.1	pTH13710_ZNF536_ChIP1	ChIP	1			SCK	5
THC_0877	pTH13865	GPBP1	pTH13865.1.1	pTH13865_GPBP1_ChIP1	ChIP	1			SCK	5
THC_0878	pTH15832	YY1	pTH15832.1.2	pTH15832_YY1_ChIP2	ChIP	2	Positive control sample		SCK	5
THC_0879	pTH16502	EGFP_Old	pTH16502.1.1	pTH16502_EGFP_old_Input1	ChIP	1	negative control sample		SCK	5
THC_0880	pTH13672	ZNF233	pTH13672.1.3	pTH13672_ZNF233_ChIP3	ChIP	3	repeated sample from batch 4		SCK	5
THC_0881	pTH13684	ZNF358	pTH13684.1.3	pTH13684_ZNF358_ChIP3	ChIP	3	repeated sample from batch 4		SCK	5
THC_0882	pTH13695	ZNF469	pTH13695.1.1	pTH13695_ZNF469_ChIP1	ChIP	1			SCK	5
THC_0883	pTH13695	ZNF469	pTH13695.1.2	pTH13695_ZNF469_ChIP2	ChIP	2			SCK	5
THC_0884	pTH13697	ZNF471	pTH13697.1.3	pTH13697_ZNF471_ChIP3	ChIP	3	repeated sample from batch 4		SCK	5
THC_0885	pTH13786	ZSCAN2	pTH13786.1.3	pTH13786_ZSCAN2_ChIP3	ChIP	3	repeated sample from batch 2		SCK	5
THC_0886	pTH13598	FAM200B	pTH13598.1.1	pTH13598_FAM200B_ChIP1	ChIP	1			SCK	5
THC_0887	pTH13598	FAM200B	pTH13598.1.2	pTH13598_FAM200B_ChIP2	ChIP	2			SCK	5
THC_0888	pTH13666	ZNF207	pTH13666.1.3	pTH13666_ZNF207_ChIP3	ChIP	3	repeated sample from batch 3		SCK	5
THC_0889	pTH13671	ZNF230	pTH13671.1.3	pTH13671_ZNF230_ChIP3	ChIP	3	repeated sample from batch 4		SCK	5
THC_0890	pTH13673	ZNF234	pTH13673.1.3	pTH13673_ZNF234_ChIP3	ChIP	3	repeated sample from batch 4		SCK	5
THC_0891	pTH13700	ZNF493	pTH13700.1.3	pTH13700_ZNF493_ChIP3	ChIP	3	repeated sample from batch 4		SCK	5
THC_0892	pTH13598	FAM200B	pTH13598.1.2	pTH13598_FAM200B_Input2	INPUT	2	negative control sample		SCK	5
THC_0893	pTH13695	ZNF469	pTH13695.1.1	pTH13695_ZNF469_Input1	INPUT	1	negative control sample		SCK	5
THC_0894	pTH13667	ZNF226	pTH13667.1.1	pTH13667_ZNF226_ChIP1	ChIP	1			SCK	5
THC_0895	pTH13677	ZNF280D	pTH13677.1.1	pTH13677_ZNF280D_ChIP1	ChIP	1			SCK	5
THC_0896	pTH13865	GPBP1	pTH13865.1.3	pTH13865_GPBP1_ChIP3	ChIP	3			SCK	5
THC_0897	pTH13710	ZNF536	pTH13710.1.3	pTH13710_ZNF536_ChIP3	ChIP	3			SCK	5
THC_0898	pTH13678	ZNF286B	pTH13678.1.1	pTH13678_ZNF286B_ChIP1	ChIP	1			SCK	5
THC_0899	pTH13678	ZNF286B	pTH13678.1.2	pTH13678_ZNF286B_ChIP2	ChIP	2			SCK	5
THC_0900	pTH13678	ZNF286B	pTH13678.1.1	pTH13678_ZNF286B_Input1	INPUT	1	negative control sample		SCK	5
THC_0901	pTH13662	ZNF14	pTH13662.1.3	pTH13662_ZNF14_ChIP3	ChIP	3	repeated sample from batch 4		SCK	5
THC_0902	pTH13600	ZBED2	pTH13600.1.3	pTH13600_ZBED2_ChIP3	ChIP	3	repeated sample from batch 2		SCK	5
THC_0903	pTH13784	ZSCAN12	pTH13784.1.3	pTH13784_ZSCAN12_ChIP3	ChIP	3	repeated sample from batch 2		SCK	5
THC_0904	pTH13637	PRDM5	pTH13637.1.3	pTH13637_PRDM5_ChIP3	ChIP	3	repeated sample from batch 4		SCK	5
THC_0905	pTH13721	ZNF606	pTH13721.1.3	pTH13721_ZNF606_ChIP3	ChIP	3	repeated sample from batch 3		SCK	5
THC_0906	pTH13694	ZNF446	pTH13694.1.3	pTH13694_ZNF446_ChIP3	ChIP	3	repeated sample from batch 3		SCK	5
THC_0907	pTH13791	ZXDC	pTH13791.1.3	pTH13791_ZXDC_ChIP3	ChIP	3	repeated sample from batch 4		SCK	5
THC_0908	pTH13683	ZNF347	pTH13683.1.3	pTH13683_ZNF347_ChIP3	ChIP	3	repeated sample from batch 4		SCK	5
THC_0909	pTH13758	ZNF750	pTH13758.1.3	pTH13758_ZNF750_ChIP3	ChIP	3	repeated sample from batch 3		SCK	5
THC_0910	pTH13685	ZNF382	pTH13685.1.3	pTH13685_ZNF382_ChIP3	ChIP	3	repeated sample from batch 4		SCK	5
THC_0911	pTH13789	ZXDA	pTH13789.1.3	pTH13789_ZXDA_ChIP3	ChIP	3	repeated sample from batch 4		SCK	5
THC_0912	pTH13618	ANKZF1	pTH13618.1.3	pTH13618_ANKZF1_ChIP3	ChIP	3	repeated sample from batch 2		SCK	5
THC_0913	pTH13600	ZBED2	pTH13600.1.3	pTH13600_ZBED2_Input3	INPUT	3	negative control sample		SCK	5
THC_0914	pTH13758	ZNF750	pTH13758.1.3	pTH13758_ZNF750_Input3	INPUT	3	negative control sample		SCK	5
THC_0915	pTH13637	PRDM5	pTH13637.1.3	pTH13637_PRDM5_Input3	INPUT	3	negative control sample		SCK	5
THC_0916	pTH13685	ZNF382	pTH13685.1.3	pTH13685_ZNF382_Input3	INPUT	3	negative control sample		SCK	5
