Index	Plasmid Number	Plasmid backbone	Plasmid Name	Insert Name	Gene Name	Notes	PBM_ME experiment ID(s)	PBM_HK experiment ID(s)	HT-Selex (IVT) experiment ID(s)	HT-Selex (Lysate) experiment ID(s)	AffiSeq (IVT) experiment ID(s)	AffiSeq (Lysate) experiment ID(s)	SMiLE-seq experiment ID(s)	ChIP-seq replicate 1	ChIP-seq replicate 2	
780	pTH14356	pTH6838	GST.THAP9.DBD	THAP9.DBD	THAP9	Codebook clone	13952	13968	#N/A					#N/A		
781	pTH15518	pTH6838	GST.MAX	MAX	MAX	Smile-seq control	14301	14317								
782	pTH15519	pTH6838	GST.SRY	SRY	SRY	Smile-seq control	14302	14318								
783	pTH15520	pTH6838	GST.SOX15	SOX15	SOX15	Smile-seq control	14303	14319								
794	pTH15525	pTH6838	GST.ZSCAN4	ZSCAN4	ZSCAN4	Smile-seq control	14304	14320								
799	pTH15526	pTH6838	GST.RXRA	RXRA	RXRA	Smile-seq control	14305	14321								
788	pTH15523	pTH6838	GST.JUNB	JUNB	JUNB	Smile-seq control	14329	14345								
789	pTH15524	pTH6838	GST.OCT4/POU5F1	OCT4/POU5F1	POU5F1	Smile-seq control	14330	14346								
786	pTH15530	pTH6838	GST.FOSL2	FOSL2	FOSL2	Smile-seq control	14331	14347								
790	pTH15531	pTH6838	GST.LHX6	LHX6	LHX6	Smile-seq control	14332	14348								
791	pTH15532	pTH6838	GST.LEF1	LEF1	LEF1	Smile-seq control	14333	14349								
793	pTH15533	pTH6838	GST.VDR	VDR	VDR	Smile-seq control	14334	14350								
796	pTH15534	pTH6838	GST.FLI1	FLI1	FLI1	Smile-seq control	14335	14351								
797	pTH15535	pTH6838	GST.GABPA	GABPA	GABPA	Smile-seq control	14336	14352								
798	pTH15536	pTH6838	GST.RORB	RORB	RORB	Smile-seq control	14337	14353								
800	pTH15537	pTH6838	GST.RARA	RARA	RARA	Smile-seq control	14338	14354								
801	pTH15538	pTH6838	GST.NR1H4	NR1H4	NR1H4	Smile-seq control	14339	14355								
802	pTH15539	pTH6838	GST.PAX7	PAX7	PAX7	Smile-seq control	14340	14356								
787	pTH15540	pTH6838	GST.cJUN	cJUN	JUN	Smile-seq control	14341	14357								
792	pTH15541	pTH6838	GST.YY1	YY1	YY1	Smile-seq control	14342	14358								
795	pTH15542	pTH6838	GST.GCM1	GCM1	GCM1	Smile-seq control	14343	14359								
803	pTH15544	pTH6838	GST.NR4A2	NR4A2	NR4A2	Smile-seq control	14344	14360								
784	pTH15521	pTH6838	GST.MYF6	MYF6	MYF6	Smile-seq control	14361	14377								
785	pTH15522	pTH6838	GST.SOX2	SOX2	SOX2	Smile-seq control	14362	14378								
804	pTH15561	pTH6838	GST.SOX5	SOX5	SOX5	Smile-seq control	14434	14450								
805	pTH15569	pTH6838	GST.CTCF	CTCF	CTCF	Smile-seq control	14435	14451								
806	pTH15573	pTH6838	GST.NFKB1	NFKB1	NFKB1	Smile-seq control	14436	14452								
734	pTH14310	pTH6838	GST.NME2.FL	NME2.FL	NME2	Codebook clone	13340, 13959, 14438	13356	YWC_145					#N/A		
630	pTH14206	pTH6838	GST.ZC3H8.DBD	ZC3H8.DBD	ZC3H8	Codebook clone	13470, 13958	13486, 14453	YWC_113					#N/A		
343	pTH13919	pTH6838	GST.GLYR1.DBD	GLYR1.DBD	GLYR1	Codebook clone	13626, 14681	14697, 13642	YWC_104					#N/A		
667	pTH14243	pTH6838	GST.LEUTX.FL	LEUTX.FL	LEUTX	Codebook clone	13704, 14307	13720, 14323	YWC_133					#N/A		
743	pTH14319	pTH6838	GST.PURB.FL	PURB.FL	PURB	Codebook clone	13732, 14308	13748, 14454, 14324	YWC_146					#N/A		
751	pTH14327	pTH6838	GST.SMYD3.FL	SMYD3.FL	SMYD3	Codebook clone	13754, 13960, 14309	13770, 14325	YWC_147					#N/A		
760	pTH14336	pTH6838	GST.SP100.DBD	SP100.DBD	SP100	Codebook clone	13760, 13956	13776, 13972	#N/A					#N/A		
762	pTH14338	pTH6838	GST.SP140.DBD	SP140.DBD	SP140	Codebook clone	13762, 13957	13778, 13973	YWC_149					#N/A		
690	pTH14266	pTH6838	GST.MBD1.DBD	MBD1.DBD	MBD1	Codebook clone	13764, 13955	13780, 13971	YWC_138					#N/A		
633	pTH14209	pTH6838	GST.JRK.FL	JRK.FL	JRK	Codebook clone	13916, 14310	13932	YWC_114					#N/A		
635	pTH14211	pTH6838	GST.TIGD3.FL	TIGD3.FL	TIGD3	Codebook clone	13917, 14311, 14437	13933	YWC_116					#N/A		
651	pTH14227	pTH6838	GST.FLYWCH1.FL	FLYWCH1.FL	FLYWCH1	Codebook clone	13924, 14312	13940	YWC_127					#N/A		
1	pTH13592	pTH13195	eGFP.DNTTIP1.FL	DNTTIP1.FL	DNTTIP1	Codebook clone	#N/A	#N/A	#N/A					chip		
2	pTH13593	pTH13195	eGFP.GLYR1.FL	GLYR1.FL	GLYR1	Codebook clone	#N/A	#N/A	#N/A					chip		
3	pTH13595	pTH13195	eGFP.SCML4.FL	SCML4.FL	SCML4	Codebook clone	#N/A	#N/A	#N/A					chip		
4	pTH13597	pTH13195	eGFP.C11orf95.FL	C11orf95.FL	C11orf95	Codebook clone	#N/A	#N/A	#N/A					chip		
5	pTH13600	pTH13195	eGFP.ZBED2.FL	ZBED2.FL	ZBED2	Codebook clone	#N/A	#N/A	#N/A					chip		
6	pTH13601	pTH13195	eGFP.ZBED3.FL	ZBED3.FL	ZBED3	Codebook clone	#N/A	#N/A	#N/A					chip		
7	pTH13605	pTH13195	eGFP.BHLHA9.FL	BHLHA9.FL	BHLHA9	Codebook clone	#N/A	#N/A	#N/A					chip		
8	pTH13609	pTH13195	eGFP.SOHLH1.FL	SOHLH1.FL	SOHLH1	Codebook clone	#N/A	#N/A	#N/A					#N/A		
9	pTH13612	pTH13195	eGFP.BATF2.FL	BATF2.FL	BATF2	Codebook clone	#N/A	#N/A	#N/A					chip		
10	pTH13613	pTH13195	eGFP.CREB3L3.FL	CREB3L3.FL	CREB3L3	Codebook clone	#N/A	#N/A	#N/A					#N/A		
11	pTH13614	pTH13195	eGFP.AC008770.FL	AC008770.FL	AC008770	Codebook clone	#N/A	#N/A	#N/A					chip		
12	pTH13615	pTH13195	eGFP.AC092835.FL	AC092835.FL	AC092835	Codebook clone	#N/A	#N/A	#N/A					chip		
13	pTH13621	pTH13195	eGFP.CCDC17.FL	CCDC17.FL	CCDC17	Codebook clone	#N/A	#N/A	#N/A					chip		
14	pTH13623	pTH13195	eGFP.CPXCR1.FL	CPXCR1.FL	CPXCR1	Codebook clone	#N/A	#N/A	#N/A					chip		
15	pTH13626	pTH13195	eGFP.FAM170A.FL	FAM170A.FL	FAM170A	Codebook clone	#N/A	#N/A	#N/A					#N/A		
16	pTH13627	pTH13195	eGFP.FIZ1.FL	FIZ1.FL	FIZ1	Codebook clone	#N/A	#N/A	#N/A					#N/A		
17	pTH13628	pTH13195	eGFP.JAZF1.FL	JAZF1.FL	JAZF1	Codebook clone	#N/A	#N/A	#N/A					#N/A		
18	pTH13630	pTH13195	eGFP.KIN.FL	KIN.FL	KIN	Codebook clone	#N/A	#N/A	#N/A					chip		
19	pTH13639	pTH13195	eGFP.PRMT3.FL	PRMT3.FL	PRMT3	Codebook clone	#N/A	#N/A	#N/A					#N/A		
20	pTH13643	pTH13195	eGFP.SLC2A4RG.FL	SLC2A4RG.FL	SLC2A4RG	Codebook clone	#N/A	#N/A	#N/A					#N/A		
21	pTH13644	pTH13195	eGFP.TRAFD1.FL	TRAFD1.FL	TRAFD1	Codebook clone	#N/A	#N/A	#N/A					chip		
22	pTH13648	pTH13195	eGFP.ZBTB46.FL	ZBTB46.FL	ZBTB46	Codebook clone	#N/A	#N/A	#N/A					chip		
23	pTH13651	pTH13195	eGFP.ZBTB8A.FL	ZBTB8A.FL	ZBTB8A	Codebook clone	#N/A	#N/A	#N/A					chip		
24	pTH13652	pTH13195	eGFP.ZBTB8B.FL	ZBTB8B.FL	ZBTB8B	Codebook clone	#N/A	#N/A	#N/A					chip		
25	pTH13654	pTH13195	eGFP.ZFP91.FL	ZFP91.FL	ZFP91	Codebook clone	#N/A	#N/A	#N/A					#N/A		
26	pTH13657	pTH13195	eGFP.ZKSCAN4.FL	ZKSCAN4.FL	ZKSCAN4	Codebook clone	#N/A	#N/A	#N/A					#N/A		
27	pTH13659	pTH13195	eGFP.ZMAT4.FL	ZMAT4.FL	ZMAT4	Codebook clone	#N/A	#N/A	#N/A					#N/A		
28	pTH13662	pTH13195	eGFP.ZNF14.FL	ZNF14.FL	ZNF14	Codebook clone	#N/A	#N/A	#N/A					#N/A		
29	pTH13665	pTH13195	eGFP.ZNF20.FL	ZNF20.FL	ZNF20	Codebook clone	#N/A	#N/A	#N/A					#N/A		
30	pTH13668	pTH13195	eGFP.ZNF215.FL	ZNF215.FL	ZNF215	Codebook clone	#N/A	#N/A	#N/A					chip		
31	pTH13671	pTH13195	eGFP.ZNF230.FL	ZNF230.FL	ZNF230	Codebook clone	#N/A	#N/A	#N/A					#N/A		
32	pTH13673	pTH13195	eGFP.ZNF234.FL	ZNF234.FL	ZNF234	Codebook clone	#N/A	#N/A	#N/A					#N/A		
33	pTH13675	pTH13195	eGFP.ZNF275.FL	ZNF275.FL	ZNF275	Codebook clone	#N/A	#N/A	#N/A					#N/A		
34	pTH13676	pTH13195	eGFP.ZNF280B.FL	ZNF280B.FL	ZNF280B	Codebook clone	#N/A	#N/A	#N/A					#N/A		
35	pTH13678	pTH13195	eGFP.ZNF286B.FL	ZNF286B.FL	ZNF286B	Codebook clone	#N/A	#N/A	#N/A					#N/A		
36	pTH13684	pTH13195	eGFP.ZNF358.FL	ZNF358.FL	ZNF358	Codebook clone	#N/A	#N/A	#N/A					#N/A		
37	pTH13685	pTH13195	eGFP.ZNF362.FL	ZNF362.FL	ZNF362	Codebook clone	#N/A	#N/A	#N/A					#N/A		
38	pTH13686	pTH13195	eGFP.ZNF365.FL	ZNF365.FL	ZNF365	Codebook clone	#N/A	#N/A	#N/A					chip		
39	pTH13688	pTH13195	eGFP.ZNF385B.FL	ZNF385B.FL	ZNF385B	Codebook clone	#N/A	#N/A	#N/A					#N/A		
40	pTH13689	pTH13195	eGFP.ZNF385C.FL	ZNF385C.FL	ZNF385C	Codebook clone	#N/A	#N/A	#N/A					#N/A		
41	pTH13690	pTH13195	eGFP.ZNF395.FL	ZNF395.FL	ZNF395	Codebook clone	#N/A	#N/A	#N/A					#N/A		
42	pTH13692	pTH13195	eGFP.ZNF428.FL	ZNF428.FL	ZNF428	Codebook clone	#N/A	#N/A	#N/A					chip		
43	pTH13694	pTH13195	eGFP.ZNF446.FL	ZNF446.FL	ZNF446	Codebook clone	#N/A	#N/A	#N/A					chip		
44	pTH13698	pTH13195	eGFP.ZNF474.FL	ZNF474.FL	ZNF474	Codebook clone	#N/A	#N/A	#N/A					#N/A		
45	pTH13699	pTH13195	eGFP.ZNF48.FL	ZNF48.FL	ZNF48	Codebook clone	#N/A	#N/A	#N/A					#N/A		
46	pTH13701	pTH13195	eGFP.ZNF497.FL	ZNF497.FL	ZNF497	Codebook clone	#N/A	#N/A	#N/A					#N/A		
47	pTH13702	pTH13195	eGFP.ZNF500.FL	ZNF500.FL	ZNF500	Codebook clone	#N/A	#N/A	#N/A					chip		
48	pTH13714	pTH13195	eGFP.ZNF57.FL	ZNF57.FL	ZNF57	Codebook clone	#N/A	#N/A	#N/A					#N/A		
49	pTH13715	pTH13195	eGFP.ZNF575.FL	ZNF575.FL	ZNF575	Codebook clone	#N/A	#N/A	#N/A					#N/A		
50	pTH13716	pTH13195	eGFP.ZNF578.FL	ZNF578.FL	ZNF578	Codebook clone	#N/A	#N/A	#N/A					#N/A		
51	pTH13725	pTH13195	eGFP.ZNF623.FL	ZNF623.FL	ZNF623	Codebook clone	#N/A	#N/A	#N/A					#N/A		
52	pTH13727	pTH13195	eGFP.ZNF639.FL	ZNF639.FL	ZNF639	Codebook clone	#N/A	#N/A	#N/A					#N/A		
53	pTH13730	pTH13195	eGFP.ZNF648.FL	ZNF648.FL	ZNF648	Codebook clone	#N/A	#N/A	#N/A					#N/A		
54	pTH13732	pTH13195	eGFP.ZNF66.FL	ZNF66.FL	ZNF66	Codebook clone	#N/A	#N/A	#N/A					#N/A		
55	pTH13735	pTH13195	eGFP.ZNF672.FL	ZNF672.FL	ZNF672	Codebook clone	#N/A	#N/A	#N/A					#N/A		
56	pTH13736	pTH13195	eGFP.ZNF676.FL	ZNF676.FL	ZNF676	Codebook clone	#N/A	#N/A	#N/A					#N/A		
57	pTH13737	pTH13195	eGFP.ZNF678.FL	ZNF678.FL	ZNF678	Codebook clone	#N/A	#N/A	#N/A					#N/A		
58	pTH13738	pTH13195	eGFP.ZNF683.FL	ZNF683.FL	ZNF683	Codebook clone	#N/A	#N/A	#N/A					#N/A		
59	pTH13740	pTH13195	eGFP.ZNF688.FL	ZNF688.FL	ZNF688	Codebook clone	#N/A	#N/A	#N/A					#N/A		
60	pTH13741	pTH13195	eGFP.ZNF689.FL	ZNF689.FL	ZNF689	Codebook clone	#N/A	#N/A	#N/A					#N/A		
61	pTH13742	pTH13195	eGFP.ZNF696.FL	ZNF696.FL	ZNF696	Codebook clone	#N/A	#N/A	#N/A					#N/A		
62	pTH13744	pTH13195	eGFP.ZNF70.FL	ZNF70.FL	ZNF70	Codebook clone	#N/A	#N/A	#N/A					#N/A		
63	pTH13746	pTH13195	eGFP.ZNF703.FL	ZNF703.FL	ZNF703	Codebook clone	#N/A	#N/A	#N/A					#N/A		
64	pTH13747	pTH13195	eGFP.ZNF705E.FL	ZNF705E.FL	ZNF705E	Codebook clone	#N/A	#N/A	#N/A					#N/A		
65	pTH13748	pTH13195	eGFP.ZNF706.FL	ZNF706.FL	ZNF706	Codebook clone	#N/A	#N/A	#N/A					chip		
66	pTH13749	pTH13195	eGFP.ZNF709.FL	ZNF709.FL	ZNF709	Codebook clone	#N/A	#N/A	#N/A					#N/A		
67	pTH13756	pTH13195	eGFP.ZNF732.FL	ZNF732.FL	ZNF732	Codebook clone	#N/A	#N/A	#N/A					#N/A		
68	pTH13759	pTH13195	eGFP.ZNF763.FL	ZNF763.FL	ZNF763	Codebook clone	#N/A	#N/A	#N/A					#N/A		
69	pTH13760	pTH13195	eGFP.ZNF772.FL	ZNF772.FL	ZNF772	Codebook clone	#N/A	#N/A	#N/A					#N/A		
70	pTH13761	pTH13195	eGFP.ZNF773.FL	ZNF773.FL	ZNF773	Codebook clone	#N/A	#N/A	#N/A					#N/A		
71	pTH13762	pTH13195	eGFP.ZNF775.FL	ZNF775.FL	ZNF775	Codebook clone	#N/A	#N/A	#N/A					#N/A		
72	pTH13764	pTH13195	eGFP.ZNF781.FL	ZNF781.FL	ZNF781	Codebook clone	#N/A	#N/A	#N/A					#N/A		
73	pTH13765	pTH13195	eGFP.ZNF788.FL	ZNF788.FL	ZNF788P	Codebook clone	#N/A	#N/A	#N/A					#N/A		
74	pTH13771	pTH13195	eGFP.ZNF83.FL	ZNF83.FL	ZNF83	Codebook clone	#N/A	#N/A	#N/A					#N/A		
75	pTH13780	pTH13195	eGFP.ZNF878.FL	ZNF878.FL	ZNF878	Codebook clone	#N/A	#N/A	#N/A					#N/A		
76	pTH13783	pTH13195	eGFP.ZNF92.FL	ZNF92.FL	ZNF92	Codebook clone	#N/A	#N/A	#N/A					#N/A		
77	pTH13785	pTH13195	eGFP.ZSCAN18.FL	ZSCAN18.FL	ZSCAN18	Codebook clone	#N/A	#N/A	#N/A					chip		
78	pTH13787	pTH13195	eGFP.ZSCAN25.FL	ZSCAN25.FL	ZSCAN25	Codebook clone	#N/A	#N/A	#N/A					chip		
79	pTH13788	pTH13195	eGFP.ZUFSP.FL	ZUFSP.FL	ZUP1	Codebook clone	#N/A	#N/A	#N/A					#N/A		
80	pTH13792	pTH13195	eGFP.MBNL2.FL	MBNL2.FL	MBNL2	Codebook clone	#N/A	#N/A	#N/A					#N/A		
81	pTH13793	pTH13195	eGFP.ZC3H8.FL	ZC3H8.FL	ZC3H8	Codebook clone	#N/A	#N/A	#N/A					chip		
82	pTH13794	pTH13195	eGFP.ZGPAT.FL	ZGPAT.FL	ZGPAT	Codebook clone	#N/A	#N/A	#N/A					#N/A		
83	pTH13795	pTH13195	eGFP.JRK.FL	JRK.FL	JRK	Codebook clone	#N/A	#N/A	#N/A					chip		
84	pTH13796	pTH13195	eGFP.TIGD3.FL	TIGD3.FL	TIGD3	Codebook clone	#N/A	#N/A	#N/A					chip		
85	pTH13797	pTH13195	eGFP.TIGD4.FL	TIGD4.FL	TIGD4	Codebook clone	#N/A	#N/A	#N/A					chip		
86	pTH13799	pTH13195	eGFP.TIGD7.FL	TIGD7.FL	TIGD7	Codebook clone	#N/A	#N/A	#N/A					chip		
87	pTH13802	pTH13195	eGFP.CXXC4.FL	CXXC4.FL	CXXC4	Codebook clone	#N/A	#N/A	#N/A					chip		
88	pTH13806	pTH13195	eGFP.DMRTB1.FL	DMRTB1.FL	DMRTB1	Codebook clone	#N/A	#N/A	#N/A					#N/A		
89	pTH13807	pTH13195	eGFP.FLYWCH1.FL	FLYWCH1.FL	FLYWCH1	Codebook clone	#N/A	#N/A	#N/A					#N/A		
90	pTH13809	pTH13195	eGFP.GATAD2B.FL	GATAD2B.FL	GATAD2B	Codebook clone	#N/A	#N/A	#N/A					#N/A		
91	pTH13810	pTH13195	eGFP.ZGLP1.FL	ZGLP1.FL	ZGLP1	Codebook clone	#N/A	#N/A	#N/A					#N/A		
92	pTH13814	pTH13195	eGFP.HMG20A.FL	HMG20A.FL	HMG20A	Codebook clone	#N/A	#N/A	#N/A					#N/A		
93	pTH13815	pTH13195	eGFP.HMGN3.FL	HMGN3.FL	HMGN3	Codebook clone	#N/A	#N/A	#N/A					#N/A		
94	pTH13818	pTH13195	eGFP.LEUTX.FL	LEUTX.FL	LEUTX	Codebook clone	#N/A	#N/A	#N/A					#N/A		
95	pTH13819	pTH13195	eGFP.MKX.FL	MKX.FL	MKX	Codebook clone	#N/A	#N/A	#N/A					#N/A		
96	pTH13820	pTH13195	eGFP.NANOGNB.FL	NANOGNB.FL	NANOGNB	Codebook clone	#N/A	#N/A	#N/A					#N/A		
97	pTH13821	pTH13195	eGFP.TPRX1.FL	TPRX1.FL	TPRX1	Codebook clone	#N/A	#N/A	#N/A					#N/A		
98	pTH13824	pTH13195	eGFP.POU5F2.FL	POU5F2.FL	POU5F2	Codebook clone	#N/A	#N/A	#N/A					#N/A		
99	pTH13825	pTH13195	eGFP.HSFX1.FL	HSFX1.FL	HSFX1	Codebook clone	#N/A	#N/A	#N/A					#N/A		
100	pTH13826	pTH13195	eGFP.HSFX2.FL	HSFX2.FL	HSFX2	Codebook clone	#N/A	#N/A	#N/A					#N/A		
101	pTH13827	pTH13195	eGFP.MSANTD1.FL	MSANTD1.FL	MSANTD1	Codebook clone	#N/A	#N/A	#N/A					#N/A		
102	pTH13828	pTH13195	eGFP.MBD3.FL	MBD3.FL	MBD3	Codebook clone	#N/A	#N/A	#N/A					#N/A		
103	pTH13829	pTH13195	eGFP.MBD4.FL	MBD4.FL	MBD4	Codebook clone	#N/A	#N/A	#N/A					#N/A		
104	pTH13831	pTH13195	eGFP.PIN1.FL	PIN1.FL	PIN1	Codebook clone	#N/A	#N/A	#N/A					#N/A		
105	pTH13834	pTH13195	eGFP.MTERF2.FL	MTERF2.FL	MTERF2	Codebook clone	#N/A	#N/A	#N/A					#N/A		
106	pTH13835	pTH13195	eGFP.MTERF3.FL	MTERF3.FL	MTERF3	Codebook clone	#N/A	#N/A	#N/A					chip		
107	pTH13836	pTH13195	eGFP.MTERF4.FL	MTERF4.FL	MTERF4	Codebook clone	#N/A	#N/A	#N/A					#N/A		
108	pTH13838	pTH13195	eGFP.MSANTD4.FL	MSANTD4.FL	MSANTD4	Codebook clone	#N/A	#N/A	#N/A					#N/A		
109	pTH13839	pTH13195	eGFP.MYPOP.FL	MYPOP.FL	MYPOP	Codebook clone	#N/A	#N/A	#N/A					#N/A		
110	pTH13842	pTH13195	eGFP.TERF1.FL	TERF1.FL	TERF1	Codebook clone	#N/A	#N/A	#N/A					#N/A		
111	pTH13849	pTH13195	eGFP.BRF2.FL	BRF2.FL	BRF2	Codebook clone	#N/A	#N/A	#N/A					#N/A		
112	pTH13851	pTH13195	eGFP.CENPA.FL	CENPA.FL	CENPA	Codebook clone	#N/A	#N/A	#N/A					#N/A		
113	pTH13852	pTH13195	eGFP.CENPS.FL	CENPS.FL	CENPS	Codebook clone	#N/A	#N/A	#N/A					#N/A		
114	pTH13853	pTH13195	eGFP.CENPT.FL	CENPT.FL	CENPT	Codebook clone	#N/A	#N/A	#N/A					#N/A		
115	pTH13854	pTH13195	eGFP.CENPX.FL	CENPX.FL	CENPX	Codebook clone	#N/A	#N/A	#N/A					#N/A		
116	pTH13855	pTH13195	eGFP.CGGBP1.FL	CGGBP1.FL	CGGBP1	Codebook clone	#N/A	#N/A	#N/A					#N/A		
117	pTH13856	pTH13195	eGFP.CHCHD3.FL	CHCHD3.FL	CHCHD3	Codebook clone	#N/A	#N/A	#N/A					#N/A		
118	pTH13857	pTH13195	eGFP.CSRNP1.FL	CSRNP1.FL	CSRNP1	Codebook clone	#N/A	#N/A	#N/A					#N/A		
119	pTH13858	pTH13195	eGFP.CSRNP2.FL	CSRNP2.FL	CSRNP2	Codebook clone	#N/A	#N/A	#N/A					#N/A		
120	pTH13861	pTH13195	eGFP.DACH2.FL	DACH2.FL	DACH2	Codebook clone	#N/A	#N/A	#N/A					#N/A		
121	pTH13862	pTH13195	eGFP.DR1.FL	DR1.FL	DR1	Codebook clone	#N/A	#N/A	#N/A					#N/A		
122	pTH13863	pTH13195	eGFP.DRAP1.FL	DRAP1.FL	DRAP1	Codebook clone	#N/A	#N/A	#N/A					#N/A		
123	pTH13864	pTH13195	eGFP.GLMP.FL	GLMP.FL	GLMP	Codebook clone	#N/A	#N/A	#N/A					#N/A		
124	pTH13865	pTH13195	eGFP.GPBP1.FL	GPBP1.FL	GPBP1	Codebook clone	#N/A	#N/A	#N/A					#N/A		
125	pTH13866	pTH13195	eGFP.GPBP1L1.FL	GPBP1L1.FL	GPBP1L1	Codebook clone	#N/A	#N/A	#N/A					#N/A		
126	pTH13867	pTH13195	eGFP.KCNIP3.FL	KCNIP3.FL	KCNIP3	Codebook clone	#N/A	#N/A	#N/A					#N/A		
127	pTH13868	pTH13195	eGFP.NACC2.FL	NACC2.FL	NACC2	Codebook clone	#N/A	#N/A	#N/A					chip		
128	pTH13870	pTH13195	eGFP.NME2.FL	NME2.FL	NME2	Codebook clone	#N/A	#N/A	#N/A					chip		
129	pTH13871	pTH13195	eGFP.PA2G4.FL	PA2G4.FL	PA2G4	Codebook clone	#N/A	#N/A	#N/A					#N/A		
130	pTH13872	pTH13195	eGFP.PCGF2.FL	PCGF2.FL	PCGF2	Codebook clone	#N/A	#N/A	#N/A					#N/A		
131	pTH13873	pTH13195	eGFP.PCGF6.FL	PCGF6.FL	PCGF6	Codebook clone	#N/A	#N/A	#N/A					#N/A		
132	pTH13874	pTH13195	eGFP.PHF19.FL	PHF19.FL	PHF19	Codebook clone	#N/A	#N/A	#N/A					#N/A		
133	pTH13875	pTH13195	eGFP.PLSCR1.FL	PLSCR1.FL	PLSCR1	Codebook clone	#N/A	#N/A	#N/A					#N/A		
134	pTH13876	pTH13195	eGFP.PREB.FL	PREB.FL	PREB	Codebook clone	#N/A	#N/A	#N/A					#N/A		
135	pTH13880	pTH13195	eGFP.RBCK1.FL	RBCK1.FL	RBCK1	Codebook clone	#N/A	#N/A	#N/A					#N/A		
136	pTH13887	pTH13195	eGFP.SMYD3.FL	SMYD3.FL	SMYD3	Codebook clone	#N/A	#N/A	#N/A					chip		
137	pTH13888	pTH13195	eGFP.SNAPC2.FL	SNAPC2.FL	SNAPC2	Codebook clone	#N/A	#N/A	#N/A					chip		
138	pTH13889	pTH13195	eGFP.SNAPC5.FL	SNAPC5.FL	SNAPC5	Codebook clone	#N/A	#N/A	#N/A					chip		
139	pTH13893	pTH13195	eGFP.THYN1.FL	THYN1.FL	THYN1	Codebook clone	#N/A	#N/A	#N/A					chip		
140	pTH13896	pTH13195	eGFP.RFX8.FL	RFX8.FL	RFX8	Codebook clone	#N/A	#N/A	#N/A					chip		
141	pTH13900	pTH13195	eGFP.SP140L.FL	SP140L.FL	SP140L	Codebook clone	#N/A	#N/A	#N/A					chip		
142	pTH13901	pTH13195	eGFP.TBPL1.FL	TBPL1.FL	TBPL1	Codebook clone	#N/A	#N/A	#N/A					chip		
143	pTH13902	pTH13195	eGFP.THAP10.FL	THAP10.FL	THAP10	Codebook clone	#N/A	#N/A	#N/A					#N/A		
144	pTH13903	pTH13195	eGFP.THAP11.FL	THAP11.FL	THAP11	Codebook clone	#N/A	#N/A	#N/A					chip		
145	pTH13904	pTH13195	eGFP.THAP2.FL	THAP2.FL	THAP2	Codebook clone	#N/A	#N/A	#N/A					chip		
146	pTH13905	pTH13195	eGFP.THAP4.FL	THAP4.FL	THAP4	Codebook clone	#N/A	#N/A	#N/A					#N/A		
147	pTH13906	pTH13195	eGFP.THAP5.FL	THAP5.FL	THAP5	Codebook clone	#N/A	#N/A	#N/A					#N/A		
148	pTH13907	pTH13195	eGFP.THAP6.FL	THAP6.FL	THAP6	Codebook clone	#N/A	#N/A	#N/A					#N/A		
149	pTH13908	pTH13195	eGFP.THAP7.FL	THAP7.FL	THAP7	Codebook clone	#N/A	#N/A	#N/A					#N/A		
