tf	experiment_type	dataset
ZNF347	CHS	THC_0396.Rep-MICHELLE_0314
ZNF347	CHS	THC_0908
ZNF347	SMS	UT380-327
ZNF347	HTS-GFPIVT	YWR_A_TA40NTTTGCG
ZNF347	HTS-GFPIVT	YWR_A_TG40NCATATG
ZNF347	AFS-GFPIVT	YWR_B_AffSeq_G4_ZNF347-DBD
ZNF347	AFS-GFPIVT	YWR_B_AffSeq_H4_ZNF347-FL
ZNF35	HTS-LYS	AAT_A_AC40NTCCTTG
ZNF35	HTS-LYS	AAT_A_TC40NAATCTC
ZNF35	AFS-LYS	AATA_AffSeq_G6_ZNF35
ZNF35	AFS-IVT	AATBA_AffSeq_D11_ZNF35
ZNF35	CHS	SI0227
ZNF358	AFS-LYS	YWK_B_AffSeq_D5_ZNF358
ZNF358	AFS-LYS	YWK_D_AffSeq_D5_ZNF358
ZNF358	HTS-GFPIVT	YWR_A_AA40NCCAGTG
ZNF358	HTS-GFPIVT	YWR_A_AG40NGCTCTG
ZNF358	AFS-GFPIVT	YWR_B_AffSeq_A5_ZNF358-DBD
ZNF358	AFS-GFPIVT	YWR_B_AffSeq_B5_ZNF358-FL
ZNF362	CHS	THC_0364.Rep-DIANA_0293
ZNF362	CHS	THC_0364.Rep-MICHELLE_0314
ZNF362	CHS	THC_0411.Rep-DIANA_0293
ZNF362	CHS	THC_0411.Rep-MICHELLE_0314
ZNF362	SMS	UT380-331
ZNF362	SMS	UT380-331-2
ZNF362	SMS	UT380-331-3
ZNF362	HTS-IVT	YWH_A_GT40NCATTCT
ZNF362	AFS-IVT	YWH_B_AffSeq_F10_ZNF362
ZNF362	HTS-LYS	YWK_A_GA40NACTTTG
ZNF362	AFS-LYS	YWK_B_AffSeq_E5_ZNF362
ZNF362	HTS-LYS	YWK_C_GA40NACTTTG
ZNF362	AFS-LYS	YWK_D_AffSeq_E5_ZNF362
ZNF362	HTS-GFPIVT	YWR_A_CA40NCTTTGA
ZNF362	AFS-GFPIVT	YWR_B_AffSeq_C5_ZNF362-FL
ZNF367	CHS	THC_0045
ZNF367	CHS	THC_0046
ZNF367	SMS	UT380-333
ZNF367	HTS-LYS	YWD_A_TG40NCTGTGG
ZNF367	AFS-LYS	YWD_B_AffSeq_H08_ZNF367
ZNF367	HTS-GFPIVT	YWR_A_GA40NACTTTG
ZNF367	AFS-GFPIVT	YWR_B_AffSeq_E5_ZNF367-FL
ZNF382	CHS	SI0051
ZNF382	CHS	SI0057
ZNF382	CHS	SI0110
ZNF382	CHS	SI0571
ZNF384	HTS-LYS	AAT_A_CT40NTACGTT
ZNF384	AFS-LYS	AATA_AffSeq_D7_ZNF384
ZNF384	CHS	SI0524
ZNF384	HTS-LYS	YWD_A_GT40NGCGTGT
ZNF384	AFS-LYS	YWD_B_AffSeq_F11_ZNF384
ZNF395	CHS	THC_0294.Rep-DIANA_0293
ZNF395	CHS	THC_0294.Rep-MICHELLE_0314
ZNF395	SMS	UT380-337
ZNF395	SMS	UT380-338
ZNF395	HTS-IVT	YWH_A_AT40NCGGGTT
ZNF395	AFS-IVT	YWH_B_AffSeq_B11_ZNF395
ZNF395	HTS-LYS	YWK_A_AA40NGTGGTG
ZNF395	AFS-LYS	YWK_B_AffSeq_A6_ZNF395
ZNF395	HTS-LYS	YWK_C_AA40NGTGGTG
ZNF395	AFS-LYS	YWK_D_AffSeq_A6_ZNF395
ZNF395	HTS-GFPIVT	YWM_A_GG40NGTGAGA
ZNF395	AFS-GFPIVT	YWM_B_AffSeq_E12_ZNF395-DBD
ZNF395	HTS-GFPIVT	YWR_A_TG40NGACCTT
ZNF395	AFS-GFPIVT	YWR_B_AffSeq_H5_ZNF395-FL
ZNF407	CHS	THC_0668
ZNF407	SMS	UT380-340
ZNF407	HTS-IVT	YWF_A_AG40NTGGCTA
ZNF407	HTS-LYS	YWL_A_AC40NTGTTAC
ZNF407	AFS-LYS	YWL_B_AffSeq_A11_ZNF407
ZNF407	HTS-GFPIVT	YWR_A_AA40NGTGGTG
ZNF407	AFS-GFPIVT	YWR_B_AffSeq_A6_ZNF407-DBD
ZNF43	CHS	THC_0573
ZNF43	SMS	UT380-342-2
ZNF43	SMS	UT380-343
ZNF43	HTS-GFPIVT	YWR_A_CA40NGCCTTT
ZNF43	HTS-GFPIVT	YWR_A_CT40NTTGCGC
ZNF43	HTS-GFPIVT	YWR_A_GC40NTATAGG
ZNF43	AFS-GFPIVT	YWR_B_AffSeq_C6_ZNF43-DBD1
ZNF43	AFS-GFPIVT	YWR_B_AffSeq_D6_ZNF43-DBD2
ZNF43	AFS-GFPIVT	YWR_B_AffSeq_E6_ZNF43-FL
ZNF436	AFS-LYS	AATA_AffSeq_E7_ZNF436
ZNF436	AFS-IVT	AATBA_AffSeq_G11_ZNF436
ZNF436	CHS	SI0433
ZNF454	CHS	SI0159
ZNF470	HTS-GFPIVT	YWR_A_AC40NGTATGA
ZNF470	AFS-GFPIVT	YWR_B_AffSeq_A7_ZNF470-FL
ZNF470	CHS	THC_0302.Rep-DIANA_0293
ZNF470	CHS	THC_0302.Rep-MICHELLE_0314
ZNF470	CHS	THC_0446.Rep-DIANA_0293
ZNF470	CHS	THC_0446.Rep-MICHELLE_0314
ZNF470	HTS-GFPIVT	YWR_A_TG40NTGTGTT
ZNF470	AFS-GFPIVT	YWR_B_AffSeq_H6_ZNF470-DBD
ZNF471	HTS-GFPIVT	YWR_A_CC40NTGAGTA
ZNF471	CHS	THC_0310.Rep-DIANA_0293
ZNF471	CHS	THC_0310.Rep-MICHELLE_0314
ZNF471	CHS	THC_0453.Rep-DIANA_0293
ZNF471	CHS	THC_0453.Rep-MICHELLE_0314
ZNF471	CHS	THC_0884
ZNF471	HTS-GFPIVT	YWR_A_AT40NGAGAGG
ZNF471	AFS-GFPIVT	YWR_B_AffSeq_B7_ZNF471-DBD
ZNF471	AFS-GFPIVT	YWR_B_AffSeq_C7_ZNF471-FL
ZNF48	CHS	THC_0326.Rep-DIANA_0293
ZNF48	CHS	THC_0326.Rep-MICHELLE_0314
ZNF48	CHS	THC_0381.Rep-DIANA_0293
ZNF48	CHS	THC_0381.Rep-MICHELLE_0314
ZNF48	HTS-LYS	YWK_A_TC40NTGCATA
ZNF48	AFS-LYS	YWK_B_AffSeq_G7_ZNF48
ZNF48	HTS-LYS	YWK_C_TC40NTGCATA
ZNF48	AFS-LYS	YWK_D_AffSeq_G7_ZNF48
ZNF48	HTS-GFPIVT	YWR_A_GC40NTCTCTT
ZNF48	AFS-GFPIVT	YWR_B_AffSeq_E7_ZNF48-FL
ZNF490	CHS	SI0271
ZNF493	CHS	THC_0334.Rep-DIANA_0293
ZNF493	CHS	THC_0334.Rep-MICHELLE_0314
ZNF493	CHS	THC_0389.Rep-MICHELLE_0314
ZNF493	CHS	THC_0891
ZNF493	SMS	UT380-354
ZNF493	SMS	UT380-354-2
ZNF493	HTS-GFPIVT	YWR_A_TC40NTGCATA
ZNF493	HTS-GFPIVT	YWR_A_TG40NTCTTGC
ZNF493	AFS-GFPIVT	YWR_B_AffSeq_G7_ZNF493-DBD2
ZNF493	AFS-GFPIVT	YWR_B_AffSeq_H7_ZNF493-FL
ZNF497	HTS-GFPIVT	YWR_A_AC40NGTTCGA
ZNF497	AFS-GFPIVT	YWR_B_AffSeq_A8_ZNF497-FL
ZNF500	CHS	THC_0202
ZNF500	CHS	THC_0210
ZNF500	SMS	UT380-357
ZNF500	AFS-LYS	YWK_B_AffSeq_C2_ZNF500
ZNF500	HTS-GFPIVT	YWR_A_AT40NTCCCGA
ZNF500	AFS-GFPIVT	YWR_B_AffSeq_B8_ZNF500-FL
ZNF503	CHS	THC_0203
ZNF503	CHS	THC_0211
ZNF507	SMS	UT380-360
ZNF507	SMS	UT380-362
ZNF510	CHS	THC_0358.Rep-DIANA_0293
ZNF510	CHS	THC_0358.Rep-MICHELLE_0314
ZNF510	CHS	THC_0412.Rep-DIANA_0293
ZNF510	CHS	THC_0412.Rep-MICHELLE_0314
ZNF510	HTS-GFPIVT	YWR_A_AC40NGCTGCT
ZNF510	HTS-GFPIVT	YWR_A_TG40NCTGTGG
ZNF510	AFS-GFPIVT	YWR_B_AffSeq_A9_ZNF510-FL
ZNF510	AFS-GFPIVT	YWR_B_AffSeq_H8_ZNF510-DBD
ZNF516	CHS	THC_0419.Rep-MICHELLE_0314
ZNF516	HTS-GFPIVT	YWR_A_AT40NAGCCTC
ZNF518B	CHS	THC_0669
ZNF518B	CHS	THC_0765
ZNF518B	HTS-LYS	YWN_A_TC40NGGCTGT
ZNF518B	AFS-LYS	YWN_B_AffSeq_H1_ZNF518B
ZNF518B	HTS-LYS	YWO_A_TC40NGGCTGT
ZNF518B	AFS-LYS	YWO_B_AffSeq_H1_ZNF518B
ZNF518B	HTS-GFPIVT	YWR_A_CC40NGACATG
ZNF518B	AFS-GFPIVT	YWR_B_AffSeq_C9_ZNF518B-DBD
ZNF526	HTS-GFPIVT	YWR_A_GC40NAGAGTT
ZNF532	HTS-GFPIVT	YWR_A_TG40NCCATTT
ZNF532	AFS-GFPIVT	YWR_B_AffSeq_H9_ZNF532-DBD2
ZNF536	SMS	UT380-373-2
ZNF536	HTS-IVT	YWI_A_TC40NGGCTGT
ZNF536	SMS	UT380-372
ZNF536	SMS	UT380-372-2
ZNF536	SMS	UT380-373
ZNF536	HTS-IVT	YWI_A_TA40NCGTCGG
ZNF536	AFS-IVT	YWI_B_AffSeq_H01_ZNF536_DBD_2
ZNF536	HTS-GFPIVT	YWR_A_AC40NGATGTT
ZNF536	AFS-GFPIVT	YWR_B_AffSeq_B10_ZNF536-DBD2
ZNF551	CHS	THC_0671
ZNF551	CHS	THC_0767
ZNF551	HTS-GFPIVT	YWR_A_CC40NTTGTTA
ZNF551	AFS-GFPIVT	YWR_B_AffSeq_C10_ZNF551-DBD
ZNF551	AFS-GFPIVT	YWR_B_AffSeq_D10_ZNF551-FL
ZNF568	HTS-GFPIVT	YWR_A_GC40NATTTGC
ZNF568	HTS-GFPIVT	YWR_A_GT40NCATTCT
ZNF568	AFS-GFPIVT	YWR_B_AffSeq_E10_ZNF568-DBD
ZNF568	AFS-GFPIVT	YWR_B_AffSeq_F10_ZNF568-FL
ZNF569	HTS-GFPIVT	YWR_A_TC40NAATCTC
ZNF569	HTS-GFPIVT	YWR_A_TT40NTACAGC
ZNF569	AFS-GFPIVT	YWR_B_AffSeq_G10_ZNF569-DBD
ZNF569	AFS-GFPIVT	YWR_B_AffSeq_H10_ZNF569-FL
ZNF57	CHS	THC_0481
ZNF57	CHS	THC_0577
ZNF57	HTS-GFPIVT	YWR_A_AC40NTGTTAC
ZNF57	AFS-GFPIVT	YWR_B_AffSeq_A11_ZNF57-FL
ZNF575	HTS-GFPIVT	YWR_A_AT40NCGGGTT
ZNF575	CHS	THC_0673
ZNF575	CHS	THC_0769
ZNF575	AFS-GFPIVT	YWR_B_AffSeq_B11_ZNF575-FL
ZNF578	CHS	THC_0482
ZNF582	CHS	SI0233
ZNF582	CHS	SI0327
ZNF587B	HTS-GFPIVT	YWR_A_GC40NCACTTC
ZNF587B	AFS-GFPIVT	YWR_B_AffSeq_E11_ZNF587B-DBD
ZNF596	AFS-LYS	AATA_AffSeq_D8_ZNF596
ZNF596	CHS	SI0474
ZNF606	HTS-GFPIVT	YWR_A_CG40NAATAGC
ZNF606	CHS	THC_0206
ZNF606	CHS	THC_0214
ZNF606	CHS	THC_0905
ZNF606	AFS-GFPIVT	YWR_B_AffSeq_C12_ZNF606-DBD
ZNF606	AFS-GFPIVT	YWR_B_AffSeq_D12_ZNF606-FL
ZNF618	AFS-LYS	YWK_B_AffSeq_H10_ZNF618
ZNF618	AFS-LYS	YWK_D_AffSeq_H10_ZNF618
ZNF623	CHS	THC_0677
ZNF623	CHS	THC_0773
ZNF623	AFS-GFPIVT	YWS_B_AffSeq_A1_ZNF623-FL
ZNF646	CHS	THC_0504
ZNF646	CHS	THC_0600
ZNF646	HTS-IVT	YWF_A_AG40NGCTCTG
ZNF646	AFS-IVT	YWF_B_AffSeq_B05_ZNF646
ZNF646	AFS-IVT	YWI_B_AffSeq_H03_ZNF646_DBD_3
ZNF646	HTS-GFPIVT	YWS_A_GG40NCGTAGT
ZNF646	HTS-GFPIVT	YWS_A_TA40NCGTCGG
ZNF646	HTS-GFPIVT	YWS_A_TC40NGGCTGT
ZNF646	AFS-GFPIVT	YWS_B_AffSeq_F1_ZNF646-DBD1
ZNF646	AFS-GFPIVT	YWS_B_AffSeq_G1_ZNF646-DBD2
ZNF646	AFS-GFPIVT	YWS_B_AffSeq_H1_ZNF646-DBD3
ZNF648	CHS	THC_0679
ZNF648	CHS	THC_0775
ZNF648	SMS	UT380-405
ZNF648	SMS	UT380-406
ZNF648	AFS-LYS	YWL_B_AffSeq_D10_ZNF648
ZNF648	HTS-GFPIVT	YWS_A_AA40NCCGCGT
ZNF648	AFS-GFPIVT	YWS_B_AffSeq_A2_ZNF648-FL
ZNF66	CHS	THC_0680
ZNF66	AFS-GFPIVT	YWS_B_AffSeq_C2_ZNF66-FL
ZNF665	CHS	THC_0489
ZNF665	CHS	THC_0585
ZNF665	HTS-GFPIVT	YWS_A_CG40NACGGTT
ZNF665	HTS-GFPIVT	YWS_A_GA40NGGTCAT
ZNF665	AFS-GFPIVT	YWS_B_AffSeq_D2_ZNF665-DBD
ZNF665	AFS-GFPIVT	YWS_B_AffSeq_E2_ZNF665-FL
ZNF668	HTS-GFPIVT	YWS_A_GG40NGGTTTA
ZNF668	HTS-GFPIVT	YWS_A_TC40NGTTTTG
ZNF668	AFS-GFPIVT	YWS_B_AffSeq_F2_ZNF668-DBD1
ZNF668	AFS-GFPIVT	YWS_B_AffSeq_H2_ZNF668-FL
ZNF672	AFS-LYS	YWK_B_AffSeq_G11_ZNF672
ZNF672	AFS-LYS	YWK_D_AffSeq_G11_ZNF672
ZNF672	CHS	THC_0586
ZNF672	HTS-GFPIVT	YWS_A_AA40NAGTGGT
ZNF672	AFS-GFPIVT	YWS_B_AffSeq_A3_ZNF672-FL
ZNF676	CHS	THC_0778
ZNF676	HTS-GFPIVT	YWS_A_AG40NGGAATC
ZNF676	AFS-GFPIVT	YWS_B_AffSeq_B3_ZNF676-FL
ZNF678	HTS-GFPIVT	YWS_A_CA40NAGCGTA
ZNF678	CHS	THC_0491
ZNF678	AFS-GFPIVT	YWS_B_AffSeq_C3_ZNF678-FL
ZNF683	CHS	THC_0683
ZNF683	CHS	THC_0779
ZNF683	HTS-GFPIVT	YWS_A_GA40NTTCCTA
ZNF683	AFS-GFPIVT	YWS_B_AffSeq_D3_ZNF683-DBD
ZNF683	AFS-GFPIVT	YWS_B_AffSeq_E3_ZNF683-FL
ZNF689	CHS	THC_0493
ZNF689	CHS	THC_0589
ZNF689	HTS-GFPIVT	YWS_A_AA40NGTGGTC
ZNF689	AFS-GFPIVT	YWS_B_AffSeq_A4_ZNF689-FL
ZNF696	CHS	THC_0685
ZNF696	CHS	THC_0781
ZNF696	HTS-GFPIVT	YWS_A_AG40NTGGCTA
ZNF696	AFS-GFPIVT	YWS_B_AffSeq_B4_ZNF696-FL
ZNF699	HTS-GFPIVT	YWS_A_CA40NCATGTC
ZNF699	AFS-GFPIVT	YWS_B_AffSeq_D4_ZNF699-FL
ZNF699	CHS	THC_0494
ZNF699	CHS	THC_0590
ZNF699	AFS-GFPIVT	YWS_B_AffSeq_C4_ZNF699-DBD
ZNF70	HTS-GFPIVT	YWS_A_GA40NGAGCTG
ZNF70	CHS	THC_0686
ZNF70	CHS	THC_0782
ZNF70	AFS-GFPIVT	YWS_B_AffSeq_E4_ZNF70-FL
ZNF700	HTS-GFPIVT	YWS_A_GT40NACGATC
ZNF700	HTS-GFPIVT	YWS_A_TG40NCATATG
ZNF700	CHS	THC_0872
ZNF700	CHS	THC_0873
ZNF700	HTS-GFPIVT	YWS_A_TA40NTTTGCG
ZNF700	AFS-GFPIVT	YWS_B_AffSeq_G4_ZNF700-DBD2
ZNF703	CHS	THC_0495
ZNF705EP	CHS	THC_0687
ZNF705EP	CHS	THC_0783
ZNF708	CHS	SI0419
ZNF709	CHS	THC_0592
ZNF721	CHS	THC_0497
ZNF721	CHS	THC_0593
ZNF721	CHS	THC_0688
ZNF721	CHS	THC_0784
ZNF721	HTS-GFPIVT	YWS_A_AA40NGTGGTG
ZNF721	HTS-GFPIVT	YWS_A_AG40NCTTTTC
ZNF721	HTS-GFPIVT	YWS_A_CA40NGCCTTT
ZNF721	AFS-GFPIVT	YWS_B_AffSeq_A6_ZNF721-DBD1
ZNF721	AFS-GFPIVT	YWS_B_AffSeq_B6_ZNF721-DBD2
ZNF721	AFS-GFPIVT	YWS_B_AffSeq_C6_ZNF721-FL
ZNF724	CHS	THC_0689
ZNF724	CHS	THC_0785
ZNF724	AFS-LYS	YWN_B_AffSeq_A7_ZNF724
ZNF724	AFS-LYS	YWO_B_AffSeq_A7_ZNF724
ZNF724	HTS-GFPIVT	YWS_A_CT40NTTGCGC
ZNF724	HTS-GFPIVT	YWS_A_GC40NTATAGG
ZNF724	AFS-GFPIVT	YWS_B_AffSeq_D6_ZNF724-DBD
ZNF724	AFS-GFPIVT	YWS_B_AffSeq_E6_ZNF724-FL
ZNF726	CHS	THC_0498
ZNF726	CHS	THC_0594
ZNF726	SMS	UT380-444
ZNF726	HTS-GFPIVT	YWS_A_TA40NGCTGTA
ZNF726	HTS-GFPIVT	YWS_A_TG40NTGTGTT
ZNF726	AFS-GFPIVT	YWS_B_AffSeq_G6_ZNF726-DBD2
ZNF726	AFS-GFPIVT	YWS_B_AffSeq_H6_ZNF726-FL
ZNF728	CHS	THC_0690
ZNF728	CHS	THC_0786
ZNF728	HTS-GFPIVT	YWS_A_AC40NGTATGA
ZNF728	HTS-GFPIVT	YWS_A_AT40NGAGAGG
ZNF728	AFS-GFPIVT	YWS_B_AffSeq_A7_ZNF728-DBD
ZNF728	AFS-GFPIVT	YWS_B_AffSeq_B7_ZNF728-FL
ZNF729	HTS-GFPIVT	YWS_A_CT40NGCGCTA
ZNF729	HTS-GFPIVT	YWS_A_GC40NTCTCTT
ZNF729	AFS-GFPIVT	YWS_B_AffSeq_C7_ZNF729-DBD1
ZNF729	AFS-GFPIVT	YWS_B_AffSeq_D7_ZNF729-DBD2
ZNF729	AFS-GFPIVT	YWS_B_AffSeq_E7_ZNF729-DBD3
ZNF732	CHS	THC_0499
ZNF732	CHS	THC_0595
ZNF732	HTS-GFPIVT	YWS_A_GT40NTGTGGA
ZNF732	HTS-GFPIVT	YWS_A_TC40NTGCATA
ZNF732	AFS-GFPIVT	YWS_B_AffSeq_F7_ZNF732-DBD
ZNF732	AFS-GFPIVT	YWS_B_AffSeq_G7_ZNF732-FL
ZNF746	CHS	THC_0691
ZNF746	CHS	THC_0787
ZNF746	HTS-GFPIVT	YWS_A_AC40NGTTCGA
ZNF746	AFS-GFPIVT	YWS_B_AffSeq_A8_ZNF746-FL
ZNF770	HTS-LYS	AAT_A_GG40NGTGAGA
ZNF770	AFS-LYS	AATA_AffSeq_E8_ZNF770
ZNF770	CHS	SI0212
ZNF772	CHS	THC_0692
ZNF772	CHS	THC_0788
ZNF772	AFS-GFPIVT	YWS_B_AffSeq_E8_ZNF772-FL
ZNF773	CHS	THC_0501
ZNF773	CHS	THC_0597
ZNF773	AFS-GFPIVT	YWS_B_AffSeq_F8_ZNF773-FL
ZNF775	CHS	THC_0693
ZNF775	CHS	THC_0789
ZNF775	HTS-GFPIVT	YWS_A_TC40NGCGATT
ZNF775	AFS-GFPIVT	YWS_B_AffSeq_G8_ZNF775-FL
ZNF780B	CHS	THC_0502
ZNF780B	CHS	THC_0598
ZNF780B	SMS	UT380-462
ZNF780B	HTS-GFPIVT	YWS_A_AT40NAGCCTC
ZNF780B	HTS-GFPIVT	YWS_A_TG40NCTGTGG
ZNF780B	AFS-GFPIVT	YWS_B_AffSeq_B9_ZNF780B-FL
ZNF780B	AFS-GFPIVT	YWS_B_AffSeq_H8_ZNF780B-DBD1
ZNF788P	HTS-GFPIVT	YWS_A_CT40NCTACTT
ZNF8	HTS-IVT	AATB_A_TA40NTTTGCG
ZNF8	CHS	SI0496
ZNF800	HTS-LYS	YWO_A_TC40NGCGATT
ZNF800	AFS-LYS	YWO_B_AffSeq_G8_ZNF800-FL
ZNF800	CHS	THC_0505
ZNF800	CHS	THC_0601
ZNF800	HTS-GFPIVT	YWS_A_GC40NAGAGTT
ZNF800	HTS-GFPIVT	YWS_A_GT40NTTGGTG
ZNF800	AFS-GFPIVT	YWS_B_AffSeq_E9_ZNF800-DBD
ZNF800	AFS-GFPIVT	YWS_B_AffSeq_F9_ZNF800-FL
ZNF813	HTS-GFPIVT	YWS_A_AC40NGATGTT
ZNF813	HTS-GFPIVT	YWS_A_TG40NCCATTT
ZNF813	AFS-GFPIVT	YWS_B_AffSeq_A10_ZNF813-FL
ZNF813	AFS-GFPIVT	YWS_B_AffSeq_H9_ZNF813-DBD
ZNF814	CHS	THC_0506
ZNF814	HTS-GFPIVT	YWS_A_AT40NTCTGTC
ZNF814	AFS-GFPIVT	YWS_B_AffSeq_B10_ZNF814-DBD
ZNF814	AFS-GFPIVT	YWS_B_AffSeq_C10_ZNF814-FL
ZNF827	HTS-GFPIVT	YWS_A_CT40NGTTGGG
ZNF827	AFS-GFPIVT	YWS_B_AffSeq_D10_ZNF827-DBD1
ZNF83	AFS-GFPIVT	YWS_B_AffSeq_F10_ZNF83-FL
ZNF831	CHS	THC_0507
ZNF831	CHS	THC_0603
ZNF831	SMS	UT380-477
ZNF831	HTS-IVT	YWI_A_TC40NGCGATT
ZNF831	AFS-IVT	YWI_B_AffSeq_G08_ZNF831_DBD
ZNF831	HTS-GFPIVT	YWS_A_TC40NAATCTC
ZNF831	AFS-GFPIVT	YWS_B_AffSeq_G10_ZNF831-DBD
ZNF836	CHS	THC_0699
ZNF836	CHS	THC_0795
ZNF836	HTS-GFPIVT	YWS_A_AC40NTGTTAC
ZNF836	HTS-GFPIVT	YWS_A_AT40NCGGGTT
ZNF836	HTS-GFPIVT	YWS_A_TT40NTACAGC
ZNF836	AFS-GFPIVT	YWS_B_AffSeq_A11_ZNF836-DBD2
ZNF836	AFS-GFPIVT	YWS_B_AffSeq_B11_ZNF836-FL
ZNF836	AFS-GFPIVT	YWS_B_AffSeq_H10_ZNF836-DBD1
ZNF841	CHS	THC_0508
ZNF841	CHS	THC_0604
ZNF841	SMS	UT380-482
ZNF841	HTS-GFPIVT	YWS_A_CC40NCGTTTT
ZNF841	AFS-GFPIVT	YWS_B_AffSeq_C11_ZNF841-DBD2
ZNF841	AFS-GFPIVT	YWS_B_AffSeq_D11_ZNF841-FL
ZNF845	HTS-GFPIVT	YWS_A_AC40NTCCTTG
ZNF845	AFS-GFPIVT	YWS_B_AffSeq_G11_ZNF845-DBD1
ZNF845	CHS	THC_0509
ZNF845	CHS	THC_0605
ZNF845	HTS-GFPIVT	YWS_A_TC40NACGGGA
ZNF845	HTS-GFPIVT	YWS_A_TT40NTAGCAG
ZNF845	AFS-GFPIVT	YWS_B_AffSeq_H11_ZNF845-DBD2
ZNF850	HTS-GFPIVT	YWS_A_AT40NCCTTGG
ZNF850	CHS	THC_0701
ZNF850	CHS	THC_0797
ZNF850	HTS-GFPIVT	YWS_A_CG40NAATAGC
ZNF850	AFS-GFPIVT	YWS_B_AffSeq_C12_ZNF850-DBD2
ZNF853	HTS-GFPIVT	YWS_A_GA40NTGTATC
ZNF853	HTS-GFPIVT	YWS_A_GG40NGTGAGA
ZNF853	AFS-GFPIVT	YWS_B_AffSeq_D12_ZNF853-DBD
ZNF853	AFS-GFPIVT	YWS_B_AffSeq_E12_ZNF853-FL
ZNF865	CHS	THC_0510
ZNF865	CHS	THC_0606
ZNF865	AFS-IVT	YWI_B_AffSeq_A10_ZNF865_DBD_1
ZNF865	HTS-GFPIVT	YWS_A_TA40NGTTAGC
ZNF865	HTS-GFPIVT	YWS_A_TC40NTAAGTG
ZNF865	AFS-GFPIVT	YWS_B_AffSeq_F12_ZNF865-DBD1
ZNF865	AFS-GFPIVT	YWS_B_AffSeq_G12_ZNF865-DBD2
ZNF878	HTS-GFPIVT	YWS_A_TT40NCTCGTC
ZNF878	CHS	THC_0702
ZNF878	CHS	THC_0798
ZNF888	CHS	THC_0850
ZNF888	CHS	THC_0852
ZNF92	CHS	THC_0854
ZNF92	CHS	THC_0855
ZSCAN12	CHS	THC_0076
ZSCAN12	CHS	THC_0107
ZSCAN12	CHS	THC_0903
ZSCAN2	CHS	THC_0077
ZSCAN2	CHS	THC_0174
ZSCAN2	CHS	THC_0885
ZSCAN2	AFS-LYS	YWK_B_AffSeq_A4_ZSCAN2
ZSCAN2	AFS-LYS	YWK_D_AffSeq_A4_ZSCAN2
ZSCAN25	AFS-IVT	YWF_B_AffSeq_H06_ZSCAN25
ZSCAN25	CHS	THC_0145
ZSCAN25	CHS	THC_0175
ZSCAN25	CHS	THC_0183
ZSCAN25	HTS-LYS	YWD_A_TG40NCCATTT
ZSCAN25	AFS-LYS	YWD_B_AffSeq_H09_ZSCAN25
ZSCAN25	HTS-IVT	YWF_A_TG40NTGTGTT
ZSCAN4	PBM	PBM14304
ZSCAN4	PBM	PBM14320
ZSCAN4	HTS-IVT	YWF_A_TC40NACGGGA
ZSCAN4	AFS-IVT	YWF_B_AffSeq_G11_ZSCAN4
ZXDA	CHS	THC_0295.Rep-DIANA_0293
ZXDA	CHS	THC_0295.Rep-MICHELLE_0314
ZXDA	CHS	THC_0440.Rep-DIANA_0293
ZXDA	CHS	THC_0440.Rep-MICHELLE_0314
ZXDA	CHS	THC_0911
ZXDA	SMS	UT380-512-2
ZXDA	HTS-IVT	YWE_A_AC40NGTATGA
ZXDB	CHS	THC_0851
ZXDB	CHS	THC_0853
ZXDB	SMS	UT380-514
ZXDB	SMS	UT380-515
ZXDC	CHS	THC_0303.Rep-DIANA_0293
ZXDC	CHS	THC_0303.Rep-MICHELLE_0314
ZXDC	CHS	THC_0447.Rep-DIANA_0293
ZXDC	CHS	THC_0447.Rep-MICHELLE_0314
ZXDC	CHS	THC_0907
ZXDC	SMS	UT380-516
ZXDC	SMS	UT380-516-2
